Gene stable ID,Strand,Chromosome/scaffold name,Gene description,Gene start (bp),Gene end (bp),Transcription start site (TSS)
Solyc12g098660.2,1,12,,67068500,67077038,67068500
Solyc04g057890.3,-1,4,Glutathione S-transferase TCHQD [Source:Projected from Arabidopsis thaliana (AT1G77290) UniProtKB/Swiss-Prot;Acc:O80662],54949331,54955349,54955349
Solyc06g008960.3,1,6,,2880358,2892822,2880358
Solyc02g030520.1,-1,2,,26764568,26764881,26764881
Solyc10g044967.1,-1,10,,29069904,29081460,29081460
Solyc07g026705.1,1,7,,30488469,30489561,30488469
Solyc07g039384.1,1,7,,47517649,47518411,47517649
Solyc08g005440.3,1,8,Disease resistance protein RPM1 [Source:Projected from Arabidopsis thaliana (AT3G07040) UniProtKB/Swiss-Prot;Acc:Q39214],324852,328175,324852
Solyc01g005610.3,1,1,,427655,430341,427655
Solyc04g050345.1,-1,4,,46786986,46787511,46787511
Solyc10g086290.2,1,10,,65289573,65291769,65289573
Solyc12g035860.1,1,12,,44510705,44511019,44510705
Solyc05g016473.1,1,5,,17353744,17357634,17353744
Solyc02g088954.1,1,2,,51512416,51515735,51512416
Solyc08g082330.3,1,8,,65276031,65278839,65276031
Solyc05g026050.3,1,5,Vacuolar protein sorting-associated protein 32 homolog 2 [Source:Projected from Arabidopsis thaliana (AT4G29160) UniProtKB/Swiss-Prot;Acc:Q9SZE4],39653060,39656986,39653060
Solyc10g050630.1,-1,10,,50166977,50168359,50168359
Solyc07g039540.1,-1,7,,47832646,47832981,47832981
Solyc01g096185.1,-1,1,,87150453,87151885,87151885
Solyc07g021740.2,-1,7,,21293822,21294705,21294705
Solyc02g062375.1,1,2,,34523206,34526601,34523206
Solyc12g009620.2,1,12,,2883575,2891051,2883575
Solyc05g012170.2,1,5,,5362513,5363400,5362513
Solyc01g103803.1,-1,1,,92211616,92232731,92232731
Solyc12g087900.2,-1,12,,64393429,64397015,64397015
Solyc09g090660.3,1,9,,70588494,70596713,70588494
Solyc02g081700.1,1,2,Proteasome subunit alpha type [Source:UniProtKB/TrEMBL;Acc:K4BA40],46112367,46113113,46112367
Solyc08g079580.1,-1,8,,63211134,63211580,63211580
Solyc04g057880.3,1,4,,54928339,54953088,54928339
Solyc05g021090.3,1,5,,26352208,26359264,26352208
Solyc06g082000.3,1,6,,47997329,48001012,47997329
Solyc11g045540.1,1,11,,30448051,30449250,30448051
Solyc10g084360.1,1,10,,64062695,64062859,64062695
Solyc03g062745.1,1,3,,34271892,34284329,34271892
Solyc04g050550.2,1,4,,47516623,47521748,47516623
Solyc05g024454.1,-1,5,,31746110,31746816,31746816
Solyc09g016957.1,-1,9,,11997897,11998473,11998473
Solyc09g060170.1,-1,9,,58114716,58120513,58120513
Solyc05g055790.3,1,5,,66139244,66143102,66139244
Solyc01g096255.1,-1,1,,87210631,87211224,87211224
Solyc05g054170.3,-1,5,,64957432,64969254,64969254
Solyc01g005730.3,1,1,,490689,494533,490689
Solyc10g018355.1,-1,10,,7503043,7503822,7503822
Solyc08g076830.1,-1,8,,60859795,60860820,60860820
Solyc10g045040.1,-1,10,,30041259,30041483,30041483
Solyc03g081203.1,1,3,,53539668,53541710,53539668
Solyc02g085700.2,1,2,,49159800,49165606,49159800
Solyc12g008580.2,1,12,,1967523,1973838,1967523
Solyc08g014290.1,-1,8,Shewanella-like protein phosphatase 2 [Source:Projected from Arabidopsis thaliana (AT1G18480) UniProtKB/Swiss-Prot;Acc:Q944L7],4072651,4073838,4073838
Solyc01g102970.3,1,1,EMBRYO DEFECTIVE 140 [Source:Projected from Arabidopsis thaliana (AT4G24270) UniProtKB/TrEMBL;Acc:F4JQ75],91489449,91502800,91489449
Solyc08g044540.1,-1,8,,19418049,19418273,19418273
Solyc06g060270.3,1,6,,38363081,38375398,38363081
Solyc06g072570.3,1,6,Ubiquitin-conjugating enzyme 27 [Source:Projected from Arabidopsis thaliana (AT5G50870) UniProtKB/TrEMBL;Acc:F4KAG5],44897021,44901284,44897021
Solyc01g109070.2,1,1,,96029801,96030416,96029801
Solyc05g041900.1,-1,5,,54876919,54877203,54877203
Solyc01g010050.3,1,1,S-adenosylmethionine decarboxylase proenzyme [Source:UniProtKB/TrEMBL;Acc:K4ATK0],4619915,4623499,4619915
Solyc08g061450.2,1,8,,48771674,48775112,48771674
Solyc10g055740.2,-1,10,,57257473,57261227,57261227
Solyc01g086900.3,1,1,AGL26 [Source:Projected from Arabidopsis thaliana (AT5G26880) UniProtKB/TrEMBL;Acc:A0A178UI04],81693028,81702177,81693028
Solyc11g007120.2,1,11,,1576434,1581214,1576434
Solyc01g104448.1,1,1,,92807824,92809145,92807824
Solyc01g060410.3,1,1,,70826936,70829294,70826936
Solyc02g080470.3,1,2,Heat shock 70 kDa protein 16 [Source:Projected from Arabidopsis thaliana (AT1G11660) UniProtKB/Swiss-Prot;Acc:Q9SAB1],45228499,45240748,45228499
Solyc08g045760.1,1,8,,16826372,16827727,16826372
Solyc11g008720.2,1,11,,2887858,2901417,2887858
Solyc05g051840.1,1,5,,63089696,63090829,63089696
Solyc02g084550.3,1,2,,48272898,48277910,48272898
Solyc04g017965.1,1,4,,8988433,8989864,8988433
Solyc07g045250.1,-1,7,,58503575,58503787,58503787
Solyc02g092420.3,-1,2,,54121891,54125761,54125761
Solyc10g055650.2,1,10,,57098138,57103492,57098138
Solyc07g007290.1,1,7,Flavin-containing monooxygenase [Source:UniProtKB/TrEMBL;Acc:K4CBJ9],2019076,2022742,2019076
Solyc06g068930.2,1,6,,42875169,42876719,42875169
Solyc05g009050.3,-1,5,,3204522,3211993,3211993
Solyc04g054730.3,-1,4,Sulfate transporter 2.1-like protein [Source:UniProtKB/TrEMBL;Acc:K4BSM1],53038301,53043580,53043580
Solyc03g034201.1,-1,3,,5922059,5923197,5923197
Solyc06g007165.1,-1,6,,1218189,1221683,1221683
Solyc03g013630.3,-1,3,,45185813,45192595,45192595
Solyc03g112200.1,-1,3,,64170634,64171389,64171389
Solyc02g083630.3,1,2,"L-ascorbate peroxidase 5, peroxisomal [Source:Projected from Arabidopsis thaliana (AT4G35970) UniProtKB/Swiss-Prot;Acc:Q7XZP5]",47523687,47527124,47523687
Solyc02g092810.3,-1,2,,54411401,54414621,54414621
Solyc10g082060.1,-1,10,,63074429,63075187,63075187
Solyc01g087570.2,-1,1,,82396948,82397495,82397495
Solyc09g063140.3,-1,9,,61417968,61423630,61423630
Solyc01g060210.3,-1,1,,69736510,69737200,69737200
Solyc02g069515.1,1,2,,39958085,39963107,39958085
Solyc02g070210.3,-1,2,Patellin-4 [Source:Projected from Arabidopsis thaliana (AT1G30690) UniProtKB/Swiss-Prot;Acc:Q94C59],40542869,40544762,40544762
Solyc09g008950.1,-1,9,,2338001,2340143,2340143
Solyc03g116390.3,-1,3,Late embryogenesis abundant protein [Source:UniProtKB/TrEMBL;Acc:E1AZA3],67342006,67342705,67342705
Solyc06g071340.1,1,6,,44049616,44050451,44049616
Solyc11g017470.2,-1,11,NAC4 domain protein [Source:UniProtKB/TrEMBL;Acc:K4D6Q0],8425209,8426742,8426742
Solyc02g030630.1,1,2,,27037594,27038686,27037594
Solyc08g083175.1,1,8,,65841019,65841414,65841019
Solyc08g048250.3,1,8,,14505951,14513295,14505951
Solyc12g032937.1,1,12,,37293562,37343163,37293562
Solyc09g009190.3,1,9,,2539842,2557593,2539842
Solyc12g006870.2,1,12,,1312870,1323140,1312870
Solyc07g008350.3,1,7,Mitochondrial outer membrane protein porin 4 [Source:Projected from Arabidopsis thaliana (AT5G57490) UniProtKB/Swiss-Prot;Acc:Q9FKM2],3129585,3139698,3129585
Solyc08g068640.3,-1,8,,57803811,57840311,57840311
Solyc02g021520.1,-1,2,,23626811,23627089,23627089
Solyc09g007250.3,1,9,,848634,851301,848634
Solyc12g087870.2,1,12,,64352291,64357634,64352291
Solyc03g058213.1,-1,3,,25651923,25653056,25653056
Solyc02g079280.3,1,2,,44444898,44446421,44444898
Solyc08g008630.3,1,8,,3016713,3018619,3016713
Solyc06g005310.3,-1,6,,330897,332473,332473
Solyc12g049120.2,1,12,,61495714,61497601,61495714
Solyc09g072940.2,-1,9,,66042263,66045117,66045117
Solyc08g075540.3,-1,8,,59831858,59839262,59839262
Solyc09g091510.3,1,9,,71250708,71252868,71250708
Solyc04g016177.1,-1,4,,6939940,6941265,6941265
Solyc03g120050.3,-1,3,,70032138,70035533,70035533
Solyc05g018453.1,-1,5,ATP-dependent DNA helicase [Source:UniProtKB/TrEMBL;Acc:K4BZA1],21790585,21791451,21791451
Solyc07g065320.3,-1,7,,67260473,67266251,67266251
Solyc05g013560.3,1,5,,6840060,6840897,6840060
Solyc01g108380.2,-1,1,,95595145,95596294,95596294
Solyc06g035943.1,1,6,,25403006,25403833,25403006
Solyc08g006251.1,1,8,,932914,933617,932914
Solyc05g025810.3,-1,5,,36892175,36895749,36895749
Solyc03g115350.2,-1,3,,66569517,66570023,66570023
Solyc12g011190.2,1,12,,4033649,4039422,4033649
Solyc11g071423.1,1,11,,55205023,55207306,55205023
Solyc10g045555.1,1,10,,34542965,34543844,34542965
Solyc08g080585.1,1,8,,63965721,63966711,63965721
Solyc02g005115.1,1,2,,6646168,6646717,6646168
Solyc02g086660.3,-1,2,,49943398,49950742,49950742
Solyc04g070987.1,1,4,,57924483,57926177,57924483
Solyc03g096193.1,-1,3,,59553400,59553944,59553944
Solyc10g074520.2,-1,10,,58123912,58126697,58126697
Solyc02g065360.3,1,2,Protein root UVB sensitive 4 [Source:Projected from Arabidopsis thaliana (AT2G23470) UniProtKB/Swiss-Prot;Acc:Q67YT8],37118207,37127075,37118207
Solyc01g020570.2,-1,1,,31664203,31665826,31665826
Solyc02g076790.3,-1,2,,42471634,42475190,42475190
Solyc03g080115.1,1,3,,53446602,53450897,53446602
Solyc03g005470.3,1,3,,365958,369880,365958
Solyc05g047540.3,1,5,,59869042,59883247,59869042
Solyc11g020471.1,-1,11,,11191024,11192031,11192031
Solyc05g005770.3,-1,5,,586980,591028,591028
Solyc03g044420.2,-1,3,,9217918,9220499,9220499
Solyc06g072135.1,-1,6,,44596168,44599542,44599542
Solyc04g054760.3,-1,4,,53139383,53143728,53143728
Solyc05g014177.1,-1,5,,7959921,7962310,7962310
Solyc03g111705.1,1,3,,63848234,63849835,63848234
Solyc07g015850.1,-1,7,,5551007,5551862,5551862
Solyc03g063290.3,-1,3,,36180542,36181485,36181485
Solyc09g020190.3,1,9,,19196524,19200288,19196524
Solyc11g008340.2,1,11,SEC8 [Source:Projected from Arabidopsis thaliana (AT3G10380) UniProtKB/TrEMBL;Acc:A0A178VA38],2534116,2551191,2534116
Solyc12g019777.1,-1,12,,11763000,11763632,11763632
Solyc09g082740.1,-1,9,,68855049,68855336,68855336
Solyc03g051820.1,1,3,,22925235,22926309,22925235
Solyc01g108820.1,-1,1,,95907455,95908510,95908510
Solyc09g008917.1,-1,9,,2301219,2301410,2301410
Solyc11g072320.2,1,11,,55811699,55847121,55811699
Solyc03g112770.3,1,3,Glutaredoxin-C1 [Source:Projected from Arabidopsis thaliana (AT5G63030) UniProtKB/Swiss-Prot;Acc:Q8L8T2],64596673,64600006,64596673
Solyc04g054430.2,-1,4,,52440126,52442352,52442352
Solyc10g052660.2,-1,10,,53168588,53170575,53170575
Solyc04g083160.2,-1,4,"Ent-kaurene oxidase, chloroplastic [Source:Projected from Arabidopsis thaliana (AT5G25900) UniProtKB/Swiss-Prot;Acc:Q93ZB2]",64083140,64088613,64088613
Solyc02g088510.3,1,2,,51220921,51223394,51220921
Solyc02g086920.2,-1,2,Bidirectional sugar transporter SWEET [Source:UniProtKB/TrEMBL;Acc:K4BBJ9],50142032,50151962,50151962
Solyc04g039830.2,1,4,,12537737,12538450,12537737
Solyc08g062387.1,1,8,,51083166,51083775,51083166
Solyc03g117720.3,1,3,,68259122,68263665,68259122
Solyc04g074165.1,1,4,,60241105,60241524,60241105
Solyc07g063080.3,-1,7,DRP5A [Source:Projected from Arabidopsis thaliana (AT1G53140) UniProtKB/TrEMBL;Acc:A0A178WBH9],65788141,65793025,65793025
Solyc11g062195.1,1,11,,49377890,49379121,49377890
Solyc07g062020.2,-1,7,,65001784,65003040,65003040
Solyc04g050823.1,-1,4,,48552221,48555547,48555547
Solyc01g108080.3,-1,1,,95331512,95332008,95332008
Solyc08g066460.2,1,8,,55172877,55174706,55172877
Solyc08g006000.3,-1,8,,763817,769001,769001
Solyc03g007825.1,-1,3,Acidic endochitinase [Source:Projected from Arabidopsis thaliana (AT5G24090) UniProtKB/Swiss-Prot;Acc:P19172],2377570,2378454,2378454
Solyc03g031655.1,1,3,,4135571,4140336,4135571
Solyc09g066400.2,-1,9,,65045779,65047411,65047411
Solyc01g091800.3,-1,1,rRNA adenine N(6)-methyltransferase [Source:UniProtKB/TrEMBL;Acc:K4AZC0],85233903,85240379,85240379
Solyc06g054690.3,-1,6,,37558721,37562610,37562610
Solyc12g056673.1,-1,12,,63646604,63647882,63647882
Solyc09g065250.2,-1,9,,63546683,63549155,63549155
Solyc04g049485.1,1,4,,42022714,42025207,42022714
Solyc09g084460.3,1,9,,69553041,69554808,69553041
Solyc02g067925.1,1,2,,38568449,38584060,38568449
Solyc12g006750.1,1,12,,1193529,1193780,1193529
Solyc03g122240.3,1,3,Exocyst subunit Exo70 family protein [Source:UniProtKB/TrEMBL;Acc:K4BN22],71612893,71616202,71612893
Solyc01g109550.2,-1,1,,96382779,96383756,96383756
Solyc06g007920.2,1,6,Gibberellin-regulated protein 12 [Source:Projected from Arabidopsis thaliana (AT2G30810) UniProtKB/Swiss-Prot;Acc:Q6GKX7],1797673,1798512,1797673
Solyc01g109780.3,1,1,,96546359,96550412,96546359
Solyc06g008460.2,1,6,,2369546,2370401,2369546
Solyc06g011460.1,-1,6,,7536328,7537202,7537202
Solyc01g081630.3,1,1,,80680641,80687051,80680641
Solyc09g011040.1,1,9,Aspartic proteinase PCS1 [Source:Projected from Arabidopsis thaliana (AT5G02190) UniProtKB/Swiss-Prot;Acc:Q9LZL3],4382526,4383815,4382526
Solyc01g080080.3,-1,1,,79098440,79110203,79110203
Solyc10g081420.2,-1,10,,62606954,62614610,62614610
Solyc06g005780.1,1,6,,812338,812694,812338
Solyc01g094080.3,-1,1,,85533906,85537783,85537783
Solyc06g069570.3,1,6,,43444641,43448765,43444641
Solyc01g104590.3,-1,1,Ribosomal protein L3 [Source:UniProtKB/TrEMBL;Acc:Q6SKP4],92935612,92939455,92939455
Solyc02g067510.3,1,2,,38254771,38255755,38254771
Solyc12g062920.2,-1,12,,35970159,35970572,35970572
Solyc12g007050.1,-1,12,,1490127,1490701,1490701
Solyc03g026413.1,-1,3,,3878397,3879130,3879130
Solyc09g064220.2,-1,9,,61605456,61605893,61605893
Solyc12g038970.2,-1,12,,52524825,52532978,52532978
Solyc07g032745.1,-1,7,,41052072,41053254,41053254
Solyc02g078430.3,1,2,,43678749,43680277,43678749
Solyc10g054040.2,-1,10,,54473246,54481217,54481217
Solyc03g121770.2,-1,3,,71317944,71326879,71326879
Solyc09g072870.3,-1,9,,65975477,65978022,65978022
Solyc03g063690.1,1,3,Putative pentatricopeptide repeat-containing protein At5g52630 [Source:Projected from Arabidopsis thaliana (AT5G52630) UniProtKB/Swiss-Prot;Acc:Q9LTF4],37736632,37738422,37736632
Solyc11g067200.2,-1,11,Protein HIRA [Source:UniProtKB/TrEMBL;Acc:K4D9X7],53250658,53259796,53259796
Solyc09g055900.3,1,9,,46295769,46301322,46295769
Solyc01g105230.3,1,1,,93359101,93373639,93359101
Solyc03g120475.1,-1,3,MIP [Source:UniProtKB/TrEMBL;Acc:H6V7A0],70343028,70344306,70344306
Solyc08g007950.3,1,8,,2447784,2457905,2447784
Solyc06g050185.1,1,6,,32759945,32760520,32759945
Solyc04g016060.1,-1,4,,6735026,6735871,6735871
Solyc02g062170.3,1,2,,34283341,34284491,34283341
Solyc08g076500.3,1,8,,60620577,60621007,60620577
Solyc08g066190.2,-1,8,,54655146,54657910,54657910
Solyc09g007320.3,1,9,HCF152 [Source:Projected from Arabidopsis thaliana (AT3G09650) UniProtKB/TrEMBL;Acc:A0A178V9F2],918063,920282,918063
Solyc05g012550.3,1,5,,5785350,5787427,5785350
Solyc06g073033.1,-1,6,,45141950,45142458,45142458
Solyc02g090135.1,-1,2,,52415937,52422970,52422970
Solyc06g051060.3,1,6,,34250661,34252796,34250661
Solyc03g007500.3,-1,3,,2072334,2080670,2080670
Solyc07g042093.1,-1,7,,55158056,55163100,55163100
Solyc06g076130.3,1,6,,47408064,47414091,47408064
Solyc06g076910.2,-1,6,,47925133,47939509,47939509
Solyc12g013870.2,1,12,,4655946,4664265,4655946
Solyc02g081570.3,-1,2,,46023439,46027384,46027384
Solyc07g005740.1,1,7,,600271,601701,600271
Solyc02g086850.2,1,2,,50095906,50099994,50095906
Solyc11g011130.2,-1,11,,4209495,4214535,4214535
Solyc03g118660.3,-1,3,,69009092,69014083,69014083
Solyc05g009890.1,-1,5,,4112480,4113841,4113841
Solyc02g030220.1,-1,2,,25806436,25807452,25807452
Solyc02g069547.1,-1,2,,39973389,39975565,39975565
Solyc09g008940.3,1,9,,2333342,2337658,2333342
Solyc05g006323.1,-1,5,,970350,972401,972401
Solyc01g100590.3,-1,1,,90446724,90453012,90453012
Solyc11g068810.2,-1,11,,53720721,53723980,53723980
Solyc10g047480.1,1,10,,40816800,40819920,40816800
Solyc01g086970.3,-1,1,,81762778,81767133,81767133
Solyc02g069730.3,1,2,CASP-like protein [Source:UniProtKB/TrEMBL;Acc:K4B7V5],40112584,40114695,40112584
Solyc09g055235.1,-1,9,,37984936,37985931,37985931
Solyc07g025120.1,-1,7,,24665209,24665442,24665442
Solyc09g097865.1,1,9,,72352100,72357682,72352100
Solyc06g073100.3,1,6,,45173323,45175360,45173323
Solyc10g080045.1,-1,10,,61576051,61579263,61579263
Solyc06g060970.2,-1,6,,39060658,39067903,39067903
Solyc06g066470.3,-1,6,,41841026,41841363,41841363
Solyc03g025340.1,-1,3,,2798802,2799851,2799851
Solyc02g091570.1,-1,2,,53468413,53469537,53469537
Solyc03g118120.3,1,3,,68563605,68564718,68563605
Solyc12g013480.2,-1,12,,4296468,4313766,4313766
Solyc02g068620.1,-1,2,,39156837,39157211,39157211
Solyc03g082975.1,-1,3,plastid transcriptionally active7 [Source:Projected from Arabidopsis thaliana (AT5G24314) TAIR;Acc:AT5G24314],54247769,54251820,54251820
Solyc12g089293.1,-1,12,,65407974,65408857,65408857
Solyc12g096130.2,1,12,,66157467,66157550,66157467
Solyc01g080530.3,1,1,,79623211,79631798,79623211
Solyc05g014980.3,-1,5,,9188995,9194046,9194046
Solyc04g024340.3,1,4,,31837790,31850295,31837790
Solyc03g081290.1,-1,3,,53601125,53602952,53602952
Solyc02g069230.3,1,2,RBR-type E3 ubiquitin transferase [Source:UniProtKB/TrEMBL;Acc:K4B7Q5],39741050,39748796,39741050
Solyc12g099420.2,1,12,Condensin-2 complex subunit H2 [Source:Projected from Arabidopsis thaliana (AT3G16730) UniProtKB/Swiss-Prot;Acc:Q9LUR0],67552698,67561952,67552698
Solyc02g030185.1,-1,2,,25745746,25757472,25757472
Solyc11g012840.2,1,11,,5640474,5643591,5640474
Solyc09g098470.2,1,9,,72795861,72799114,72795861
Solyc08g006290.2,-1,8,,961489,962286,962286
Solyc03g005730.3,-1,3,,509215,517469,517469
Solyc02g083130.3,1,2,,47196121,47199141,47196121
Solyc03g025860.3,1,3,,3279945,3283207,3279945
Solyc04g005030.3,-1,4,,28052,35642,35642
Solyc01g073940.3,-1,1,,81159818,81168251,81168251
Solyc08g062700.3,-1,8,Peptidyl-prolyl cis-trans isomerase CYP57 [Source:Projected from Arabidopsis thaliana (AT4G33060) UniProtKB/Swiss-Prot;Acc:Q6Q152],51852049,51871805,51871805
Solyc06g084170.3,1,6,,49425123,49426249,49425123
Solyc11g050810.1,-1,11,,16269430,16270244,16270244
Solyc03g083385.1,1,3,,54660909,54661987,54660909
Solyc09g066495.1,1,9,H/ACA ribonucleoprotein complex subunit 3-like protein [Source:Projected from Arabidopsis thaliana (AT2G20490) UniProtKB/Swiss-Prot;Acc:Q93XX8],65140764,65143059,65140764
Solyc06g008150.3,1,6,,2037048,2040731,2037048
Solyc09g075560.1,-1,9,Hexosyltransferase [Source:UniProtKB/TrEMBL;Acc:K4CVD3],67678017,67679120,67679120
Solyc01g103945.1,-1,1,,92316491,92317694,92317694
Solyc05g053715.1,-1,5,,64602864,64603870,64603870
Solyc01g067360.3,-1,1,,75628318,75632995,75632995
Solyc08g041660.1,1,8,,26433307,26433747,26433307
Solyc07g065970.2,-1,7,,67666737,67669812,67669812
Solyc06g072550.3,-1,6,CASP-like protein [Source:UniProtKB/TrEMBL;Acc:K4C8X5],44887715,44890222,44890222
Solyc12g015750.1,-1,12,,5733112,5733629,5733629
Solyc06g043034.1,1,6,,30020161,30025903,30020161
Solyc01g109710.3,-1,1,Response to dessication 2 [Source:UniProtKB/TrEMBL;Acc:K4B3I4],96514932,96517857,96517857
Solyc04g081165.1,1,4,,65266471,65270063,65266471
Solyc07g041440.2,1,7,,53276708,53277187,53276708
Solyc10g078350.2,1,10,,60312413,60317088,60312413
Solyc05g016710.2,-1,5,,18005314,18006110,18006110
Solyc05g049915.1,1,5,,60621153,60622227,60621153
Solyc06g010025.1,1,6,,4762124,4762710,4762124
Solyc10g085490.2,-1,10,,64766359,64769883,64769883
Solyc07g006230.1,-1,7,,1047333,1047728,1047728
Solyc04g015780.1,-1,4,,6070439,6070993,6070993
Solyc12g032930.2,1,12,,37289501,37291105,37289501
Solyc02g069900.1,-1,2,,40257120,40258404,40258404
Solyc05g040010.2,-1,5,,49630374,49631464,49631464
Solyc06g074310.3,-1,6,Transmembrane 9 superfamily member [Source:Projected from Arabidopsis thaliana (AT1G08350) UniProtKB/TrEMBL;Acc:A0A178WGW9],46062487,46075850,46075850
Solyc10g052861.1,1,10,,53716540,53717216,53716540
Solyc05g013207.1,-1,5,3-ketoacyl-CoA synthase [Source:UniProtKB/TrEMBL;Acc:K4BY43],6280307,6282544,6282544
Solyc10g039213.1,-1,10,,20843872,20844237,20844237
Solyc01g034195.1,-1,1,,36626984,36627610,36627610
Solyc11g012920.2,-1,11,,5706615,5715932,5715932
Solyc04g028460.1,-1,4,,15727986,15728321,15728321
Solyc01g094170.3,-1,1,,85616616,85622084,85622084
Solyc08g016340.1,1,8,,7324949,7325512,7324949
Solyc02g076810.3,1,2,,42489528,42492977,42489528
Solyc10g046870.1,-1,10,,37973328,37973570,37973570
Solyc01g017760.1,1,1,,25267340,25269297,25267340
Solyc06g076140.3,1,6,Metallothionein-like protein type 2 [Source:UniProtKB/Swiss-Prot;Acc:Q43513],47417293,47418368,47417293
Solyc04g056705.1,1,4,,54614187,54617761,54614187
Solyc08g048470.2,1,8,,12857451,12862396,12857451
Solyc05g016720.3,-1,5,,18007303,18014666,18014666
Solyc11g011250.2,-1,11,DHAR3 [Source:Projected from Arabidopsis thaliana (AT5G16710) UniProtKB/TrEMBL;Acc:A0A178UIL9],4289546,4296901,4296901
Solyc06g018115.1,-1,6,,17554598,17556191,17556191
Solyc06g053830.3,-1,6,Auxin-responsive protein [Source:UniProtKB/TrEMBL;Acc:G9HPV6],36780570,36782928,36782928
Solyc06g050180.2,1,6,,32748765,32759601,32748765
Solyc03g115830.2,1,3,,66905481,66907488,66905481
Solyc02g089700.3,1,2,,52081200,52083206,52081200
Solyc09g005480.3,-1,9,,331223,334071,334071
Solyc05g015300.3,-1,5,,10295220,10297910,10297910
Solyc01g097220.2,1,1,,88026764,88034559,88026764
Solyc01g088380.2,-1,1,,83016693,83035530,83035530
