Gene stable ID,Triticum aestivum gene stable ID,"Triticum aestivum orthology confidence [0 low, 1 high]"
Os01g0128800,TraesCS3A02G043600,0
Os01g0131250,,
Os01g0131300,TraesCS3B02G042000,0
Os01g0131300,TraesCS3D02G038600,0
Os01g0131300,TraesCS3A02G041600,0
Os01g0131300,TraesCS3A02G041700,0
Os01g0138100,,
Os01g0138400,TraesCS3B02G059100,0
Os01g0138400,TraesCS3D02G049700,0
Os01g0138400,TraesCS3A02G050300,0
Os01g0142100,TraesCS3B02G067300,0
Os01g0142100,TraesCS3D02G054600,0
Os01g0142100,TraesCS3A02G055300,0
Os01g0142200,TraesCS3D02G054800,0
Os01g0142200,TraesCS3A02G055400,0
Os01g0142200,TraesCS3D02G055300,0
Os01g0142200,TraesCS3D02G054700,0
Os01g0142200,TraesCS3B02G067800,0
Os01g0144100,TraesCS3A02G060300,0
Os01g0144100,TraesCS3D02G060600,0
Os01g0144100,TraesCS3B02G073200,0
Os01g0144100,TraesCS3B02G073000,0
Os01g0144200,TraesCS3A02G061100,0
Os01g0144200,TraesCS3B02G073600,0
Os01g0144200,TraesCS3D02G060900,0
Os01g0144500,TraesCS3B02G078700,0
Os01g0144500,TraesCS3A02G065200,0
Os01g0144500,TraesCS3D02G065900,0
Os01g0144500,TraesCS3A02G065300,0
Os01g0144500,TraesCS3B02G078800,0
Os01g0144500,TraesCS3A02G065400,0
Os01g0144600,TraesCS3A02G065500,0
Os01g0144600,TraesCS3B02G078900,0
Os01g0144600,TraesCS3D02G066000,0
Os01g0149350,TraesCS3B02G088200,0
Os01g0149350,TraesCS3D02G073600,0
Os01g0149350,TraesCS3A02G073800,0
Os01g0149350,TraesCS3B02G485300,0
Os01g0149350,TraesCS3A02G073700,1
Os01g0149350,TraesCS3B02G485200,0
Os01g0149350,TraesCS3B02G088000,0
Os01g0149350,TraesCS3D02G073500,0
Os01g0149350,TraesCS3B02G088100,0
Os01g0149400,,
Os01g0149500,TraesCS3B02G088200,1
Os01g0149500,TraesCS3D02G073600,0
Os01g0149500,TraesCS3A02G073800,0
Os01g0149500,TraesCS3B02G485300,0
Os01g0149500,TraesCS3A02G073700,0
Os01g0149500,TraesCS3B02G485200,0
Os01g0149500,TraesCS3B02G088000,0
Os01g0149500,TraesCS3D02G073500,0
Os01g0149500,TraesCS3B02G088100,1
Os01g0149600,TraesCS1B02G192500,0
Os01g0149600,TraesCS1B02G245300,0
Os01g0149600,TraesCS1A02G190400,0
Os01g0149600,TraesCSU02G171000,0
Os01g0149600,TraesCSU02G169900,0
Os01g0149600,TraesCSU02G169700,0
Os01g0149600,TraesCS4A02G030400,0
Os01g0149600,TraesCSU02G169300,0
Os01g0149600,TraesCS1A02G228700,0
Os01g0149600,TraesCSU02G170500,0
Os01g0149600,TraesCSU02G169800,0
Os01g0149600,TraesCS1D02G233300,0
Os01g0149600,TraesCSU02G169400,0
Os01g0149600,TraesCSU02G169500,0
Os01g0149600,TraesCSU02G170900,0
Os01g0149600,TraesCS1A02G229100,0
Os01g0149600,TraesCSU02G171100,0
Os01g0149600,TraesCS5B02G058200,0
Os01g0149600,TraesCS2A02G312400,0
Os01g0149600,TraesCS5D02G063200,0
Os01g0149600,TraesCS4A02G030500,0
Os01g0149600,TraesCS1D02G194600,0
Os01g0149600,TraesCSU02G170400,0
Os01g0149600,TraesCSU02G170600,0
Os01g0149600,TraesCS5B02G064900,0
Os01g0149600,TraesCS1B02G244900,0
Os01g0149600,TraesCS4B02G275400,0
Os01g0149600,TraesCSU02G170700,0
Os01g0152950,TraesCSU02G244400,0
Os01g0152950,TraesCS7B02G392200,0
Os01g0152951,,
Os01g0153100,TraesCS1B02G192500,0
Os01g0153100,TraesCS1B02G245300,1
Os01g0153100,TraesCS1A02G190400,0
Os01g0153100,TraesCSU02G171000,0
Os01g0153100,TraesCSU02G169900,0
Os01g0153100,TraesCSU02G169700,1
Os01g0153100,TraesCS4A02G030400,1
Os01g0153100,TraesCSU02G169300,0
Os01g0153100,TraesCS1A02G228700,1
Os01g0153100,TraesCSU02G170500,0
Os01g0153100,TraesCSU02G169800,0
Os01g0153100,TraesCS1D02G233300,1
Os01g0153100,TraesCSU02G169400,0
Os01g0153100,TraesCSU02G169500,1
Os01g0153100,TraesCSU02G170900,1
Os01g0153100,TraesCS1A02G229100,0
Os01g0153100,TraesCSU02G171100,0
Os01g0153100,TraesCS5B02G058200,1
Os01g0153100,TraesCS2A02G312400,0
Os01g0153100,TraesCS5D02G063200,1
Os01g0153100,TraesCS4A02G030500,0
Os01g0153100,TraesCS1D02G194600,0
Os01g0153100,TraesCSU02G170400,0
Os01g0153100,TraesCSU02G170600,0
Os01g0153100,TraesCS5B02G064900,1
Os01g0153100,TraesCS1B02G244900,0
Os01g0153100,TraesCS4B02G275400,0
Os01g0153100,TraesCSU02G170700,0
Os01g0153150,,
Os01g0157500,,
Os01g0157600,,
Os01g0157800,TraesCS3D02G135400,0
Os01g0157800,TraesCS3A02G309700,0
Os01g0157800,TraesCS3B02G152700,0
Os01g0157900,TraesCS3A02G309800,0
Os01g0157900,TraesCS3B02G152800,0
Os01g0164600,TraesCS3A02G100000,0
Os01g0164600,TraesCS3B02G116700,0
Os01g0164600,TraesCS3D02G100600,0
Os01g0164700,TraesCS3D02G099900,0
Os01g0164700,TraesCS3B02G116000,0
Os01g0164700,TraesCS3A02G099600,0
Os01g0182400,TraesCS3A02G116900,0
Os01g0182400,TraesCS4A02G472300,0
Os01g0182400,TraesCS7D02G016600,0
Os01g0182400,TraesCS3B02G135900,0
Os01g0182400,TraesCS3D02G118700,0
Os01g0182400,TraesCS7A02G020300,0
Os01g0182500,TraesCS3A02G116700,0
Os01g0182500,TraesCS3D02G118500,0
Os01g0182500,TraesCS3B02G135700,0
Os01g0184800,TraesCS3B02G131900,0
Os01g0184800,TraesCS2B02G147400,0
Os01g0184800,TraesCS3D02G114100,0
Os01g0184800,TraesCS2A02G124900,0
Os01g0184800,TraesCS3A02G112100,0
Os01g0184800,TraesCS2D02G127800,0
Os01g0184900,TraesCS3A02G111900,0
Os01g0184900,TraesCS3D02G114000,0
Os01g0184900,TraesCS3A02G112000,0
Os01g0184900,TraesCS3B02G132000,0
Os01g0191400,,
Os01g0191500,TraesCS3D02G109500,0
Os01g0191500,TraesCS3A02G107500,0
Os01g0191500,TraesCS3B02G126300,0
Os01g0192500,,
Os01g0192550,,
Os01g0200400,TraesCS3D02G141400,0
Os01g0200400,TraesCS3A02G312900,0
Os01g0200400,TraesCS3B02G159000,0
Os01g0200500,TraesCS3A02G313000,0
Os01g0200500,TraesCS3D02G141300,0
Os01g0200500,TraesCS3B02G158900,0
Os01g0209150,,
Os01g0209200,,
Os01g0223800,TraesCS3A02G148300,0
Os01g0223800,TraesCS3D02G156200,0
Os01g0223800,TraesCS3B02G175400,0
Os01g0223900,TraesCS3D02G156300,0
Os01g0223900,TraesCS3A02G148200,0
Os01g0223900,TraesCS3D02G156400,0
Os01g0223900,TraesCS3B02G175800,0
Os01g0223900,TraesCS3B02G175500,0
Os01g0223900,TraesCS3A02G148600,0
Os01g0224200,TraesCS3A02G149100,0
Os01g0224200,TraesCS3D02G157200,0
Os01g0224200,TraesCS3B02G176400,0
Os01g0224300,TraesCS3A02G149200,0
Os01g0224300,TraesCS3D02G157300,0
Os01g0224300,TraesCS3B02G176500,0
Os01g0229100,TraesCS3B02G180500,0
Os01g0229100,TraesCS3A02G153900,0
Os01g0229100,TraesCS3D02G161300,0
Os01g0229200,TraesCS3A02G154000,0
Os01g0229200,TraesCS3B02G180600,0
Os01g0229200,TraesCS3D02G161400,0
Os01g0238800,TraesCS6A02G006000,0
Os01g0238800,TraesCS3A02G160800,0
Os01g0238800,TraesCS6D02G008700,0
Os01g0238800,TraesCS3D02G168000,0
Os01g0238800,TraesCS3B02G191400,0
Os01g0238800,TraesCS6B02G011600,0
Os01g0238800,TraesCSU02G218800,0
Os01g0238800,TraesCS6B02G012200,0
Os01g0238900,TraesCS3A02G160900,0
Os01g0238900,TraesCS3D02G168100,0
Os01g0238900,TraesCS3B02G191500,0
Os01g0262600,TraesCS3A02G179600,0
Os01g0262600,TraesCS3D02G184500,0
Os01g0262600,TraesCS3B02G209300,0
Os01g0262700,TraesCS3A02G179800,0
Os01g0262700,TraesCS3B02G209500,0
Os01g0262700,TraesCS3D02G184700,0
Os01g0263400,TraesCS3D02G185300,0
Os01g0263400,TraesCS3B02G210100,0
Os01g0263400,TraesCS3A02G180400,0
Os01g0263500,TraesCS3D02G185400,0
Os01g0263500,TraesCS3B02G210200,0
Os01g0263500,TraesCS3A02G180500,0
Os01g0276500,TraesCS3A02G189000,0
Os01g0276500,TraesCS3B02G218200,0
Os01g0276500,TraesCS3D02G192500,0
Os01g0276600,TraesCS3D02G192700,0
Os01g0276600,TraesCS3B02G218400,0
Os01g0276600,TraesCS3A02G189200,0
Os01g0278975,,
Os01g0279000,TraesCS3B02G219600,0
Os01g0279000,TraesCS3A02G191600,0
Os01g0279000,TraesCS3D02G194200,0
Os01g0281100,TraesCS1D02G079100,0
Os01g0281100,TraesCS1B02G095000,0
Os01g0281100,TraesCS1A02G076900,0
Os01g0281250,,
Os01g0283000,TraesCS3D02G183600,0
Os01g0283000,TraesCS3A02G177000,0
Os01g0283000,TraesCS3B02G208000,0
Os01g0283100,TraesCS3A02G193500,0
Os01g0283100,TraesCS3D02G199500,0
Os01g0283100,TraesCS7D02G101600,0
Os01g0283100,TraesCS7A02G107200,0
Os01g0283100,TraesCS7B02G005800,0
Os01g0283100,TraesCS3B02G224000,0
Os01g0290700,,
Os01g0290800,,
Os01g0296000,TraesCS2B02G011800,0
Os01g0296000,TraesCS2D02G027500,0
Os01g0296000,TraesCS2A02G003700,0
Os01g0296000,TraesCS4D02G006300,0
Os01g0296000,TraesCS2D02G010900,0
Os01g0296000,TraesCS2B02G011400,0
Os01g0296000,TraesCS2A02G010300,0
Os01g0296000,TraesCS7D02G542700,0
Os01g0296000,TraesCS3B02G084000,0
Os01g0296000,TraesCS4D02G007400,0
Os01g0296000,TraesCS2D02G032600,0
Os01g0296000,TraesCS2B02G011900,0
Os01g0296000,TraesCS4A02G307500,0
Os01g0296000,TraesCS1D02G380900,1
Os01g0296000,TraesCS7A02G569900,0
Os01g0296000,TraesCS2D02G003500,0
Os01g0296000,TraesCS2B02G038400,0
Os01g0296000,TraesCS4B02G009500,0
Os01g0296000,TraesCSU02G015900,0
Os01g0296000,TraesCS4B02G007400,0
Os01g0296100,,
Os01g0328400,TraesCS1A02G397400,0
Os01g0328400,TraesCS1A02G105400,0
Os01g0328400,TraesCS1B02G130900,0
Os01g0328400,TraesCS1A02G397500,0
Os01g0328400,TraesCS1D02G405400,0
Os01g0328400,TraesCS1B02G425700,0
Os01g0328400,TraesCS1D02G109800,0
Os01g0328500,TraesCS6B02G340000,0
Os01g0328500,TraesCS6D02G289500,0
Os01g0328500,TraesCS6A02G310100,0
Os01g0357150,,
Os01g0357200,,
Os01g0358300,TraesCS3D02G120500,0
Os01g0358300,TraesCS3B02G137700,0
Os01g0358300,TraesCS3A02G118600,0
Os01g0358400,,
Os01g0386500,,
Os01g0386600,TraesCS5D02G498800,0
Os01g0386600,TraesCS5A02G485200,0
Os01g0386600,TraesCS5B02G498700,0
Os01g0386600,TraesCS5B02G498400,0
Os01g0386600,TraesCS5D02G498500,0
Os01g0386600,TraesCS5D02G498700,0
Os01g0386600,TraesCS5A02G485300,0
Os01g0386600,TraesCS5A02G485000,0
Os01g0386600,TraesCS5B02G498500,0
Os01g0390300,TraesCS3B02G172600,0
Os01g0390300,TraesCS3A02G145600,0
Os01g0390400,TraesCS3B02G176100,0
Os01g0390400,TraesCS3D02G157000,0
Os01g0390400,TraesCS3A02G148900,0
Os01g0393300,TraesCS2D02G350500,0
Os01g0393300,TraesCS2A02G353600,0
Os01g0393300,TraesCS2B02G371500,0
Os01g0393400,,
Os01g0444100,,
Os01g0495701,,
Os01g0514000,TraesCS5A02G032200,0
Os01g0514000,TraesCS5D02G040500,0
Os01g0514300,TraesCS3B02G228000,0
Os01g0514300,TraesCS3A02G198800,0
Os01g0514300,TraesCS3D02G196800,0
Os01g0514300,TraesCS3A02G198700,0
Os01g0527900,,
Os01g0528000,TraesCS1D02G384700,0
Os01g0528000,TraesCS1A02G377700,0
Os01g0539900,TraesCS1D02G454300,0
Os01g0539900,TraesCS3D02G533900,0
Os01g0539900,TraesCS7A02G418300,0
Os01g0539900,TraesCS1B02G477200,0
Os01g0540000,,
Os01g0546500,TraesCS3D02G203505,0
Os01g0546500,TraesCS3B02G225500,0
Os01g0546500,TraesCS3A02G201400,0
Os01g0546700,TraesCS3D02G203500,0
Os01g0546700,TraesCS3B02G225400,0
Os01g0546700,TraesCS3A02G201500,0
Os01g0549200,TraesCS3B02G231900,0
Os01g0549250,,
Os01g0549300,,
Os01g0549400,TraesCS3A02G194200,0
Os01g0549400,TraesCS3D02G202500,0
Os01g0549400,TraesCS3B02G230800,0
Os01g0552000,TraesCS3A02G201200,0
Os01g0552000,TraesCS3D02G203900,0
Os01g0552000,TraesCS3B02G224700,0
Os01g0552050,,
Os01g0565800,TraesCS3B02G234800,0
Os01g0565800,TraesCS3A02G207600,0
Os01g0565800,TraesCS3D02G208100,0
Os01g0565900,TraesCS3B02G234900,1
Os01g0565900,TraesCS5A02G015200,1
Os01g0565900,TraesCS5B02G013400,1
Os01g0565900,TraesCS3D02G208200,1
Os01g0565900,TraesCS5D02G021100,1
Os01g0565900,TraesCS3A02G207800,1
Os01g0580000,,
Os01g0580100,TraesCS5B02G310600,0
Os01g0580100,TraesCSU02G079500,0
Os01g0580100,TraesCS6D02G032200,0
Os01g0580100,TraesCS6B02G040500,0
Os01g0585300,TraesCS3A02G210000,0
Os01g0585300,TraesCS3B02G240500,0
Os01g0585300,TraesCS3D02G212900,0
Os01g0585400,,
Os01g0589000,TraesCS3A02G211400,0
Os01g0589000,TraesCS3D02G214100,0
Os01g0589000,TraesCS3B02G241800,0
Os01g0589100,TraesCS3B02G241700,0
Os01g0589100,TraesCS3A02G211200,0
Os01g0589100,TraesCS3D02G214000,0
Os01g0595725,,
Os01g0595800,TraesCS6D02G271600,0
Os01g0595800,TraesCS3B02G501100,0
Os01g0595800,TraesCS3B02G502400,0
Os01g0595800,TraesCS3D02G452800,0
Os01g0595800,TraesCS3A02G460300,0
Os01g0595800,TraesCS3A02G460500,0
Os01g0595800,TraesCS3B02G499800,0
Os01g0595800,TraesCS3D02G453800,0
Os01g0595800,TraesCS3D02G454000,0
Os01g0595800,TraesCS3B02G503200,0
Os01g0595800,TraesCS6D02G271400,0
Os01g0595800,TraesCS3B02G501300,0
Os01g0595800,TraesCS3B02G502900,0
Os01g0595800,TraesCS6D02G338300,0
Os01g0595800,TraesCS3D02G453200,0
Os01g0595800,TraesCS3B02G502700,0
Os01g0595800,TraesCS3A02G379400,0
Os01g0595800,TraesCS7A02G379900,0
Os01g0595800,TraesCS3A02G460000,0
Os01g0595800,TraesCS6A02G402700,0
Os01g0595800,TraesCS3B02G501600,0
Os01g0595800,TraesCS3A02G379500,0
Os01g0595800,TraesCS3D02G453500,0
Os01g0595800,TraesCS3B02G500600,0
Os01g0595800,TraesCS3A02G459800,0
Os01g0595800,TraesCS3D02G453400,0
Os01g0595800,TraesCS3B02G500200,0
Os01g0595800,TraesCS3B02G500400,0
Os01g0595800,TraesCS3B02G499900,0
Os01g0595800,TraesCS3B02G502200,0
Os01g0595800,TraesCS3B02G501500,0
Os01g0595800,TraesCS3B02G500900,0
Os01g0595800,TraesCS3B02G503100,0
Os01g0595800,TraesCS3B02G501400,0
Os01g0595800,TraesCS3A02G460100,0
Os01g0595800,TraesCS3A02G460400,0
Os01g0595800,TraesCS3B02G500700,0
Os01g0595800,TraesCS3D02G453000,0
Os01g0595800,TraesCSU02G202500,0
Os01g0595800,TraesCS3B02G503300,0
Os01g0595800,TraesCS3B02G500300,0
Os01g0614900,TraesCS3D02G231900,0
Os01g0614900,TraesCS3B02G250900,0
Os01g0614900,TraesCS2D02G300300,0
Os01g0614900,TraesCS3A02G220600,0
Os01g0615000,,
Os01g0615200,TraesCS3A02G441400,1
Os01g0615200,TraesCS3A02G238900,0
Os01g0615200,TraesCS7D02G315000,1
Os01g0615200,TraesCS7A02G318400,1
Os01g0615200,TraesCS3B02G251100,0
Os01g0615200,TraesCS3A02G220800,0
Os01g0615200,TraesCS3D02G231700,0
Os01g0615200,TraesCS3D02G434200,1
Os01g0615200,TraesCS7A02G318300,1
Os01g0615200,TraesCS7B02G219300,1
Os01g0615400,,
Os01g0628950,,
Os01g0629000,,
Os01g0629900,TraesCS3A02G228000,0
Os01g0629900,TraesCS3D02G225600,0
Os01g0629900,TraesCS3B02G256700,0
Os01g0630000,,
Os01g0643800,TraesCS3D02G221700,0
Os01g0643800,TraesCS3A02G231700,0
Os01g0643800,TraesCS3B02G260900,0
Os01g0643900,,
Os01g0647850,,
Os01g0648225,,
Os01g0666101,,
Os01g0666200,TraesCS3A02G242800,0
Os01g0666200,TraesCS3B02G270900,0
Os01g0666200,TraesCS3D02G242800,0
Os01g0666500,TraesCS3D02G243100,0
Os01g0666500,TraesCS3B02G271200,0
Os01g0666500,TraesCS3A02G243100,0
Os01g0666600,TraesCS3B02G271300,0
Os01g0666600,TraesCS3D02G243200,0
Os01g0666600,TraesCS3A02G243200,0
Os01g0667700,,
Os01g0667750,,
Os01g0680500,,
Os01g0680650,,
Os01g0685200,TraesCS3B02G298600,0
Os01g0685200,TraesCS3D02G265200,0
Os01g0685200,TraesCS3A02G265000,0
Os01g0685300,,
Os01g0685850,,
Os01g0685900,TraesCS3B02G297900,0
Os01g0685900,TraesCS3A02G264600,0
Os01g0685900,TraesCS3D02G264700,0
Os01g0691300,,
Os01g0691400,TraesCS3B02G294700,0
Os01g0691400,TraesCS3A02G261500,0
Os01g0691500,TraesCS3B02G294600,0
Os01g0691500,TraesCS3A02G261400,0
Os01g0691500,TraesCS3D02G261500,0
Os01g0691600,TraesCS3A02G261300,0
Os01g0691600,TraesCS3D02G261400,0
Os01g0691600,TraesCS3B02G294400,0
Os01g0698200,TraesCS3B02G289800,0
Os01g0698200,TraesCS3A02G256600,0
Os01g0698200,TraesCS5B02G382800,0
Os01g0698200,TraesCS5B02G383000,0
Os01g0698200,TraesCS5D02G389100,0
Os01g0698200,TraesCS3D02G256900,0
Os01g0698300,,
Os01g0705300,TraesCS3D02G253900,0
Os01g0705300,TraesCS3B02G284900,0
Os01g0705300,TraesCS3A02G253000,0
Os01g0705500,,
Os01g0710800,,
Os01g0711000,TraesCS3D02G250900,0
Os01g0711000,TraesCS3B02G280000,0
Os01g0711000,TraesCS3A02G250500,0
Os01g0712500,TraesCS3D02G250000,0
Os01g0712500,TraesCS3A02G250000,0
Os01g0712500,TraesCS3B02G279500,0
Os01g0712500,TraesCS3B02G279200,0
Os01g0712500,TraesCS3A02G249900,0
Os01g0712500,TraesCS3D02G250400,0
Os01g0712501,,
Os01g0715000,,
Os01g0715100,,
Os01g0719100,TraesCS3D02G288700,0
Os01g0719100,TraesCS3A02G288900,0
Os01g0719100,TraesCS3B02G323600,0
Os01g0719200,,
Os01g0729500,TraesCS3D02G282700,0
Os01g0729500,TraesCS3B02G316400,0
Os01g0729500,TraesCS3A02G282700,0
Os01g0729700,,
Os01g0732000,TraesCS3D02G281200,0
Os01g0732000,TraesCS3B02G315000,0
Os01g0732000,TraesCS3A02G281300,0
Os01g0732100,,
Os01g0736300,,
Os01g0736400,TraesCS1B02G233100,0
Os01g0736400,TraesCS1A02G219800,0
Os01g0736400,TraesCS1D02G221300,0
Os01g0737800,TraesCS3A02G278500,0
Os01g0737800,TraesCS3D02G278800,0
Os01g0737800,TraesCS3B02G312700,0
Os01g0737900,TraesCS3D02G278700,0
Os01g0737900,TraesCS3A02G278400,0
Os01g0737900,TraesCS3B02G312600,0
Os01g0742000,TraesCS3D02G276500,0
Os01g0742000,TraesCS3A02G276400,0
Os01g0742000,TraesCS3B02G310400,0
Os01g0742100,,
Os01g0743400,TraesCS3B02G309400,0
Os01g0743400,TraesCS3D02G275600,0
Os01g0743400,TraesCS3A02G275700,0
Os01g0743500,TraesCS3D02G275500,0
Os01g0743500,TraesCS3B02G309300,0
Os01g0743500,TraesCS3A02G275600,0
Os01g0747600,TraesCS3A02G273800,0
Os01g0747600,TraesCS3B02G307500,0
Os01g0747600,TraesCS3D02G273100,0
Os01g0747700,TraesCS3D02G273000,0
Os01g0747700,TraesCS3B02G307400,0
Os01g0747700,TraesCS3A02G273700,0
Os01g0757700,TraesCS5A02G041600,0
Os01g0757700,TraesCS5B02G042900,0
Os01g0757700,TraesCS5D02G048500,0
Os01g0757800,TraesCS3D02G294800,0
Os01g0757800,TraesCS3A02G294700,0
Os01g0757800,TraesCS3B02G329300,0
Os01g0763000,TraesCS3A02G303100,0
Os01g0763000,TraesCS3B02G333200,0
Os01g0763000,TraesCS3D02G298700,0
Os01g0763100,TraesCS3B02G333300,0
Os01g0763100,TraesCS3D02G298800,0
Os01g0763100,TraesCS6A02G369500,1
Os01g0763100,TraesCS6B02G405700,1
Os01g0763100,TraesCS6D02G352900,1
Os01g0763100,TraesCS3A02G303000,0
Os01g0764600,TraesCS3B02G335100,0
Os01g0764600,TraesCS3A02G301500,0
Os01g0764700,TraesCS3D02G300500,0
Os01g0764700,TraesCS3A02G301400,0
Os01g0764700,TraesCS3B02G335200,0
Os01g0773500,,
Os01g0773600,TraesCS3B02G344300,0
Os01g0773600,TraesCS3D02G309300,0
Os01g0773600,TraesCS3A02G322000,0
Os01g0776400,TraesCS3A02G320200,0
Os01g0776400,TraesCS3D02G311000,0
Os01g0776400,TraesCS3B02G345700,0
Os01g0776500,TraesCS5A02G290800,0
Os01g0776500,TraesCS2B02G204000,0
Os01g0783000,,
Os01g0783100,TraesCS3D02G315600,0
Os01g0783100,TraesCS3A02G315900,0
Os01g0783100,TraesCS3B02G351000,0
Os01g0784450,TraesCS3B02G352600,0
Os01g0784500,,
Os01g0785600,TraesCS3A02G324400,0
Os01g0785600,TraesCS3B02G353400,0
Os01g0785700,TraesCS3B02G353500,0
Os01g0785700,TraesCS3B02G361800,0
Os01g0785700,TraesCS3A02G324300,0
Os01g0785700,TraesCS3A02G331600,0
Os01g0785700,TraesCS3D02G325200,0
Os01g0785700,TraesCS3B02G353300,0
Os01g0794500,TraesCS3A02G327200,0
Os01g0794500,TraesCS3B02G356600,0
Os01g0794500,TraesCS3D02G320600,0
Os01g0794650,,
Os01g0795050,,
Os01g0795100,TraesCS1D02G412400,0
Os01g0795100,TraesCS1B02G434200,0
Os01g0795100,TraesCS3A02G000100,1
Os01g0795100,TraesCS3A02G000200,0
Os01g0795100,TraesCS6A02G028800,1
Os01g0795100,TraesCS6D02G033000,1
Os01g0795100,TraesCSU02G001100,0
Os01g0795100,TraesCSU02G039600,0
Os01g0795100,TraesCS3B02G004200,0
Os01g0795100,TraesCS1B02G434100,0
Os01g0795100,TraesCS3B02G004300,1
Os01g0795100,TraesCS1D02G412300,1
Os01g0795100,TraesCS3D02G008600,1
Os01g0795100,TraesCS3B02G004100,0
Os01g0795100,TraesCSU02G208100,1
Os01g0795100,TraesCS3D02G008700,1
Os01g0795100,TraesCSU02G234500,0
Os01g0795100,TraesCS3B02G004600,0
Os01g0795100,TraesCS6B02G041200,1
Os01g0795100,TraesCS1A02G404600,0
Os01g0798800,TraesCS3D02G322200,0
Os01g0798800,TraesCS3B02G358700,0
Os01g0798800,TraesCS3A02G328600,0
Os01g0798900,TraesCS3B02G358800,1
Os01g0799000,TraesCS3B02G358900,0
Os01g0799000,TraesCS3D02G322400,0
Os01g0799100,TraesCS3D02G086600,0
Os01g0799100,TraesCS3B02G101700,0
Os01g0799100,TraesCS3A02G086300,0
Os01g0799100,TraesCS3B02G359000,0
Os01g0801700,TraesCS3D02G324100,0
Os01g0801700,TraesCS3A02G330700,0
Os01g0801700,TraesCS3B02G360700,0
Os01g0801800,,
Os01g0805000,TraesCS3D02G325800,0
Os01g0805000,TraesCS3A02G332300,0
