"Gene_ID","Strand","Chromosome","Gene_Description","Gene_Start","Gene_End","TSS","Distance","PairID"
"Zm00001eb018200",-1,"1","Zm00001e001813",64878136,64881162,64879311,829,"Pair_33"
"Zm00001eb018210",1,"1","Zm00001e001814",64880141,64880539,64880141,NA,"Pair_33"
"Zm00001eb018420",-1,"1","Zm00001e101797",65644617,65646745,65646745,867,"Pair_34"
"Zm00001eb018430",1,"1","Zm00001e001832",65647613,65652422,65647613,NA,"Pair_34"
"Zm00001eb018480",-1,"1","Zm00001e001836",65894857,65896681,65896490,184,"Pair_35"
"Zm00001eb018490",1,"1","Zm00001e001837",65896675,65906968,65896675,NA,"Pair_35"
"Zm00001eb019720",-1,"1","Zm00001e001958",71861792,71866376,71866376,143,"Pair_36"
"Zm00001eb019730",1,"1","Zm00001e001959",71866520,71869573,71866520,NA,"Pair_36"
"Zm00001eb020950",-1,"1","Zm00001e002098",79115933,79117889,79117360,155,"Pair_37"
"Zm00001eb020960",1,"1","Zm00001e002099",79117516,79118199,79117516,NA,"Pair_37"
"Zm00001eb021290",-1,"1","Zm00001e002133",80880988,80884908,80884143,107,"Pair_38"
"Zm00001eb021300",1,"1","Zm00001e002134",80884251,80912890,80884251,NA,"Pair_38"
"Zm00001eb021410",-1,"1","Zm00001e002146",81464751,81467469,81467469,398,"Pair_39"
"Zm00001eb021420",1,"1","Zm00001e002147",81467868,81468894,81467868,NA,"Pair_39"
"Zm00001eb021950",-1,"1","Zm00001e002205",83631051,83633303,83633303,462,"Pair_40"
"Zm00001eb021960",1,"1","Zm00001e102229",83633766,83635661,83633766,NA,"Pair_40"
"Zm00001eb023150",-1,"1","Zm00001e002311",90418811,90419324,90419324,696,"Pair_41"
"Zm00001eb023140",1,"1","Zm00001e002310",90418348,90425579,90420021,NA,"Pair_41"
"Zm00001eb023390",-1,"1","Zm00001e002334",92447240,92448687,92448687,219,"Pair_42"
"Zm00001eb023370",1,"1","Zm00001e102461",92437785,92461538,92448907,NA,"Pair_42"
"Zm00001eb024740",-1,"1","Zm00001e002459",103209851,103210805,103210805,112,"Pair_43"
"Zm00001eb024750",1,"1","Zm00001e002460",103210918,103211570,103210918,NA,"Pair_43"
"Zm00001eb025600",-1,"1","Zm00001e102896",109904757,109906092,109906092,858,"Pair_44"
"Zm00001eb025610",1,"1","Zm00001e002536",109906951,109907672,109906951,NA,"Pair_44"
"Zm00001eb026300",-1,"1","Zm00001e002629",118834678,118886069,118883110,953,"Pair_45"
"Zm00001eb026310",1,"1","Zm00001e103130",118884064,118884763,118884064,NA,"Pair_45"
"Zm00001eb027510",-1,"1","Zm00001e103541",133812468,133812892,133812892,108,"Pair_46"
"Zm00001eb027520",1,"1","Zm00001e103542",133813001,133813504,133813001,NA,"Pair_46"
"Zm00001eb028550",-1,"1","Zm00001e002887",152011515,152014624,152014437,113,"Pair_47"
"Zm00001eb028560",1,"1","Zm00001e002888",152014551,152017970,152014551,NA,"Pair_47"
"Zm00001eb030060",-1,"1","Zm00001e104337",165412011,165412325,165412325,112,"Pair_48"
"Zm00001eb030070",1,"1","Zm00001e104338",165412438,165413667,165412438,NA,"Pair_48"
"Zm00001eb030480",-1,"1","Zm00001e003088",168841842,168843709,168843709,127,"Pair_49"
"Zm00001eb030490",1,"1","Zm00001e003089",168843837,168846849,168843837,NA,"Pair_49"
"Zm00001eb030970",-1,"1","Zm00001e003144",171808518,171820870,171820870,350,"Pair_50"
"Zm00001eb030980",1,"1","Zm00001e003145",171821221,171827556,171821221,NA,"Pair_50"
"Zm00001eb031510",-1,"1","Zm00001e003210",176872245,176880365,176880365,530,"Pair_51"
"Zm00001eb031520",1,"1","Zm00001e003211",176880896,176887157,176880896,NA,"Pair_51"
"Zm00001eb031540",-1,"1","Zm00001e003213",176923388,176924346,176924346,141,"Pair_52"
"Zm00001eb031550",1,"1","Zm00001e104648",176924488,176924997,176924488,NA,"Pair_52"
"Zm00001eb032240",-1,"1","Zm00001e104741",180477696,180484261,180484261,672,"Pair_53"
"Zm00001eb032250",1,"1","Zm00001e104743",180484934,180487496,180484934,NA,"Pair_53"
"Zm00001eb033700",-1,"1","Zm00001e003418",186982758,186987204,186987204,714,"Pair_54"
"Zm00001eb033710",1,"1","Zm00001e003419",186987919,186989655,186987919,NA,"Pair_54"
"Zm00001eb033920",-1,"1","Zm00001e003437",187893614,187895087,187895087,540,"Pair_55"
"Zm00001eb033930",1,"1","Zm00001e003438",187894313,187897983,187895628,NA,"Pair_55"
"Zm00001eb034520",-1,"1","Zm00001e003492",190813517,190820417,190820417,979,"Pair_56"
"Zm00001eb034530",1,"1","Zm00001e105056",190821397,190821687,190821397,NA,"Pair_56"
"Zm00001eb035830",-1,"1","Zm00001e105195",195752677,195753096,195753096,456,"Pair_57"
"Zm00001eb035840",1,"1","Zm00001e003611",195753553,195766310,195753553,NA,"Pair_57"
"Zm00001eb035950",-1,"1","Zm00001e105208",196092197,196098135,196098135,268,"Pair_58"
"Zm00001eb035960",1,"1","Zm00001e003617",196098404,196105850,196098404,NA,"Pair_58"
"Zm00001eb036030",-1,"1","Zm00001e105219",196316902,196319459,196319459,650,"Pair_59"
"Zm00001eb036040",1,"1","Zm00001e003624",196320110,196322973,196320110,NA,"Pair_59"
"Zm00001eb036400",-1,"1","Zm00001e003653",197848128,197848597,197848597,368,"Pair_60"
"Zm00001eb036410",1,"1","Zm00001e105272",197848966,197850731,197848966,NA,"Pair_60"
"Zm00001eb036490",-1,"1","Zm00001e105281",198082181,198086194,198086194,534,"Pair_61"
"Zm00001eb036500",1,"1","Zm00001e105282",198086729,198089499,198086729,NA,"Pair_61"
"Zm00001eb036540",-1,"1","Zm00001e105285",198157509,198168153,198168153,286,"Pair_62"
"Zm00001eb036550",1,"1","Zm00001e003662",198168440,198170773,198168440,NA,"Pair_62"
"Zm00001eb036700",-1,"1","Zm00001e003675",198891678,198910727,198910727,787,"Pair_63"
"Zm00001eb036710",1,"1","Zm00001e003676",198910089,198921330,198911515,NA,"Pair_63"
"Zm00001eb037250",-1,"1","Zm00001e105358",200618376,200619262,200619262,977,"Pair_64"
"Zm00001eb037270",1,"1","Zm00001e003725",200620240,200621004,200620240,NA,"Pair_64"
"Zm00001eb037480",-1,"1","Zm00001e003744",201545728,201547511,201547511,170,"Pair_65"
"Zm00001eb037490",1,"1","Zm00001e003745",201547682,201548503,201547682,NA,"Pair_65"
"Zm00001eb038630",-1,"1","Zm00001e105521",206225178,206225522,206225522,612,"Pair_66"
"Zm00001eb038640",1,"1","Zm00001e003855",206226135,206228668,206226135,NA,"Pair_66"
"Zm00001eb039140",-1,"1","Zm00001e003901",208538856,208539983,208539983,378,"Pair_67"
"Zm00001eb039150",1,"1","Zm00001e003902",208540362,208542295,208540362,NA,"Pair_67"
"Zm00001eb039190",-1,"1","Zm00001e003906",208560916,208562300,208562300,245,"Pair_68"
"Zm00001eb039200",1,"1","Zm00001e003907",208562546,208563946,208562546,NA,"Pair_68"
"Zm00001eb042830",-1,"1","Zm00001e004279",225825430,225830615,225830615,546,"Pair_69"
"Zm00001eb042840",1,"1","Zm00001e004280",225831162,225831554,225831162,NA,"Pair_69"
"Zm00001eb043030",-1,"1","Zm00001e004311",227209387,227211644,227211644,918,"Pair_70"
"Zm00001eb043040",1,"1","Zm00001e004312",227212563,227215765,227212563,NA,"Pair_70"
"Zm00001eb043430",-1,"1","Zm00001e004352",228464366,228470988,228470988,157,"Pair_71"
"Zm00001eb043440",1,"1","Zm00001e004353",228471146,228479401,228471146,NA,"Pair_71"
"Zm00001eb045300",-1,"1","Zm00001e004520",235177855,235202943,235202943,461,"Pair_72"
"Zm00001eb045310",1,"1","Zm00001e004523",235203405,235204640,235203405,NA,"Pair_72"
"Zm00001eb045520",-1,"1","Zm00001e004544",235826239,235836520,235836520,773,"Pair_73"
"Zm00001eb045530",1,"1","Zm00001e004545",235837294,235841071,235837294,NA,"Pair_73"
"Zm00001eb045810",-1,"1","Zm00001e004571",237194012,237227792,237227792,610,"Pair_74"
"Zm00001eb045840",1,"1","Zm00001e106348",237228403,237229905,237228403,NA,"Pair_74"
"Zm00001eb045890",-1,"1","Zm00001e004585",237750932,237763079,237763079,530,"Pair_75"
"Zm00001eb045900",1,"1","Zm00001e106360",237763610,237764477,237763610,NA,"Pair_75"
"Zm00001eb046320",-1,"1","Zm00001e106416",239550080,239550673,239550673,821,"Pair_76"
"Zm00001eb046330",1,"1","Zm00001e106417",239551495,239556536,239551495,NA,"Pair_76"
"Zm00001eb046660",-1,"1","Zm00001e106466",240891842,240893612,240893612,456,"Pair_77"
"Zm00001eb046670",1,"1","Zm00001e004652",240894069,240898656,240894069,NA,"Pair_77"
"Zm00001eb046710",-1,"1","Zm00001e004656",240997731,240998774,240998774,971,"Pair_78"
"Zm00001eb046720",1,"1","Zm00001e106472",240999746,241000093,240999746,NA,"Pair_78"
"Zm00001eb049420",-1,"1","Zm00001e106767",252811890,252813269,252813269,264,"Pair_79"
"Zm00001eb049430",1,"1","Zm00001e004924",252813534,252815027,252813534,NA,"Pair_79"
"Zm00001eb049740",-1,"1","Zm00001e004949",254193057,254194280,254194280,232,"Pair_80"
"Zm00001eb049750",1,"1","Zm00001e004950",254194513,254203011,254194513,NA,"Pair_80"
"Zm00001eb049940",-1,"1","Zm00001e004970",254846020,254850050,254850050,267,"Pair_81"
"Zm00001eb049950",1,"1","Zm00001e004971",254849716,254857457,254850318,NA,"Pair_81"
"Zm00001eb050260",-1,"1","Zm00001e106872",256246762,256247217,256247217,803,"Pair_82"
"Zm00001eb050270",1,"1","Zm00001e004999",256248021,256256268,256248021,NA,"Pair_82"
"Zm00001eb050420",-1,"1","Zm00001e005014",257248102,257252833,257252833,390,"Pair_83"
"Zm00001eb050430",1,"1","Zm00001e005015",257253224,257254168,257253224,NA,"Pair_83"
"Zm00001eb051590",-1,"1","Zm00001e106998",261716330,261719711,261719711,960,"Pair_84"
"Zm00001eb051600",1,"1","Zm00001e005127",261720672,261729046,261720672,NA,"Pair_84"
"Zm00001eb051710",-1,"1","Zm00001e005132",262075810,262078070,262078070,904,"Pair_85"
"Zm00001eb051720",1,"1","Zm00001e107016",262078975,262082339,262078975,NA,"Pair_85"
"Zm00001eb054200",-1,"1","Zm00001e005379",271328820,271333319,271333319,130,"Pair_86"
"Zm00001eb054210",1,"1","Zm00001e005381",271333450,271341449,271333450,NA,"Pair_86"
"Zm00001eb054740",-1,"1","Zm00001e107324",273764181,273764630,273764630,118,"Pair_87"
"Zm00001eb054750",1,"1","Zm00001e107325",273764749,273769647,273764749,NA,"Pair_87"
"Zm00001eb055430",-1,"1","Zm00001e005497",275817551,275821455,275821455,511,"Pair_88"
"Zm00001eb055440",1,"1","Zm00001e107379",275821967,275823259,275821967,NA,"Pair_88"
"Zm00001eb055670",-1,"1","Zm00001e005519",276955319,276955655,276955655,558,"Pair_89"
"Zm00001eb055680",1,"1","Zm00001e107416",276956214,276957918,276956214,NA,"Pair_89"
"Zm00001eb058520",-1,"1","Zm00001e005790",287337257,287340477,287340477,763,"Pair_90"
"Zm00001eb058530",1,"1","Zm00001e107708",287341241,287342794,287341241,NA,"Pair_90"
"Zm00001eb059190",-1,"1","Zm00001e107770",289709341,289711710,289711710,159,"Pair_91"
"Zm00001eb059210",1,"1","Zm00001e005851",289711870,289715776,289711870,NA,"Pair_91"
"Zm00001eb059250",-1,"1","Zm00001e005855",289926154,289927107,289927107,135,"Pair_92"
"Zm00001eb059260",1,"1","Zm00001e005856",289927243,289928381,289927243,NA,"Pair_92"
"Zm00001eb059320",-1,"1","Zm00001e107779",289995380,290003805,290003805,315,"Pair_93"
"Zm00001eb059330",1,"1","Zm00001e107780",290004121,290005068,290004121,NA,"Pair_93"
"Zm00001eb059900",-1,"1","Zm00001e005907",292000979,292010909,292010670,140,"Pair_94"
"Zm00001eb059910",1,"1","Zm00001e005908",292010396,292021529,292010811,NA,"Pair_94"
"Zm00001eb060660",-1,"1","Zm00001e005979",294512467,294524285,294524285,177,"Pair_95"
"Zm00001eb060670",1,"1","Zm00001e005982",294524463,294528669,294524463,NA,"Pair_95"
"Zm00001eb060980",-1,"1","Zm00001e006009",295423285,295426271,295426271,291,"Pair_96"
"Zm00001eb060990",1,"1","Zm00001e006010",295426563,295444876,295426563,NA,"Pair_96"
"Zm00001eb061500",-1,"1","Zm00001e006066",297151766,297156667,297156667,222,"Pair_97"
"Zm00001eb061510",1,"1","Zm00001e006067",297156890,297159939,297156890,NA,"Pair_97"
"Zm00001eb061520",-1,"1","Zm00001e006068",297160617,297171858,297171858,104,"Pair_98"
"Zm00001eb061530",1,"1","Zm00001e006070",297171963,297175422,297171963,NA,"Pair_98"
"Zm00001eb062540",-1,"1","Zm00001e006181",300170647,300171523,300171523,927,"Pair_99"
"Zm00001eb062550",1,"1","Zm00001e006182",300172451,300183091,300172451,NA,"Pair_99"
"Zm00001eb063090",-1,"1","Zm00001e108116",301654407,301656734,301656734,242,"Pair_100"
"Zm00001eb063100",1,"1","Zm00001e006223",301656977,301665674,301656977,NA,"Pair_100"
"Zm00001eb063600",-1,"1","Zm00001e006271",302752203,302758316,302758316,695,"Pair_101"
"Zm00001eb063610",1,"1","Zm00001e006272",302759012,302760205,302759012,NA,"Pair_101"
"Zm00001eb064000",-1,"1","Zm00001e006309",303830295,303832956,303832956,638,"Pair_102"
"Zm00001eb064010",1,"1","Zm00001e006310",303833595,303838884,303833595,NA,"Pair_102"
"Zm00001eb064200",-1,"1","Zm00001e006334",304314606,304319496,304319496,102,"Pair_103"
"Zm00001eb064210",1,"1","Zm00001e006335",304319599,304325134,304319599,NA,"Pair_103"
"Zm00001eb064580",-1,"1","Zm00001e006373",305358786,305363910,305363910,589,"Pair_104"
"Zm00001eb064590",1,"1","Zm00001e006374",305364500,305369048,305364500,NA,"Pair_104"
"Zm00001eb064740",-1,"1","Zm00001e006393",305959788,305960884,305960884,134,"Pair_105"
"Zm00001eb064750",1,"1","Zm00001e006394",305961019,305963708,305961019,NA,"Pair_105"
"Zm00001eb065130",-1,"1","Zm00001e006436",307020393,307024475,307024475,389,"Pair_106"
"Zm00001eb065150",1,"1","Zm00001e108255",307024865,307026821,307024865,NA,"Pair_106"
"Zm00001eb404800",-1,"10","Zm00001e039164",578243,580336,580336,322,"Pair_107"
"Zm00001eb404810",1,"10","Zm00001e039165",580659,581005,580659,NA,"Pair_107"
"Zm00001eb404880",-1,"10","Zm00001e039173",787207,790682,790682,876,"Pair_108"
"Zm00001eb404890",1,"10","Zm00001e039174",791559,792329,791559,NA,"Pair_108"
"Zm00001eb405190",-1,"10","Zm00001e039205",1458362,1464707,1464707,667,"Pair_109"
"Zm00001eb405200",1,"10","Zm00001e039206",1465375,1467097,1465375,NA,"Pair_109"
"Zm00001eb406120",-1,"10","Zm00001e154651",3786179,3787727,3787727,980,"Pair_110"
"Zm00001eb406140",1,"10","Zm00001e039318",3788708,3789770,3788708,NA,"Pair_110"
"Zm00001eb406960",-1,"10","Zm00001e039394",5672097,5676861,5675643,739,"Pair_111"
"Zm00001eb406970",1,"10","Zm00001e154723",5676383,5676794,5676383,NA,"Pair_111"
"Zm00001eb408030",-1,"10","Zm00001e154848",10094246,10097767,10097767,281,"Pair_112"
"Zm00001eb408050",1,"10","Zm00001e039489",10098049,10101108,10098049,NA,"Pair_112"
"Zm00001eb409210",-1,"10","Zm00001e155010",16333336,16341945,16341945,747,"Pair_113"
"Zm00001eb409220",1,"10","Zm00001e039588",16342693,16457991,16342693,NA,"Pair_113"
"Zm00001eb409300",-1,"10","Zm00001e155025",16896223,16904624,16904624,786,"Pair_114"
"Zm00001eb409310",1,"10","Zm00001e155026",16905411,16910884,16905411,NA,"Pair_114"
"Zm00001eb409690",-1,"10","Zm00001e039637",19269570,19271539,19271539,937,"Pair_115"
"Zm00001eb409700",1,"10","Zm00001e039638",19272477,19274189,19272477,NA,"Pair_115"
"Zm00001eb410550",-1,"10","Zm00001e039719",25903623,25906939,25906939,775,"Pair_116"
"Zm00001eb410560",1,"10","Zm00001e039720",25906056,25916372,25907715,NA,"Pair_116"
"Zm00001eb411010",-1,"10","Zm00001e155327",30074419,30075410,30075410,918,"Pair_117"
"Zm00001eb411020",1,"10","Zm00001e039763",30076329,30079924,30076329,NA,"Pair_117"
"Zm00001eb413210",-1,"10","Zm00001e039955",59998709,59999938,59999938,820,"Pair_118"
"Zm00001eb413220",1,"10","Zm00001e039956",60000759,60002224,60000759,NA,"Pair_118"
"Zm00001eb413750",-1,"10","Zm00001e156232",64761087,64761438,64761438,465,"Pair_119"
"Zm00001eb413770",1,"10","Zm00001e040015",64761904,64762913,64761904,NA,"Pair_119"
"Zm00001eb414420",-1,"10","Zm00001e040083",70340254,70343339,70343339,770,"Pair_120"
"Zm00001eb414430",1,"10","Zm00001e156369",70344110,70344739,70344110,NA,"Pair_120"
"Zm00001eb414700",-1,"10","Zm00001e040107",72066602,72070406,72069289,483,"Pair_121"
"Zm00001eb414710",1,"10","Zm00001e156414",72069773,72070337,72069773,NA,"Pair_121"
"Zm00001eb415230",-1,"10","Zm00001e040161",76019977,76020832,76020832,424,"Pair_122"
"Zm00001eb415240",1,"10","Zm00001e040162",76021257,76022970,76021257,NA,"Pair_122"
"Zm00001eb418010",-1,"10","Zm00001e040418",91760260,91765346,91765346,521,"Pair_123"
"Zm00001eb418020",1,"10","Zm00001e040419",91765868,91773582,91765868,NA,"Pair_123"
"Zm00001eb418540",-1,"10","Zm00001e157067",95204296,95204963,95204963,167,"Pair_124"
"Zm00001eb418550",1,"10","Zm00001e157068",95205131,95206623,95205131,NA,"Pair_124"
"Zm00001eb420780",-1,"10","Zm00001e040720",110004020,110004340,110004340,343,"Pair_125"
"Zm00001eb420790",1,"10","Zm00001e157434",110004684,110011171,110004684,NA,"Pair_125"
"Zm00001eb420840",-1,"10","Zm00001e157441",110154477,110155819,110155819,466,"Pair_126"
"Zm00001eb420850",1,"10","Zm00001e040723",110156286,110158162,110156286,NA,"Pair_126"
"Zm00001eb420960",-1,"10","Zm00001e157454",110883576,110886373,110886373,126,"Pair_127"
"Zm00001eb420970",1,"10","Zm00001e157455",110886500,110889138,110886500,NA,"Pair_127"
"Zm00001eb422030",-1,"10","Zm00001e040842",117256346,117257215,117257215,132,"Pair_128"
"Zm00001eb422040",1,"10","Zm00001e040843",117257348,117258067,117257348,NA,"Pair_128"
"Zm00001eb422680",-1,"10","Zm00001e040895",120169534,120173709,120173709,152,"Pair_129"
"Zm00001eb422690",1,"10","Zm00001e040896",120173862,120176087,120173862,NA,"Pair_129"
"Zm00001eb424200",-1,"10","Zm00001e157886",125269250,125282541,125282541,103,"Pair_130"
"Zm00001eb424210",1,"10","Zm00001e157887",125282645,125283269,125282645,NA,"Pair_130"
"Zm00001eb425320",-1,"10","Zm00001e041112",129191574,129196143,129196143,474,"Pair_131"
"Zm00001eb425330",1,"10","Zm00001e158002",129196618,129210142,129196618,NA,"Pair_131"
"Zm00001eb425910",-1,"10","Zm00001e158053",130905768,130906442,130906442,914,"Pair_132"
"Zm00001eb425920",1,"10","Zm00001e041164",130907357,130909802,130907357,NA,"Pair_132"
"Zm00001eb426430",-1,"10","Zm00001e158100",132796826,132797110,132797110,184,"Pair_133"
"Zm00001eb426440",1,"10","Zm00001e158101",132797295,132800458,132797295,NA,"Pair_133"
"Zm00001eb426540",-1,"10","Zm00001e041227",132867003,132883409,132883409,388,"Pair_134"
"Zm00001eb426570",1,"10","Zm00001e158106",132883798,132884399,132883798,NA,"Pair_134"
"Zm00001eb426990",-1,"10","Zm00001e041273",134567737,134571146,134571146,718,"Pair_135"
"Zm00001eb427000",1,"10","Zm00001e041274",134571865,134591745,134571865,NA,"Pair_135"
"Zm00001eb427070",-1,"10","Zm00001e041283",134769492,134773329,134773329,192,"Pair_136"
"Zm00001eb427080",1,"10","Zm00001e041284",134773522,134777832,134773522,NA,"Pair_136"
"Zm00001eb427350",-1,"10","Zm00001e158156",135252209,135261942,135261942,315,"Pair_137"
"Zm00001eb427360",1,"10","Zm00001e158157",135262258,135262899,135262258,NA,"Pair_137"
"Zm00001eb427690",-1,"10","Zm00001e158197",136368521,136369285,136369285,661,"Pair_138"
"Zm00001eb427700",1,"10","Zm00001e158198",136369947,136371462,136369947,NA,"Pair_138"
"Zm00001eb428050",-1,"10","Zm00001e158238",137435491,137453620,137453620,798,"Pair_139"
"Zm00001eb428060",1,"10","Zm00001e041378",137454419,137455666,137454419,NA,"Pair_139"
"Zm00001eb428140",-1,"10","Zm00001e158246",137633813,137634454,137634454,174,"Pair_140"
"Zm00001eb428150",1,"10","Zm00001e158247",137634629,137638034,137634629,NA,"Pair_140"
"Zm00001eb428260",-1,"10","Zm00001e158260",137927841,137930010,137930010,117,"Pair_141"
"Zm00001eb428270",1,"10","Zm00001e158261",137930128,137931465,137930128,NA,"Pair_141"
"Zm00001eb428330",-1,"10","Zm00001e041398",138102798,138110420,138110420,231,"Pair_142"
"Zm00001eb428340",1,"10","Zm00001e041399",138110652,138112797,138110652,NA,"Pair_142"
"Zm00001eb428840",-1,"10","Zm00001e041446",139829662,139836323,139834577,464,"Pair_143"
"Zm00001eb428850",1,"10","Zm00001e041447",139835042,139835815,139835042,NA,"Pair_143"
"Zm00001eb429970",-1,"10","Zm00001e158402",142321005,142321238,142321238,349,"Pair_144"
"Zm00001eb429980",1,"10","Zm00001e158403",142321588,142322027,142321588,NA,"Pair_144"
"Zm00001eb430200",-1,"10","Zm00001e158434",142921370,142929502,142929502,112,"Pair_145"
