"Gene_ID","Strand","Chromosome","Gene_Description","Gene_Start","Gene_End","TSS","Distance","PairID"
"Os01g0116400",-1,"1","Protein kinase, core domain containing protein",921078,923630,923630,820,"Pair_13"
"Os01g0116900",1,"1","Protein kinase, catalytic domain domain containing protein",924451,956639,924451,NA,"Pair_13"
"Os01g0117600",-1,"1","Protein kinase, catalytic domain domain containing protein",994712,997262,997262,655,"Pair_14"
"Os01g0117700",1,"1","Similar to LRK14",997918,1000997,997918,NA,"Pair_14"
"Os01g0125700",-1,"1","Conserved hypothetical protein",1410987,1413093,1413093,745,"Pair_15"
"Os01g0125800",1,"1","Actin-interacting, WD40-repeat protein, Actin turnove",1413839,1418982,1413839,NA,"Pair_15"
"Os01g0127300",-1,"1","SufBD family protein",1504037,1508057,1508057,155,"Pair_16"
"Os01g0127400",1,"1","Protein of unknown function DUF3326 domain containing protein",1508213,1510771,1508213,NA,"Pair_16"
"Os01g0128700",-1,"1","Conserved hypothetical protein",1597486,1598510,1598510,484,"Pair_17"
"Os01g0128800",1,"1","Similar to plant synaptotagmin",1598995,1605729,1598995,NA,"Pair_17"
"Os01g0131250",-1,"1","Hypothetical gene",1733867,1738307,1738307,560,"Pair_18"
"Os01g0131300",1,"1","Conserved hypothetical protein",1738868,1739820,1738868,NA,"Pair_18"
"Os01g0138100",-1,"1","Conserved hypothetical protein",2046146,2053048,2053048,534,"Pair_19"
"Os01g0138400",1,"1","Serine/threonine protein kinase domain containing protein",2053583,2057636,2053583,NA,"Pair_19"
"Os01g0142100",-1,"1","Peptidase M50 family protein",2266281,2271051,2271051,111,"Pair_20"
"Os01g0142200",1,"1","Kinase binding protein CGI-121 domain containing protein",2271163,2273724,2271163,NA,"Pair_20"
"Os01g0144100",-1,"1","Similar to Thylakoid lumenal 15 kDa protein, chloroplast precursor (p15)",2383611,2385593,2385593,779,"Pair_21"
"Os01g0144200",1,"1","Vacuolar import and degradation protein Vid24 domain containing protein",2386373,2388597,2386373,NA,"Pair_21"
"Os01g0144500",-1,"1","Ubiquitin fusion degradation protein UFD1 domain containing protein",2400945,2402336,2402336,939,"Pair_22"
"Os01g0144600",1,"1","Conserved hypothetical protein",2403276,2405947,2403276,NA,"Pair_22"
"Os01g0149350",-1,"1","NB-ARC domain containing protein",2669251,2674068,2674068,345,"Pair_23"
"Os01g0149400",1,"1","Hypothetical protein",2674414,2674683,2674414,NA,"Pair_23"
"Os01g0149500",-1,"1","NBS-LRR domain-containing protein, Rice blast disease resistanc",2681220,2686364,2686364,364,"Pair_24"
"Os01g0149600",1,"1","Histon H2",2686729,2687456,2686729,NA,"Pair_24"
"Os01g0152950",-1,"1","Cyclin-like F-box domain containing protein",2847554,2848849,2848849,310,"Pair_25"
"Os01g0152951",1,"1","Hypothetical conserved gene",2849160,2851689,2849160,NA,"Pair_25"
"Os01g0153100",-1,"1","Similar to Histone H2B-3 (Fragment)",2857382,2858128,2858128,969,"Pair_26"
"Os01g0153150",1,"1","Hypothetical conserved gene",2859098,2864539,2859098,NA,"Pair_26"
"Os01g0157500",-1,"1","Protein of unknown function DUF1110 domain containing protein",3036690,3037397,3037397,291,"Pair_27"
"Os01g0157600",1,"1","Conserved hypothetical protein",3037689,3038708,3037689,NA,"Pair_27"
"Os01g0157800",-1,"1","Heat shock protein DnaJ, N-terminal domain containing protein",3041480,3044346,3044346,141,"Pair_28"
"Os01g0157900",1,"1","Protein of unknown function Cys-rich family protein",3044488,3047128,3044488,NA,"Pair_28"
"Os01g0164600",-1,"1","Protein phosphatase 2C-related domain containing protein",3332952,3336035,3336035,214,"Pair_29"
"Os01g0164700",1,"1","Uncharacterised protein family UPF0363 domain containing protein",3336250,3343220,3336250,NA,"Pair_29"
"Os01g0182400",-1,"1","Conserved hypothetical protein",4322736,4326342,4326342,332,"Pair_30"
"Os01g0182500",1,"1","Hypothetical conserved gene",4326675,4328688,4326675,NA,"Pair_30"
"Os01g0184800",-1,"1","Thioredoxin fold domain containing protein",4494615,4497597,4497597,121,"Pair_31"
"Os01g0184900",1,"1","Similar to SSRP1 protein",4497719,4504384,4497719,NA,"Pair_31"
"Os01g0191400",-1,"1","Hypothetical protein",4887954,4891334,4891334,183,"Pair_32"
"Os01g0191500",1,"1","Similar to Mitochondrial processing peptidase",4891518,4896876,4891518,NA,"Pair_32"
"Os01g0192500",-1,"1","Similar to H0525G02.3 protein",4979098,4980028,4980028,641,"Pair_33"
"Os01g0192550",1,"1","Conserved hypothetical protein",4980670,4981942,4980670,NA,"Pair_33"
"Os01g0200400",-1,"1","Thioredoxin domain 2 containing protein",5435443,5442646,5442646,219,"Pair_34"
"Os01g0200500",1,"1","MPPN family protein",5442866,5446246,5442866,NA,"Pair_34"
"Os01g0209150",-1,"1","Hypothetical gene",5920696,5921382,5921382,376,"Pair_35"
"Os01g0209200",1,"1","Similar to 14-3-3 protein 7",5921759,5934109,5921759,NA,"Pair_35"
"Os01g0223800",-1,"1","Hypothetical conserved gene",6781919,6786415,6786415,678,"Pair_36"
"Os01g0223900",1,"1","Serine/threonine protein kinase-related domain containing protein",6787094,6789730,6787094,NA,"Pair_36"
"Os01g0224200",-1,"1","Hypothetical conserved gene",6830317,6832770,6832770,287,"Pair_37"
"Os01g0224300",1,"1","CHCH domain containing protein",6833058,6835244,6833058,NA,"Pair_37"
"Os01g0229100",-1,"1","Similar to Eukaryotic translation initiation factor 3 subunit 6-interacting protein",7125406,7128899,7128899,336,"Pair_38"
"Os01g0229200",1,"1","VHS domain containing protein",7129236,7137327,7129236,NA,"Pair_38"
"Os01g0238800",-1,"1","Hypothetical conserved gene",7677180,7678862,7678862,146,"Pair_39"
"Os01g0238900",1,"1","Similar to Protein SOF1",7679009,7685849,7679009,NA,"Pair_39"
"Os01g0262600",-1,"1","Glycosyltransferase, Pollen wall formatio",8885632,8892462,8892462,135,"Pair_40"
"Os01g0262700",1,"1","Similar to predicted protein",8892598,8900134,8892598,NA,"Pair_40"
"Os01g0263400",-1,"1","Pentatricopeptide repeat domain containing protein",8921590,8924862,8924862,209,"Pair_41"
"Os01g0263500",1,"1","Similar to predicted protein",8925072,8929646,8925072,NA,"Pair_41"
"Os01g0276500",-1,"1","Similar to Histidine biosynthesis bifunctional protein hisIE, chloroplast precursor [Includes: Phosphoribosyl-AMP cyclohydrolase (EC 3.5.4.19) (PRA-CH); Phosphoribosyl-ATP pyrophosphatase (EC 3.6.1.31) (PRA-PH)]",9684848,9689506,9689506,841,"Pair_42"
"Os01g0276600",1,"1","Zinc finger, RING/FYVE/PHD-type domain containing protein",9690348,9692094,9690348,NA,"Pair_42"
"Os01g0278975",-1,"1","Hypothetical protein",9863798,9866492,9866492,237,"Pair_43"
"Os01g0279000",1,"1","Zinc finger, DHHC-type domain containing protein",9866730,9870864,9866730,NA,"Pair_43"
"Os01g0281100",-1,"1","Conserved hypothetical protein",10008075,10011595,10011595,568,"Pair_44"
"Os01g0281250",1,"1","Hypothetical protein",10012164,10014100,10012164,NA,"Pair_44"
"Os01g0283000",-1,"1","Conserved hypothetical protein",10113431,10119022,10119022,219,"Pair_45"
"Os01g0283100",1,"1","Similar to Ferripyochelin-binding protein-like",10119242,10123678,10119242,NA,"Pair_45"
"Os01g0290700",-1,"1","Similar to CjMDR1",10515442,10516270,10516270,201,"Pair_46"
"Os01g0290800",1,"1","Hypothetical protein",10516472,10518597,10516472,NA,"Pair_46"
"Os01g0296000",-1,"1","Protein kinase, core domain containing protein",10819457,10822413,10822413,173,"Pair_47"
"Os01g0296100",1,"1","Similar to Shaggy-related protein kinase alpha (EC 2.7.1.-) (ASK-alpha)",10822587,10827151,10822587,NA,"Pair_47"
"Os01g0328400",-1,"1","Ubiquitin",12645608,12646401,12646401,184,"Pair_48"
"Os01g0328500",1,"1","Bucentaur or craniofacial development family protein",12646586,12650012,12646586,NA,"Pair_48"
"Os01g0357150",-1,"1","Hypothetical protein",14447341,14453462,14453462,227,"Pair_49"
"Os01g0357200",1,"1","Sterol-binding domain containing protein",14453690,14454549,14453690,NA,"Pair_49"
"Os01g0358300",-1,"1","Tetratricopeptide-like helical domain containing protein",14506676,14513133,14513133,198,"Pair_50"
"Os01g0358400",1,"1","Similar to 40S ribosomal protein S4",14513332,14515250,14513332,NA,"Pair_50"
"Os01g0386500",-1,"1","Conserved hypothetical protein",16224955,16226730,16226730,842,"Pair_51"
"Os01g0386600",1,"1","TGF-beta receptor, type I/II extracellular region family protein",16227573,16227890,16227573,NA,"Pair_51"
"Os01g0390300",-1,"1","Nucleic acid-binding, OB-fold domain containing protein",16468660,16479809,16479809,588,"Pair_52"
"Os01g0390400",1,"1","Similar to Met-10+ like family protein",16480398,16494334,16480398,NA,"Pair_52"
"Os01g0393300",-1,"1","Similar to H0306B06.1 protein",16730058,16731058,16731058,920,"Pair_53"
"Os01g0393400",1,"1","Similar to MDR-like ABC transporter",16731979,16733411,16731979,NA,"Pair_53"
"Os01g0495701",-1,"1","Hypothetical conserved gene",16980463,16981993,16981993,706,"Pair_54"
"Os01g0444100",1,"1","Conserved hypothetical protein",16982700,16982963,16982700,NA,"Pair_54"
"Os01g0514000",-1,"1","Similar to 50S ribosomal protein L24e",18158654,18163519,18163519,230,"Pair_55"
"Os01g0514300",1,"1","Armadillo-type fold domain containing protein",18163750,18173557,18163750,NA,"Pair_55"
"Os01g0527900",-1,"1","Hypothetical conserved gene",18972507,18977135,18977135,288,"Pair_56"
"Os01g0528000",1,"1","Transcription factor IIIC, subunit 5 domain containing protein",18977424,18978319,18977424,NA,"Pair_56"
"Os01g0539900",-1,"1","Conserved hypothetical protein",19845620,19848402,19848402,921,"Pair_57"
"Os01g0540000",1,"1","Similar to T22C5.14",19849324,19850690,19849324,NA,"Pair_57"
"Os01g0546500",-1,"1","Pentatricopeptide repeat domain containing protein",20312947,20314161,20314161,154,"Pair_58"
"Os01g0546700",1,"1","Hypothetical conserved gene",20314316,20316106,20314316,NA,"Pair_58"
"Os01g0549200",-1,"1","Hypothetical conserved gene",20489205,20501757,20501757,542,"Pair_59"
"Os01g0549250",1,"1","Conserved hypothetical protein",20502300,20502721,20502300,NA,"Pair_59"
"Os01g0549300",-1,"1","Homeodomain-like domain containing protein",20518681,20521502,20521502,944,"Pair_60"
"Os01g0549400",1,"1","Similar to RNA helicase-like protein DB10",20522447,20528163,20522447,NA,"Pair_60"
"Os01g0552000",-1,"1","Hypothetical conserved gene",20722370,20727207,20727207,301,"Pair_61"
"Os01g0552050",1,"1","Hypothetical protein",20727509,20730085,20727509,NA,"Pair_61"
"Os01g0565800",-1,"1","Protein of unknown function DUF538 family protein",21628898,21630661,21630661,520,"Pair_62"
"Os01g0565900",1,"1","Similar to Protein transport protein Sec61 beta subunit",21631182,21633086,21631182,NA,"Pair_62"
"Os01g0580000",-1,"1","Esterase/lipase/thioesterase domain containing protein",22446210,22449819,22449819,678,"Pair_63"
"Os01g0580100",1,"1","Alg9-like mannosyltransferase family protein",22450498,22456233,22450498,NA,"Pair_63"
"Os01g0585300",-1,"1","Protein of unknown function DUF1118 family protein",22754546,22755398,22755398,585,"Pair_64"
"Os01g0585400",1,"1","Similar to DDB1A (DAMAGED DNA BINDING PROTEIN 1A); DNA binding / protein binding",22755984,22757293,22755984,NA,"Pair_64"
"Os01g0589000",-1,"1","Nucleic acid-binding, OB-fold domain containing protein",22980027,22983152,22983152,239,"Pair_65"
"Os01g0589100",1,"1","Conserved hypothetical protein",22983392,22985787,22983392,NA,"Pair_65"
"Os01g0595725",-1,"1","Hypothetical protein",23347762,23353061,23353061,475,"Pair_66"
"Os01g0595800",1,"1","FBD domain containing protein",23353537,23353963,23353537,NA,"Pair_66"
"Os01g0614900",-1,"1","NAD(P)-binding domain containing protein",24380637,24386666,24386666,357,"Pair_67"
"Os01g0615000",1,"1","Hypothetical protein",24387024,24387834,24387024,NA,"Pair_67"
"Os01g0615200",-1,"1","Transferase family protein",24395081,24396820,24396820,961,"Pair_68"
"Os01g0615400",1,"1","Hypothetical protein",24397782,24400564,24397782,NA,"Pair_68"
"Os01g0628950",-1,"1","Hypothetical protein",25119789,25121788,25121788,719,"Pair_69"
"Os01g0629000",1,"1","Hypothetical conserved gene",25122508,25127466,25122508,NA,"Pair_69"
"Os01g0629900",-1,"1","Similar to Blast and wounding induced mitogen-activated protein kinase",25152108,25158338,25153267,631,"Pair_70"
"Os01g0630000",1,"1","Hypothetical protein",25153899,25156698,25153899,NA,"Pair_70"
"Os01g0643800",-1,"1","Similar to Mitogen-activated protein kinase",25917636,25922976,25922976,477,"Pair_71"
"Os01g0643900",1,"1","Oleosin family protein",25923454,25924149,25923454,NA,"Pair_71"
"Os01g0647850",-1,"1","Hypothetical conserved gene",26115235,26119289,26119289,590,"Pair_72"
"Os01g0648225",1,"1","Hypothetical protein",26119880,26125883,26119880,NA,"Pair_72"
"Os01g0666101",-1,"1","Similar to predicted protein",27236103,27236288,27236288,230,"Pair_73"
"Os01g0666200",1,"1","High mobility group, HMG1/HMG2 domain containing protein",27236519,27239874,27236519,NA,"Pair_73"
"Os01g0666500",-1,"1","Similar to cytochrome B561-related",27243443,27246045,27246045,233,"Pair_74"
"Os01g0666600",1,"1","Conserved hypothetical protein",27246279,27247948,27246279,NA,"Pair_74"
"Os01g0667700",-1,"1","Zinc finger, RING/FYVE/PHD-type domain containing protein",27303264,27312300,27312300,696,"Pair_75"
"Os01g0667750",1,"1","Hypothetical gene",27312997,27314433,27312997,NA,"Pair_75"
"Os01g0680500",-1,"1","Hypothetical protein",28012378,28014462,28014462,266,"Pair_76"
"Os01g0680650",1,"1","Hypothetical conserved gene",28014729,28015022,28014729,NA,"Pair_76"
"Os01g0685200",-1,"1","Similar to anti-silencing protein 1",28242906,28246259,28246259,347,"Pair_77"
"Os01g0685300",1,"1","Conserved hypothetical protein",28246607,28248021,28246607,NA,"Pair_77"
"Os01g0685850",-1,"1","Hypothetical protein",28277798,28281870,28281870,942,"Pair_78"
"Os01g0685900",1,"1","Similar to 65kD microtubule associated protein",28282813,28287091,28282813,NA,"Pair_78"
"Os01g0691300",-1,"1","Plant lipid transfer protein and hydrophobic protein, helical domain containing protein",28538881,28539369,28539369,585,"Pair_79"
"Os01g0691400",1,"1","Similar to seed maturation protein",28539955,28541359,28539955,NA,"Pair_79"
"Os01g0691500",-1,"1","Cytidylyltransferase domain containing protein",28541558,28545424,28545424,160,"Pair_80"
"Os01g0691600",1,"1","Similar to DNA repair helicase XPB2 (EC 3.6.1.-) (XPB homolog 2) (ERCC3 homolog 2) (RAD25 homolog 2) (AtXPB2)",28545585,28553746,28545585,NA,"Pair_80"
"Os01g0698200",-1,"1","Similar to strictosidine synthase 1",28891193,28892278,28892278,615,"Pair_81"
"Os01g0698300",1,"1","Zinc finger, BED-type predicted domain containing protein",28892894,28897236,28892894,NA,"Pair_81"
"Os01g0705300",-1,"1","Similar to PDE225/PTAC7",29240068,29246825,29246825,196,"Pair_82"
"Os01g0705500",1,"1","Similar to fiber protein Fb11",29247022,29250112,29247022,NA,"Pair_82"
"Os01g0710800",-1,"1","Conserved hypothetical protein",29534257,29536164,29536164,561,"Pair_83"
"Os01g0711000",1,"1","Similar to Vacuolar ATP synthase subunit B isoform 2 (EC 3.6.3.14) (V-ATPase B subunit 2) (Vacuolar proton pump B subunit 2)",29536726,29542409,29536726,NA,"Pair_83"
"Os01g0712500",-1,"1","Conserved hypothetical protein",29597417,29598085,29598085,867,"Pair_84"
"Os01g0712501",1,"1","Hypothetical gene",29598953,29601167,29598953,NA,"Pair_84"
"Os01g0715000",-1,"1","Conserved hypothetical protein",29736321,29739447,29739447,675,"Pair_85"
"Os01g0715100",1,"1","Conserved hypothetical protein",29740123,29742527,29740123,NA,"Pair_85"
"Os01g0719100",-1,"1","Similar to RING finger and CHY zinc finger domain-containing protein 1",29965312,29970765,29970765,823,"Pair_86"
"Os01g0719200",1,"1","Conserved hypothetical protein",29971589,29972035,29971589,NA,"Pair_86"
"Os01g0729500",-1,"1","Conserved hypothetical protein",30412907,30413574,30413574,269,"Pair_87"
"Os01g0729700",1,"1","Hypothetical protein",30413844,30415316,30413844,NA,"Pair_87"
"Os01g0732000",-1,"1","Similar to Mitochondrial import receptor subunit TOM7-1 (Translocase of outer membrane 7 kDa subunit 1)",30533116,30533592,30533592,225,"Pair_88"
"Os01g0732100",1,"1","Conserved hypothetical protein",30533818,30536908,30533818,NA,"Pair_88"
"Os01g0736300",-1,"1","Similar to anthocyanidin 5,3-O-glucosyltransferase",30712173,30713844,30713844,167,"Pair_89"
"Os01g0736400",1,"1","Similar to 8-amino-7-oxononanoate synthase",30712401,30717687,30714012,NA,"Pair_89"
"Os01g0737800",-1,"1","Similar to Farnesyltransferase beta subunit",30775140,30779239,30779239,153,"Pair_90"
"Os01g0737900",1,"1","Pentatricopeptide repeat domain containing protein",30779393,30782726,30779393,NA,"Pair_90"
"Os01g0742000",-1,"1","tRNA/rRNA methyltransferase, SpoU domain containing protein",30984522,30985146,30985146,227,"Pair_91"
"Os01g0742100",1,"1","Hypothetical protein",30985374,30986791,30985374,NA,"Pair_91"
"Os01g0743400",-1,"1","Similar to Tryptophanyl-tRNA synthetase (Fragment)",31070183,31076275,31076275,295,"Pair_92"
"Os01g0743500",1,"1","Cytosolic NADP malic enzyme",31076571,31081251,31076571,NA,"Pair_92"
"Os01g0747600",-1,"1","Pentatricopeptide repeat domain containing protein",31286703,31288034,31288034,140,"Pair_93"
"Os01g0747700",1,"1","RNA-binding S4 domain containing protein",31288175,31292795,31288175,NA,"Pair_93"
"Os01g0757700",-1,"1","Similar to EMB1417",31826639,31830179,31830179,123,"Pair_94"
"Os01g0757800",1,"1","DNA polymerase eta domain containing protein",31830303,31836694,31830303,NA,"Pair_94"
"Os01g0763000",-1,"1","Protein of unknown function DUF2039 domain containing protein",32091719,32094141,32094141,165,"Pair_95"
"Os01g0763100",1,"1","Hypothetical conserved gene",32094307,32098510,32094307,NA,"Pair_95"
"Os01g0764600",-1,"1","Hypothetical conserved gene",32185411,32189756,32189756,175,"Pair_96"
"Os01g0764700",1,"1","Resolvase, holliday junction-type, YqgF-like domain containing protein",32189932,32193266,32189932,NA,"Pair_96"
"Os01g0773500",-1,"1","Conserved hypothetical protein",32696682,32698285,32698285,748,"Pair_97"
"Os01g0773600",1,"1","Glycoside hydrolase, family 47 protein",32699034,32708541,32699034,NA,"Pair_97"
"Os01g0776400",-1,"1","Similar to predicted protein",32838525,32842473,32842473,222,"Pair_98"
"Os01g0776500",1,"1","Peptidase cysteine/serine, trypsin-like domain containing protein",32842696,32847884,32842696,NA,"Pair_98"
"Os01g0783000",-1,"1","Similar to lysM domain containing protein",33181340,33181729,33181729,859,"Pair_99"
"Os01g0783100",1,"1","Pentatricopeptide repeat domain containing protein",33182589,33186141,33182589,NA,"Pair_99"
"Os01g0784450",-1,"1","Hypothetical protein",33238849,33240103,33240103,382,"Pair_100"
"Os01g0784500",1,"1","Conserved hypothetical protein",33240486,33243618,33240486,NA,"Pair_100"
"Os01g0785600",-1,"1","Methyltransferase type 11 domain containing protein",33317043,33317912,33317912,126,"Pair_101"
"Os01g0785700",1,"1","Pentatricopeptide repeat domain containing protein",33318039,33322908,33318039,NA,"Pair_101"
"Os01g0794500",-1,"1","Translation initiation factor SUI1 domain containing protein",33651161,33655179,33655179,765,"Pair_102"
"Os01g0794650",1,"1","Similar to Sodium/hydrogen exchanger family protein",33655945,33656478,33655945,NA,"Pair_102"
"Os01g0795050",-1,"1","Hypothetical gene",33670853,33674489,33674489,646,"Pair_103"
"Os01g0795100",1,"1","Similar to Subtilase",33675136,33679717,33675136,NA,"Pair_103"
"Os01g0798800",-1,"1","Protein of unknown function DUF594 family protein",33812915,33815127,33815127,277,"Pair_104"
"Os01g0798900",1,"1","Similar to disease resistance protein RGA4",33815405,33816598,33815405,NA,"Pair_104"
"Os01g0799000",-1,"1","Leucine-rich repeat-containing protein domain containing protein",33816659,33820971,33820971,340,"Pair_105"
"Os01g0799100",1,"1","NB-ARC domain containing protein",33821312,33828770,33821312,NA,"Pair_105"
"Os01g0801700",-1,"1","Homolog of Arabidopsis GCD1 (GAMETE CELLS DEFECTIVE1), Early embryogenesis and endosperm developmen",33956754,33960102,33960102,212,"Pair_106"
"Os01g0801800",1,"1","Hypothetical gene",33960315,33961060,33960315,NA,"Pair_106"
"Os01g0805000",-1,"1","50S ribosomal protein L34",34133841,34135636,34135636,179,"Pair_107"
"Os01g0805100",1,"1","Conserved hypothetical protein",34135816,34137582,34135816,NA,"Pair_107"
"Os01g0810100",-1,"1","Ribonuclease III domain containing protein",34412916,34416988,34416988,130,"Pair_108"
"Os01g0810200",1,"1","Cupin, RmlC-type domain containing protein",34417119,34420330,34417119,NA,"Pair_108"
"Os01g0814200",-1,"1","Endonuclease/exonuclease/phosphatase domain containing protein",34629568,34635205,34635205,949,"Pair_109"
"Os01g0814300",1,"1","Pentatricopeptide repeat domain containing protein",34636155,34639624,34636155,NA,"Pair_109"
"Os01g0815850",-1,"1","Hypothetical conserved gene",34683884,34684632,34684632,382,"Pair_110"
"Os01g0815800",1,"1","Similar to 60S ribosomal protein L24-A (L30A) (RP29) (YL21)",34682524,34685373,34685015,NA,"Pair_110"
"Os01g0815900",-1,"1","Hypothetical conserved gene",34688003,34689745,34689745,179,"Pair_111"
"Os01g0816000",1,"1","Protein prenyltransferase domain containing protein",34689925,34691627,34689925,NA,"Pair_111"
"Os01g0827400",-1,"1","Prenylated rab acceptor PRA1 family protein",35407605,35408396,35408396,895,"Pair_112"
"Os01g0827500",1,"1","Exo70 exocyst complex subunit family protein",35409292,35411679,35409292,NA,"Pair_112"
"Os01g0829600",-1,"1","Protein of unknown function DUF688 domain containing protein",35497039,35498413,35498413,605,"Pair_113"
"Os01g0829800",1,"1","Similar to Malate dehydrogenase precursor (EC 1.1.1.37)",35499019,35501745,35499019,NA,"Pair_113"
"Os01g0830000",-1,"1","Similar to Plastid sufB (Fragment)",35505513,35508520,35508520,348,"Pair_114"
"Os01g0830100",1,"1","Pyridine nucleotide-disulphide oxidoreductase, NAD-binding region domain containing protein",35508869,35513088,35508869,NA,"Pair_114"
"Os01g0843500",-1,"1","Hypothetical conserved gene",36230953,36231939,36231939,990,"Pair_115"
"Os01g0843700",1,"1","Conserved hypothetical protein",36232930,36233540,36232930,NA,"Pair_115"
"Os01g0846150",-1,"1","Hypothetical gene",36344525,36345836,36345836,276,"Pair_116"
"Os01g0846400",1,"1","Conserved hypothetical protein",36346113,36349545,36346113,NA,"Pair_116"
"Os01g0846700",-1,"1","Hypothetical protein",36379625,36385146,36385146,545,"Pair_117"
"Os01g0847000",1,"1","Hypothetical protein",36385692,36390379,36385692,NA,"Pair_117"
"Os01g0862000",-1,"1","Alpha/beta hydrolase fold-1 domain containing protein",37310842,37314676,37314676,628,"Pair_118"
"Os01g0862200",1,"1","Conserved hypothetical protein",37315305,37316250,37315305,NA,"Pair_118"
"Os01g0862400",-1,"1","Hypothetical protein",37321659,37323263,37323263,634,"Pair_119"
"Os01g0862600",1,"1","Protein of unknown function DUF584 family protein",37323898,37324874,37323898,NA,"Pair_119"
"Os01g0869500",-1,"1","Plant nuclear matrix 1 family protein",37686059,37689440,37689440,885,"Pair_120"
"Os01g0869600",1,"1","TRAM, LAG1 and CLN8 homology domain containing protein",37690326,37693116,37690326,NA,"Pair_120"
"Os01g0869750",-1,"1","Conserved hypothetical protein",37695077,37696475,37696475,548,"Pair_121"
"Os01g0869800",1,"1","22-kDa Photosystem II protein, Photoprotectio",37697024,37699582,37697024,NA,"Pair_121"
"Os01g0872350",-1,"1","Hypothetical protein",37829568,37832278,37832278,691,"Pair_122"
"Os01g0872450",1,"1","Similar to POT family protein",37832970,37833242,37832970,NA,"Pair_122"
"Os01g0878900",-1,"1","Similar to 4,5-DOPA dioxygenase extradiol-like protein",38144793,38146141,38146141,940,"Pair_123"
"Os01g0879100",1,"1","Hypothetical protein",38147082,38148018,38147082,NA,"Pair_123"
"Os01g0879000",-1,"1","Hypothetical protein",38147023,38147798,38147798,885,"Pair_124"
"Os01g0879200",1,"1","Plant disease resistance response protein domain containing protein",38148684,38149534,38148684,NA,"Pair_124"
"Os01g0885500",-1,"1","Hypothetical conserved gene",38469634,38475218,38475218,428,"Pair_125"
"Os01g0885600",1,"1","Alpha/beta hydrolase fold-1 domain containing protein",38475647,38480677,38475647,NA,"Pair_125"
"Os01g0895100",-1,"1","Similar to Membrane-associated 30 kDa protein, chloroplast precursor (M30)",38910993,38915492,38915492,599,"Pair_126"
"Os01g0895200",1,"1","DOMON related domain containing protein",38916092,38917927,38916092,NA,"Pair_126"
"Os01g0901200",-1,"1","Similar to RecA protein (Fragment)",39238851,39243943,39243943,678,"Pair_127"
"Os01g0901300",1,"1","Similar to VTC2-like protein",39244622,39247128,39244622,NA,"Pair_127"
"Os01g0901900",-1,"1","S1, RNA binding domain containing protein",39270573,39274992,39274992,197,"Pair_128"
"Os01g0902000",1,"1","Hypothetical protein",39275190,39283019,39275190,NA,"Pair_128"
"Os01g0904200",-1,"1","Protein kinase, core domain containing protein",39357530,39362871,39362871,236,"Pair_129"
"Os01g0904300",1,"1","Protein of unknown function DUF971 family protein",39363108,39365639,39363108,NA,"Pair_129"
"Os01g0910200",-1,"1","Hypothetical protein",39654634,39657644,39657644,613,"Pair_130"
