"Gene_ID","Strand","Chromosome","Gene_Description","Gene_Start","Gene_End","TSS","Distance","PairID"
"POPTR_001G264700v3",-1,"1","hypothetical protein",27306998,27307417,27307417,970,"Pair_43"
"POPTR_001G264800v3",1,"1","hypothetical protein",27308388,27314947,27308388,NA,"Pair_43"
"POPTR_001G272100v3",-1,"1","hypothetical protein",27941719,27944117,27944117,472,"Pair_44"
"POPTR_001G272200v3",1,"1","hypothetical protein",27944590,27945505,27944590,NA,"Pair_44"
"POPTR_001G272500v3",-1,"1","hypothetical protein",27965468,27966817,27966817,416,"Pair_45"
"POPTR_001G272600v3",1,"1","hypothetical protein",27967234,27967835,27967234,NA,"Pair_45"
"POPTR_001G273500v3",-1,"1","hypothetical protein",28022177,28023033,28023033,352,"Pair_46"
"POPTR_001G273600v3",1,"1","hypothetical protein",28023386,28029729,28023386,NA,"Pair_46"
"POPTR_001G278000v3",-1,"1","hypothetical protein",28420019,28422885,28422885,345,"Pair_47"
"POPTR_001G278100v3",1,"1","hypothetical protein",28423231,28424107,28423231,NA,"Pair_47"
"POPTR_001G294100v3",-1,"1","hypothetical protein",29908130,29910831,29910831,712,"Pair_48"
"POPTR_001G294200v3",1,"1","hypothetical protein",29911544,29916741,29911544,NA,"Pair_48"
"POPTR_001G327400v3",-1,"1","hypothetical protein",33153394,33154805,33154805,655,"Pair_49"
"POPTR_001G327500v3",1,"1","Protein LAZY 1 [Source:Projected from Arabidopsis thaliana (AT5G14090) UniProtKB/Swiss-Prot;Acc:Q5XV40]",33155461,33158750,33155461,NA,"Pair_49"
"POPTR_001G332300v3",-1,"1","Triacylglycerol lipase 2 [Source:Projected from Arabidopsis thaliana (AT5G14180) UniProtKB/Swiss-Prot;Acc:Q67ZU1]",33569928,33576093,33576093,748,"Pair_50"
"POPTR_001G332400v3",1,"1","hypothetical protein",33576842,33577345,33576842,NA,"Pair_50"
"POPTR_001G333700v3",-1,"1","hypothetical protein",33697791,33700737,33700737,628,"Pair_51"
"POPTR_001G333800v3",1,"1","hypothetical protein",33701366,33704070,33701366,NA,"Pair_51"
"POPTR_001G338600v3",-1,"1","hypothetical protein",34217576,34219031,34219031,115,"Pair_52"
"POPTR_001G338700v3",1,"1","hypothetical protein",34219147,34225802,34219147,NA,"Pair_52"
"POPTR_001G343100v3",-1,"1","hypothetical protein",34830455,34839308,34839308,123,"Pair_53"
"POPTR_001G343200v3",1,"1","hypothetical protein",34839432,34840876,34839432,NA,"Pair_53"
"POPTR_001G353300v3",-1,"1","hypothetical protein",36118609,36120009,36120009,589,"Pair_54"
"POPTR_001G353400v3",1,"1","hypothetical protein",36120599,36123129,36120599,NA,"Pair_54"
"POPTR_001G357500v3",-1,"1","hypothetical protein",36632488,36634113,36634113,741,"Pair_55"
"POPTR_001G357600v3",1,"1","hypothetical protein",36634855,36643960,36634855,NA,"Pair_55"
"POPTR_001G361300v3",-1,"1","hypothetical protein",37326358,37330491,37330491,757,"Pair_56"
"POPTR_001G361400v3",1,"1","hypothetical protein",37331249,37331818,37331249,NA,"Pair_56"
"POPTR_001G373800v3",-1,"1","hypothetical protein",38830613,38831160,38831160,744,"Pair_57"
"POPTR_001G373700v3",1,"1","hypothetical protein",38829738,38834956,38831905,NA,"Pair_57"
"POPTR_001G386100v3",-1,"1","hypothetical protein",40162830,40163199,40163199,961,"Pair_58"
"POPTR_001G386200v3",1,"1","hypothetical protein",40164161,40165084,40164161,NA,"Pair_58"
"POPTR_001G400700v3",-1,"1","hypothetical protein",42231059,42231618,42231618,738,"Pair_59"
"POPTR_001G400800v3",1,"1","hypothetical protein",42232357,42238624,42232357,NA,"Pair_59"
"POPTR_001G411400v3",-1,"1","hypothetical protein",43618372,43622054,43622054,943,"Pair_60"
"POPTR_001G411500v3",1,"1","hypothetical protein",43622998,43623761,43622998,NA,"Pair_60"
"POPTR_001G432500v3",-1,"1","hypothetical protein",46353529,46354148,46354148,282,"Pair_61"
"POPTR_001G432600v3",1,"1","hypothetical protein",46354431,46354809,46354431,NA,"Pair_61"
"POPTR_001G438900v3",-1,"1","RECA1 [Source:Projected from Arabidopsis thaliana (AT1G79050) UniProtKB/TrEMBL;Acc:A0A178WA75]",47026703,47031266,47031266,525,"Pair_62"
"POPTR_001G439000v3",1,"1","DNA polymerase zeta processivity subunit [Source:Projected from Arabidopsis thaliana (AT1G16590) UniProtKB/Swiss-Prot;Acc:Q94FL5]",47031792,47034465,47031792,NA,"Pair_62"
"POPTR_001G446200v3",-1,"1","hypothetical protein",47922789,47923282,47923282,451,"Pair_63"
"POPTR_001G446300v3",1,"1","hypothetical protein",47923734,47930674,47923734,NA,"Pair_63"
"POPTR_001G457300v3",-1,"1","hypothetical protein",49153258,49157209,49157209,113,"Pair_64"
"POPTR_001G457400v3",1,"1","hypothetical protein",49157323,49157580,49157323,NA,"Pair_64"
"POPTR_001G459500v3",-1,"1","hypothetical protein",49356992,49360090,49360090,301,"Pair_65"
"POPTR_001G459600v3",1,"1","hypothetical protein",49360392,49361229,49360392,NA,"Pair_65"
"POPTR_001G460000v3",-1,"1","Histone deacetylase 9 [Source:Projected from Arabidopsis thaliana (AT3G44680) UniProtKB/Swiss-Prot;Acc:Q8H0W2]",49390627,49394922,49394922,155,"Pair_66"
"POPTR_001G460100v3",1,"1","hypothetical protein",49395078,49398885,49395078,NA,"Pair_66"
"POPTR_001G461100v3",-1,"1","hypothetical protein",49489927,49493056,49493056,567,"Pair_67"
"POPTR_001G461200v3",1,"1","hypothetical protein",49493624,49498523,49493624,NA,"Pair_67"
"POPTR_001G472400v3",-1,"1","hypothetical protein",50367980,50374066,50374066,148,"Pair_68"
"POPTR_001G472500v3",1,"1","hypothetical protein",50374215,50374662,50374215,NA,"Pair_68"
"POPTR_010G002300v3",-1,"10","hypothetical protein",237147,240315,240315,998,"Pair_69"
"POPTR_010G002400v3",1,"10","Ca2+-activated RelA/spot-like protein [Source:Projected from Arabidopsis thaliana (AT3G17470) UniProtKB/TrEMBL;Acc:A0A1I9LR76]",241314,249917,241314,NA,"Pair_69"
"POPTR_010G003300v3",-1,"10","chromatin remodeling factor18 [Source:Projected from Arabidopsis thaliana (AT1G48310) TAIR;Acc:AT1G48310]",309097,321218,321218,268,"Pair_70"
"POPTR_010G003400v3",1,"10","hypothetical protein",321487,325235,321487,NA,"Pair_70"
"POPTR_010G014000v3",-1,"10","hypothetical protein",1741221,1747129,1747129,285,"Pair_71"
"POPTR_010G014100v3",1,"10","hypothetical protein",1747415,1751759,1747415,NA,"Pair_71"
"POPTR_010G021300v3",-1,"10","hypothetical protein",2998687,2999479,2999479,886,"Pair_72"
"POPTR_010G021400v3",1,"10","hypothetical protein",3000366,3008654,3000366,NA,"Pair_72"
"POPTR_010G023200v3",-1,"10","hypothetical protein",3280793,3285666,3285666,735,"Pair_73"
"POPTR_010G023300v3",1,"10","hypothetical protein",3286402,3287924,3286402,NA,"Pair_73"
"POPTR_010G025900v3",-1,"10","hypothetical protein",3660310,3661808,3661808,109,"Pair_74"
"POPTR_010G026000v3",1,"10","hypothetical protein",3661918,3664581,3661918,NA,"Pair_74"
"POPTR_010G028100v3",-1,"10","hypothetical protein",3891803,3892136,3892136,500,"Pair_75"
"POPTR_010G028200v3",1,"10","SAC3 family protein B [Source:Projected from Arabidopsis thaliana (AT3G06290) UniProtKB/Swiss-Prot;Acc:F4JAU2]",3892637,3902451,3892637,NA,"Pair_75"
"POPTR_010G037200v3",-1,"10","hypothetical protein",6386860,6388118,6388118,350,"Pair_76"
"POPTR_010G037300v3",1,"10","hypothetical protein",6388469,6390850,6388469,NA,"Pair_76"
"POPTR_010G043100v3",-1,"10","hypothetical protein",7392725,7393186,7393186,820,"Pair_77"
"POPTR_010G043200v3",1,"10","hypothetical protein",7394007,7400486,7394007,NA,"Pair_77"
"POPTR_010G044800v3",-1,"10","Protein POOR HOMOLOGOUS SYNAPSIS 1 [Source:Projected from Arabidopsis thaliana (AT1G10710) UniProtKB/Swiss-Prot;Acc:Q45GQ7]",7577624,7580025,7580025,802,"Pair_78"
"POPTR_010G044900v3",1,"10","hypothetical protein",7580828,7588122,7580828,NA,"Pair_78"
"POPTR_010G048500v3",-1,"10","hypothetical protein",7946693,7954082,7954082,139,"Pair_79"
"POPTR_010G048600v3",1,"10","hypothetical protein",7954222,7958964,7954222,NA,"Pair_79"
"POPTR_010G049100v3",-1,"10","hypothetical protein",7980735,7985740,7985740,572,"Pair_80"
"POPTR_010G049200v3",1,"10","hypothetical protein",7986313,7988452,7986313,NA,"Pair_80"
"POPTR_010G051200v3",-1,"10","hypothetical protein",8185988,8189908,8189908,365,"Pair_81"
"POPTR_010G051300v3",1,"10","hypothetical protein",8190274,8193525,8190274,NA,"Pair_81"
"POPTR_010G058800v3",-1,"10","hypothetical protein",8777727,8777888,8777888,319,"Pair_82"
"POPTR_010G058700v3",1,"10","hypothetical protein",8776962,8779398,8778208,NA,"Pair_82"
"POPTR_010G069800v3",-1,"10","hypothetical protein",9668135,9672280,9672280,734,"Pair_83"
"POPTR_010G069900v3",1,"10","hypothetical protein",9673015,9674870,9673015,NA,"Pair_83"
"POPTR_010G075400v3",-1,"10","hypothetical protein",10191571,10192078,10192078,762,"Pair_84"
"POPTR_010G075500v3",1,"10","hypothetical protein",10192841,10193419,10192841,NA,"Pair_84"
"POPTR_010G077100v3",-1,"10","hypothetical protein",10278716,10285094,10285094,972,"Pair_85"
"POPTR_010G077200v3",1,"10","DNA-directed RNA polymerase subunit 7-like protein [Source:Projected from Arabidopsis thaliana (AT4G14520) UniProtKB/Swiss-Prot;Acc:Q6NML5]",10286067,10288418,10286067,NA,"Pair_85"
"POPTR_010G077600v3",-1,"10","hypothetical protein",10301135,10301499,10301499,558,"Pair_86"
"POPTR_010G077700v3",1,"10","PRA1 family protein D [Source:Projected from Arabidopsis thaliana (AT1G04260) UniProtKB/Swiss-Prot;Acc:P93829]",10302058,10303541,10302058,NA,"Pair_86"
"POPTR_010G077900v3",-1,"10","hypothetical protein",10311373,10315588,10315588,524,"Pair_87"
"POPTR_010G078000v3",1,"10","hypothetical protein",10316113,10316533,10316113,NA,"Pair_87"
"POPTR_010G079600v3",-1,"10","hypothetical protein",10508761,10509412,10509412,826,"Pair_88"
"POPTR_010G079700v3",1,"10","hypothetical protein",10510239,10512379,10510239,NA,"Pair_88"
"POPTR_010G084700v3",-1,"10","hypothetical protein",11037167,11037783,11037783,652,"Pair_89"
"POPTR_010G084800v3",1,"10","hypothetical protein",11038436,11041198,11038436,NA,"Pair_89"
"POPTR_010G086800v3",-1,"10","hypothetical protein",11131710,11132728,11132728,514,"Pair_90"
"POPTR_010G086900v3",1,"10","Pentatricopeptide repeat-containing protein At4g14850 [Source:Projected from Arabidopsis thaliana (AT4G14850) UniProtKB/Swiss-Prot;Acc:Q0WSH6]",11133243,11136146,11133243,NA,"Pair_90"
"POPTR_010G087400v3",-1,"10","hypothetical protein",11150088,11161257,11161257,173,"Pair_91"
"POPTR_010G087500v3",1,"10","hypothetical protein",11161431,11162363,11161431,NA,"Pair_91"
"POPTR_010G092500v3",-1,"10","hypothetical protein",11557918,11561629,11561629,742,"Pair_92"
"POPTR_010G092600v3",1,"10","hypothetical protein",11562372,11566923,11562372,NA,"Pair_92"
"POPTR_010G095000v3",-1,"10","hypothetical protein",11746379,11746878,11746878,288,"Pair_93"
"POPTR_010G095100v3",1,"10","hypothetical protein",11747167,11755290,11747167,NA,"Pair_93"
"POPTR_010G097400v3",-1,"10","hypothetical protein",11937605,11941341,11941341,340,"Pair_94"
"POPTR_010G097500v3",1,"10","hypothetical protein",11941682,11942534,11941682,NA,"Pair_94"
"POPTR_010G099400v3",-1,"10","hypothetical protein",12122763,12126957,12126957,340,"Pair_95"
"POPTR_010G099500v3",1,"10","hypothetical protein",12127298,12133446,12127298,NA,"Pair_95"
"POPTR_010G105800v3",-1,"10","hypothetical protein",12588039,12590778,12590778,743,"Pair_96"
"POPTR_010G106000v3",1,"10","hypothetical protein",12591522,12592669,12591522,NA,"Pair_96"
"POPTR_010G106400v3",-1,"10","hypothetical protein",12639328,12644090,12644090,438,"Pair_97"
"POPTR_010G106500v3",1,"10","hypothetical protein",12644529,12647864,12644529,NA,"Pair_97"
"POPTR_010G110300v3",-1,"10","hypothetical protein",12932854,12933956,12933956,987,"Pair_98"
"POPTR_010G110400v3",1,"10","NAD(P)H-quinone oxidoreductase subunit L, chloroplastic [Source:Projected from Arabidopsis thaliana (AT1G70760) UniProtKB/Swiss-Prot;Acc:Q9CAC5]",12934944,12936968,12934944,NA,"Pair_98"
"POPTR_010G112100v3",-1,"10","hypothetical protein",13078256,13078480,13078480,681,"Pair_99"
"POPTR_010G112200v3",1,"10","hypothetical protein",13079162,13083275,13079162,NA,"Pair_99"
"POPTR_010G113600v3",-1,"10","hypothetical protein",13206168,13207023,13207023,105,"Pair_100"
"POPTR_010G113700v3",1,"10","hypothetical protein",13207129,13215582,13207129,NA,"Pair_100"
"POPTR_010G116100v3",-1,"10","hypothetical protein",13395762,13397011,13397011,906,"Pair_101"
"POPTR_010G116200v3",1,"10","hypothetical protein",13397918,13406264,13397918,NA,"Pair_101"
"POPTR_010G116700v3",-1,"10","hypothetical protein",13460218,13463707,13463707,294,"Pair_102"
"POPTR_010G116800v3",1,"10","hypothetical protein",13464002,13464963,13464002,NA,"Pair_102"
"POPTR_010G118100v3",-1,"10","hypothetical protein",13574290,13575818,13575818,965,"Pair_103"
"POPTR_010G118200v3",1,"10","hypothetical protein",13576784,13581972,13576784,NA,"Pair_103"
"POPTR_010G119800v3",-1,"10","hypothetical protein",13687516,13689517,13689517,124,"Pair_104"
"POPTR_010G119900v3",1,"10","hypothetical protein",13689642,13691227,13689642,NA,"Pair_104"
"POPTR_010G139600v3",-1,"10","hypothetical protein",15208140,15210711,15210711,328,"Pair_105"
"POPTR_010G139700v3",1,"10","hypothetical protein",15211040,15211727,15211040,NA,"Pair_105"
"POPTR_010G143000v3",-1,"10","hypothetical protein",15431322,15436960,15436960,789,"Pair_106"
"POPTR_010G143100v3",1,"10","hypothetical protein",15437750,15438929,15437750,NA,"Pair_106"
"POPTR_010G148600v3",-1,"10","hypothetical protein",15770873,15773735,15773735,336,"Pair_107"
"POPTR_010G148700v3",1,"10","hypothetical protein",15774072,15776246,15774072,NA,"Pair_107"
"POPTR_010G156100v3",-1,"10","hypothetical protein",16330729,16331219,16331219,865,"Pair_108"
"POPTR_010G156200v3",1,"10","hypothetical protein",16332085,16333924,16332085,NA,"Pair_108"
"POPTR_010G157400v3",-1,"10","Protein kinase superfamily protein [Source:Projected from Arabidopsis thaliana (AT1G69220) UniProtKB/TrEMBL;Acc:O24527]",16417516,16427121,16427121,191,"Pair_109"
"POPTR_010G157500v3",1,"10","hypothetical protein",16427313,16429746,16427313,NA,"Pair_109"
"POPTR_010G163500v3",-1,"10","hypothetical protein",16809415,16810506,16810506,337,"Pair_110"
"POPTR_010G163600v3",1,"10","hypothetical protein",16810844,16815308,16810844,NA,"Pair_110"
"POPTR_010G166900v3",-1,"10","hypothetical protein",16981233,16982583,16982583,558,"Pair_111"
"POPTR_010G167000v3",1,"10","hypothetical protein",16983142,16987864,16983142,NA,"Pair_111"
"POPTR_010G169600v3",-1,"10","Uracil-DNA glycosylase [Source:Projected from Arabidopsis thaliana (AT3G18630) UniProtKB/TrEMBL;Acc:A0A178VFQ0]",17146233,17150699,17150699,965,"Pair_112"
"POPTR_010G169700v3",1,"10","hypothetical protein",17151665,17156906,17151665,NA,"Pair_112"
"POPTR_010G197100v3",-1,"10","hypothetical protein",19009848,19010330,19010330,322,"Pair_113"
"POPTR_010G197200v3",1,"10","hypothetical protein",19010653,19012438,19010653,NA,"Pair_113"
"POPTR_010G197900v3",-1,"10","hypothetical protein",19064235,19065546,19065546,407,"Pair_114"
"POPTR_010G198000v3",1,"10","hypothetical protein",19065954,19069156,19065954,NA,"Pair_114"
"POPTR_010G210600v3",-1,"10","hypothetical protein",19941807,19943377,19943377,297,"Pair_115"
"POPTR_010G210700v3",1,"10","hypothetical protein",19943675,19943922,19943675,NA,"Pair_115"
"POPTR_010G214600v3",-1,"10","hypothetical protein",20205469,20209016,20209016,788,"Pair_116"
"POPTR_010G214700v3",1,"10","hypothetical protein",20209805,20214105,20209805,NA,"Pair_116"
"POPTR_010G216400v3",-1,"10","hypothetical protein",20343521,20344729,20344729,736,"Pair_117"
"POPTR_010G216500v3",1,"10","hypothetical protein",20345466,20348498,20345466,NA,"Pair_117"
"POPTR_010G217300v3",-1,"10","hypothetical protein",20388364,20389162,20389162,283,"Pair_118"
"POPTR_010G217400v3",1,"10","hypothetical protein",20389446,20394694,20389446,NA,"Pair_118"
"POPTR_010G219000v3",-1,"10","hypothetical protein",20482230,20483136,20483136,173,"Pair_119"
"POPTR_010G219100v3",1,"10","hypothetical protein",20483310,20484167,20483310,NA,"Pair_119"
"POPTR_010G219700v3",-1,"10","hypothetical protein",20511744,20517272,20517272,163,"Pair_120"
"POPTR_010G219800v3",1,"10","hypothetical protein",20517436,20522329,20517436,NA,"Pair_120"
"POPTR_010G220700v3",-1,"10","hypothetical protein",20582079,20585743,20585743,692,"Pair_121"
"POPTR_010G220800v3",1,"10","hypothetical protein",20586436,20591491,20586436,NA,"Pair_121"
"POPTR_010G222400v3",-1,"10","hypothetical protein",20685145,20687931,20687931,231,"Pair_122"
"POPTR_010G222500v3",1,"10","hypothetical protein",20688163,20691325,20688163,NA,"Pair_122"
"POPTR_010G227400v3",-1,"10","hypothetical protein",21053814,21055900,21055900,664,"Pair_123"
"POPTR_010G227500v3",1,"10","U11/U12 small nuclear ribonucleoprotein 31 kDa protein [Source:Projected from Arabidopsis thaliana (AT3G10400) UniProtKB/Swiss-Prot;Acc:Q9CAE4]",21056565,21060554,21056565,NA,"Pair_123"
"POPTR_010G230700v3",-1,"10","hypothetical protein",21266718,21270261,21270261,101,"Pair_124"
"POPTR_010G230800v3",1,"10","hypothetical protein",21270363,21271219,21270363,NA,"Pair_124"
"POPTR_010G233200v3",-1,"10","hypothetical protein",21414929,21421151,21421151,855,"Pair_125"
"POPTR_010G233300v3",1,"10","hypothetical protein",21422007,21422421,21422007,NA,"Pair_125"
"POPTR_010G237400v3",-1,"10","hypothetical protein",21665560,21669061,21669061,276,"Pair_126"
"POPTR_010G237500v3",1,"10","hypothetical protein",21669338,21675016,21669338,NA,"Pair_126"
"POPTR_010G238500v3",-1,"10","hypothetical protein",21737675,21742046,21742046,498,"Pair_127"
"POPTR_010G238600v3",1,"10","hypothetical protein",21742545,21743206,21742545,NA,"Pair_127"
"POPTR_010G240500v3",-1,"10","hypothetical protein",21799264,21799878,21799878,584,"Pair_128"
"POPTR_010G240600v3",1,"10","hypothetical protein",21800463,21801056,21800463,NA,"Pair_128"
