"Gene_ID","Strand","Chromosome","Gene_Description","Gene_Start","Gene_End","TSS","Distance","PairID"
"TraesCS1B02G159700",1,"1B","",271905247,271907074,271905247,NA,"Pair_46"
"TraesCS1B02G185200",-1,"1B","",332153172,332154431,332154431,395,"Pair_47"
"TraesCS1B02G185300",1,"1B","",332154827,332156158,332154827,NA,"Pair_47"
"TraesCS1B02G199200",-1,"1B","",357419177,357425315,357425315,268,"Pair_48"
"TraesCS1B02G199300",1,"1B","CB5-E [Source:Projected from Arabidopsis thaliana (AT5G53560) UniProtKB/TrEMBL;Acc:A0A178USU5]",357425584,357427777,357425584,NA,"Pair_48"
"TraesCS1B02G204500",-1,"1B","",368544498,368550672,368550672,125,"Pair_49"
"TraesCS1B02G204600",1,"1B","",368550798,368556375,368550798,NA,"Pair_49"
"TraesCS1B02G219500",-1,"1B","",396597678,396605441,396605441,653,"Pair_50"
"TraesCS1B02G219600",1,"1B","Dual-specificity phosphatase CDC25 [Source:UniProtKB/TrEMBL;Acc:A0A1D5SH58]",396606095,396607976,396606095,NA,"Pair_50"
"TraesCS1B02G220000",-1,"1B","",397054369,397057249,397057249,370,"Pair_51"
"TraesCS1B02G220100",1,"1B","",397057620,397058246,397057620,NA,"Pair_51"
"TraesCS1B02G233100",-1,"1B","",418805238,418808625,418808625,182,"Pair_52"
"TraesCS1B02G233200",1,"1B","",418808808,418814903,418808808,NA,"Pair_52"
"TraesCS1B02G239600",-1,"1B","ATP synthase subunit c, chloroplastic [Source:Projected from Arabidopsis thaliana (ATCG00140) UniProtKB/TrEMBL;Acc:A0A1B1W4S3]",427651091,427651323,427651323,663,"Pair_53"
"TraesCS1B02G239700",1,"1B","",427651987,427652148,427651987,NA,"Pair_53"
"TraesCS1B02G244100",-1,"1B","Chaperone protein dnaJ 49 [Source:Projected from Arabidopsis thaliana (AT5G49060) UniProtKB/Swiss-Prot;Acc:Q9FH28]",433430435,433433828,433433828,225,"Pair_54"
"TraesCS1B02G244200",1,"1B","",433434054,433438836,433434054,NA,"Pair_54"
"TraesCS1B02G247200",-1,"1B","",438029866,438033366,438033366,704,"Pair_55"
"TraesCS1B02G247300",1,"1B","",438034071,438036752,438034071,NA,"Pair_55"
"TraesCS1B02G261500",-1,"1B","DNA-directed RNA polymerase II subunit 7 [Source:Projected from Arabidopsis thaliana (AT5G59180) UniProtKB/Swiss-Prot;Acc:P38421]",459925845,459928716,459928716,130,"Pair_56"
"TraesCS1B02G261600",1,"1B","1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase, chloroplastic [Source:UniProtKB/TrEMBL;Acc:A0A341P4N7]",459928847,459933457,459928847,NA,"Pair_56"
"TraesCS1B02G262800",-1,"1B","",461438825,461439079,461439079,213,"Pair_57"
"TraesCS1B02G262900",1,"1B","",461439293,461440508,461439293,NA,"Pair_57"
"TraesCS1B02G274800",-1,"1B","",482178570,482189394,482189394,113,"Pair_58"
"TraesCS1B02G274900",1,"1B","",482189508,482193496,482189508,NA,"Pair_58"
"TraesCS1B02G297500",-1,"1B","",517901878,517904438,517904438,222,"Pair_59"
"TraesCS1B02G297600",1,"1B","",517904661,517907820,517904661,NA,"Pair_59"
"TraesCS1B02G301300",-1,"1B","",522006365,522007006,522007006,431,"Pair_60"
"TraesCS1B02G301400",1,"1B","",522007438,522009651,522007438,NA,"Pair_60"
"TraesCS1B02G308700",-1,"1B","",531203778,531206255,531206255,110,"Pair_61"
"TraesCS1B02G308800",1,"1B","",531206366,531209686,531206366,NA,"Pair_61"
"TraesCS1B02G311100",-1,"1B","",534660054,534662334,534662334,473,"Pair_62"
"TraesCS1B02G311200",1,"1B","Serine/threonine-protein kinase STN8, chloroplastic [Source:Projected from Arabidopsis thaliana (AT5G01920) UniProtKB/Swiss-Prot;Acc:Q9LZV4]",534662808,534666470,534662808,NA,"Pair_62"
"TraesCS1B02G314800",-1,"1B","",539553743,539562303,539562303,203,"Pair_63"
"TraesCS1B02G314900",1,"1B","",539562507,539571341,539562507,NA,"Pair_63"
"TraesCS1B02G318100",-1,"1B","",542926216,542928863,542928863,190,"Pair_64"
"TraesCS1B02G318200",1,"1B","",542929054,542931287,542929054,NA,"Pair_64"
"TraesCS1B02G334600",-1,"1B","",561702640,561711639,561711639,131,"Pair_65"
"TraesCS1B02G334700",1,"1B","",561711771,561713357,561711771,NA,"Pair_65"
"TraesCS1B02G345500",-1,"1B","",573870364,573876241,573876241,973,"Pair_66"
"TraesCS1B02G345600",1,"1B","",573877215,573878993,573877215,NA,"Pair_66"
"TraesCS1B02G362400",-1,"1B","",591227996,591228448,591228448,211,"Pair_67"
"TraesCS1B02G362500",1,"1B","",591228660,591233733,591228660,NA,"Pair_67"
"TraesCS1B02G363800",-1,"1B","ER lumen protein-retaining receptor [Source:UniProtKB/TrEMBL;Acc:A0A1D5SEW0]",592645079,592648135,592648135,239,"Pair_68"
"TraesCS1B02G363900",1,"1B","",592648375,592653244,592648375,NA,"Pair_68"
"TraesCS1B02G373900",-1,"1B","",604318948,604321427,604321427,116,"Pair_69"
"TraesCS1B02G374000",1,"1B","",604321544,604326138,604321544,NA,"Pair_69"
"TraesCS1B02G386900",-1,"1B","",621266698,621267300,621267300,237,"Pair_70"
"TraesCS1B02G387000",1,"1B","",621267538,621270601,621267538,NA,"Pair_70"
"TraesCS1B02G404300",-1,"1B","",633609219,633614138,633614138,595,"Pair_71"
"TraesCS1B02G404400",1,"1B","",633614734,633619671,633614734,NA,"Pair_71"
"TraesCS1B02G404800",-1,"1B","",633715794,633715967,633715967,661,"Pair_72"
"TraesCS1B02G404900",1,"1B","",633716629,633716874,633716629,NA,"Pair_72"
"TraesCS1B02G416900",-1,"1B","",641548918,641549466,641549466,504,"Pair_73"
"TraesCS1B02G417000",1,"1B","",641549971,641553014,641549971,NA,"Pair_73"
"TraesCS1B02G417100",-1,"1B","",641629137,641631184,641631184,180,"Pair_74"
"TraesCS1B02G417200",1,"1B","",641631365,641633178,641631365,NA,"Pair_74"
"TraesCS1B02G425300",-1,"1B","",651274238,651278958,651278958,123,"Pair_75"
"TraesCS1B02G425400",1,"1B","",651279082,651281938,651279082,NA,"Pair_75"
"TraesCS1B02G426300",-1,"1B","",652457380,652459069,652459069,172,"Pair_76"
"TraesCS1B02G426400",1,"1B","",652459242,652461255,652459242,NA,"Pair_76"
"TraesCS1B02G434400",-1,"1B","",658911233,658914898,658914898,152,"Pair_77"
"TraesCS1B02G434500",1,"1B","Putative rRNA methyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A1D5SDV1]",658915051,658919932,658915051,NA,"Pair_77"
"TraesCS1B02G436600",-1,"1B","",659776471,659777122,659777122,437,"Pair_78"
"TraesCS1B02G436700",1,"1B","",659777560,659778473,659777560,NA,"Pair_78"
"TraesCS1B02G439600",-1,"1B","timeless family protein [Source:Projected from Arabidopsis thaliana (AT5G52910) TAIR;Acc:AT5G52910]",661496445,661507957,661507957,627,"Pair_79"
"TraesCS1B02G439700",1,"1B","",661508585,661509837,661508585,NA,"Pair_79"
"TraesCS1B02G453400",-1,"1B","",669748088,669750420,669750420,993,"Pair_80"
"TraesCS1B02G453500",1,"1B","",669751414,669751683,669751414,NA,"Pair_80"
"TraesCS1B02G458500",-1,"1B","",672540013,672540246,672540246,964,"Pair_81"
"TraesCS1B02G458600",1,"1B","",672541211,672541954,672541211,NA,"Pair_81"
"TraesCS1B02G478100",-1,"1B","",686749388,686755409,686755409,138,"Pair_82"
"TraesCS1B02G478200",1,"1B","",686755548,686757397,686755548,NA,"Pair_82"
"TraesCS1B02G479600",-1,"1B","",687400798,687402987,687402987,993,"Pair_83"
"TraesCS1B02G479700",1,"1B","",687403981,687406890,687403981,NA,"Pair_83"
"TraesCS1D02G008200",-1,"1D","",4179395,4188321,4188321,671,"Pair_84"
"TraesCS1D02G008300",1,"1D","",4188993,4194729,4188993,NA,"Pair_84"
"TraesCS1D02G017700",-1,"1D","",7874518,7876881,7876881,536,"Pair_85"
"TraesCS1D02G017800",1,"1D","",7877418,7880329,7877418,NA,"Pair_85"
"TraesCS1D02G017900",-1,"1D","",7896854,7899155,7899155,536,"Pair_86"
"TraesCS1D02G018000",1,"1D","",7899692,7902551,7899692,NA,"Pair_86"
"TraesCS1D02G019600",-1,"1D","",8605145,8610344,8610344,542,"Pair_87"
"TraesCS1D02G019700",1,"1D","",8610887,8616204,8610887,NA,"Pair_87"
"TraesCS1D02G041300",-1,"1D","",20050933,20053127,20053127,202,"Pair_88"
"TraesCS1D02G041400",1,"1D","PHIP1 [Source:Projected from Arabidopsis thaliana (AT3G55340) UniProtKB/TrEMBL;Acc:A0A384KSV0]",20053330,20057805,20053330,NA,"Pair_88"
"TraesCS1D02G055600",-1,"1D","",36831829,36835608,36835608,295,"Pair_89"
"TraesCS1D02G055700",1,"1D","Thylakoid membrane protein TERC, chloroplastic [Source:Projected from Arabidopsis thaliana (AT5G12130) UniProtKB/Swiss-Prot;Acc:F4JZG9]",36835904,36842117,36835904,NA,"Pair_89"
"TraesCS1D02G056900",-1,"1D","",37516762,37517699,37517699,391,"Pair_90"
"TraesCS1D02G057000",1,"1D","",37518091,37519505,37518091,NA,"Pair_90"
"TraesCS1D02G063200",-1,"1D","",43235441,43236034,43236034,366,"Pair_91"
"TraesCS1D02G063300",1,"1D","",43236401,43236839,43236401,NA,"Pair_91"
"TraesCS1D02G064000",-1,"1D","",44641171,44642987,44642987,120,"Pair_92"
"TraesCS1D02G064100",1,"1D","Ubiquitin-conjugating enzyme 37 [Source:Projected from Arabidopsis thaliana (AT3G24515) UniProtKB/TrEMBL;Acc:A0A1I9LLL0]",44643108,44647221,44643108,NA,"Pair_92"
"TraesCS1D02G070600",-1,"1D","",51832057,51832302,51832302,663,"Pair_93"
"TraesCS1D02G070700",1,"1D","",51832966,51833139,51832966,NA,"Pair_93"
"TraesCS1D02G088200",-1,"1D","",73714959,73723894,73723894,252,"Pair_94"
"TraesCS1D02G088300",1,"1D","",73724147,73731707,73724147,NA,"Pair_94"
"TraesCS1D02G091100",-1,"1D","",77379831,77386124,77386124,179,"Pair_95"
"TraesCS1D02G091200",1,"1D","",77386304,77391585,77386304,NA,"Pair_95"
"TraesCS1D02G097000",-1,"1D","",83820213,83825094,83825094,161,"Pair_96"
"TraesCS1D02G097100",1,"1D","",83825256,83827150,83825256,NA,"Pair_96"
"TraesCS1D02G115000",-1,"1D","",110904339,110905370,110905370,299,"Pair_97"
"TraesCS1D02G115100",1,"1D","",110905670,110906443,110905670,NA,"Pair_97"
"TraesCS1D02G118900",-1,"1D","",114643764,114644813,114644813,792,"Pair_98"
"TraesCS1D02G119000",1,"1D","Glycosyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A341PIC7]",114645606,114647456,114645606,NA,"Pair_98"
"TraesCS1D02G138700",-1,"1D","",190478824,190480806,190480806,262,"Pair_99"
"TraesCS1D02G138800",1,"1D","",190481069,190482202,190481069,NA,"Pair_99"
"TraesCS1D02G141100",-1,"1D","",194455563,194457319,194457319,157,"Pair_100"
"TraesCS1D02G141200",1,"1D","",194457477,194472457,194457477,NA,"Pair_100"
"TraesCS1D02G152700",-1,"1D","",212446078,212446419,212446419,130,"Pair_101"
"TraesCS1D02G152800",1,"1D","",212446550,212446783,212446550,NA,"Pair_101"
"TraesCS1D02G163200",-1,"1D","",233897377,233901725,233901725,133,"Pair_102"
"TraesCS1D02G163300",1,"1D","",233901859,233907207,233901859,NA,"Pair_102"
"TraesCS1D02G173500",-1,"1D","",247299135,247304009,247304009,205,"Pair_103"
"TraesCS1D02G173600",1,"1D","",247304215,247306915,247304215,NA,"Pair_103"
"TraesCS1D02G174700",-1,"1D","",248980255,248984833,248984833,140,"Pair_104"
"TraesCS1D02G174800",1,"1D","",248984974,248986907,248984974,NA,"Pair_104"
"TraesCS1D02G175500",-1,"1D","",249754092,249755630,249755630,493,"Pair_105"
"TraesCS1D02G175600",1,"1D","",249756124,249757123,249756124,NA,"Pair_105"
"TraesCS1D02G179500",-1,"1D","",254397459,254397620,254397620,229,"Pair_106"
"TraesCS1D02G179700",1,"1D","",254397850,254398966,254397850,NA,"Pair_106"
"TraesCS1D02G179600",-1,"1D","",254397759,254398860,254398860,433,"Pair_107"
"TraesCS1D02G179800",1,"1D","",254399294,254399509,254399294,NA,"Pair_107"
"TraesCS1D02G180700",-1,"1D","",254458239,254458412,254458412,660,"Pair_108"
"TraesCS1D02G180800",1,"1D","ATP synthase subunit c, chloroplastic [Source:UniProtKB/TrEMBL;Acc:S4Z9B0]",254459073,254459318,254459073,NA,"Pair_108"
"TraesCS1D02G182500",-1,"1D","ATP-dependent Clp protease proteolytic subunit [Source:UniProtKB/TrEMBL;Acc:A0A341PJ40]",254496067,254496716,254496716,484,"Pair_109"
"TraesCS1D02G182600",1,"1D","",254497201,254498293,254497201,NA,"Pair_109"
"TraesCS1D02G182800",-1,"1D","Protein PsbN [Source:UniProtKB/TrEMBL;Acc:A0A341NIM0]",254499058,254499189,254499189,103,"Pair_110"
"TraesCS1D02G182900",1,"1D","",254499293,254499514,254499293,NA,"Pair_110"
"TraesCS1D02G183400",-1,"1D","",254524151,254524594,254524594,559,"Pair_111"
"TraesCS1D02G183500",1,"1D","",254525154,254525459,254525154,NA,"Pair_111"
"TraesCS1D02G184800",-1,"1D","CB5-E [Source:Projected from Arabidopsis thaliana (AT5G53560) UniProtKB/TrEMBL;Acc:A0A178USU5]",255490211,255493938,255493938,203,"Pair_112"
"TraesCS1D02G184900",1,"1D","",255494142,255501606,255494142,NA,"Pair_112"
"TraesCS1D02G193100",-1,"1D","",269406965,269407403,269407403,363,"Pair_113"
"TraesCS1D02G193200",1,"1D","",269407767,269408360,269407767,NA,"Pair_113"
"TraesCS1D02G197800",-1,"1D","",279098155,279099055,279099055,168,"Pair_114"
"TraesCS1D02G197900",1,"1D","",279099224,279099632,279099224,NA,"Pair_114"
"TraesCS1D02G206100",-1,"1D","",291798784,291799251,291799251,821,"Pair_115"
"TraesCS1D02G206200",1,"1D","",291800073,291801464,291800073,NA,"Pair_115"
"TraesCS1D02G209200",-1,"1D","",295274493,295280663,295280663,728,"Pair_116"
"TraesCS1D02G209300",1,"1D","Dual-specificity phosphatase CDC25 [Source:UniProtKB/TrEMBL;Acc:A0A1L5JG94]",295281392,295283247,295281392,NA,"Pair_116"
"TraesCS1D02G209700",-1,"1D","",295539516,295541749,295541749,290,"Pair_117"
"TraesCS1D02G209800",1,"1D","",295542040,295542970,295542040,NA,"Pair_117"
"TraesCS1D02G221300",-1,"1D","",309073413,309076903,309076903,262,"Pair_118"
"TraesCS1D02G221400",1,"1D","",309077166,309082847,309077166,NA,"Pair_118"
"TraesCS1D02G222400",-1,"1D","",309983367,309985300,309985300,128,"Pair_119"
"TraesCS1D02G222500",1,"1D","",309985429,309989588,309985429,NA,"Pair_119"
"TraesCS1D02G232000",-1,"1D","Chaperone protein dnaJ 49 [Source:Projected from Arabidopsis thaliana (AT5G49060) UniProtKB/Swiss-Prot;Acc:Q9FH28]",320394288,320397585,320397585,164,"Pair_120"
"TraesCS1D02G232100",1,"1D","",320397750,320402707,320397750,NA,"Pair_120"
"TraesCS1D02G235900",-1,"1D","",325587424,325590751,325590751,367,"Pair_121"
"TraesCS1D02G236000",1,"1D","",325591119,325593557,325591119,NA,"Pair_121"
"TraesCS1D02G250500",-1,"1D","DNA-directed RNA polymerase II subunit 7 [Source:Projected from Arabidopsis thaliana (AT5G59180) UniProtKB/Swiss-Prot;Acc:P38421]",342861449,342864170,342864170,116,"Pair_122"
"TraesCS1D02G250600",1,"1D","1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase, chloroplastic [Source:UniProtKB/TrEMBL;Acc:A0A341PLR2]",342864287,342868797,342864287,NA,"Pair_122"
"TraesCS1D02G251200",-1,"1D","",343874546,343878246,343878246,613,"Pair_123"
"TraesCS1D02G251300",1,"1D","",343878860,343882521,343878860,NA,"Pair_123"
"TraesCS1D02G264300",-1,"1D","",360354783,360366266,360366266,227,"Pair_124"
"TraesCS1D02G264400",1,"1D","",360366494,360369752,360366494,NA,"Pair_124"
"TraesCS1D02G287100",-1,"1D","",385615809,385617839,385617839,527,"Pair_125"
"TraesCS1D02G287200",1,"1D","",385618367,385621549,385618367,NA,"Pair_125"
"TraesCS1D02G298700",-1,"1D","",397088283,397088444,397088444,915,"Pair_126"
"TraesCS1D02G298800",1,"1D","",397089360,397089737,397089360,NA,"Pair_126"
"TraesCS1D02G301000",-1,"1D","",398969453,398972010,398972010,582,"Pair_127"
"TraesCS1D02G301100",1,"1D","Serine/threonine-protein kinase STN8, chloroplastic [Source:Projected from Arabidopsis thaliana (AT5G01920) UniProtKB/Swiss-Prot;Acc:Q9LZV4]",398972593,398976773,398972593,NA,"Pair_127"
"TraesCS1D02G303800",-1,"1D","",401673592,401676568,401676568,142,"Pair_128"
"TraesCS1D02G303900",1,"1D","",401676711,401685455,401676711,NA,"Pair_128"
"TraesCS1D02G306700",-1,"1D","",403560420,403563003,403563003,174,"Pair_129"
"TraesCS1D02G306800",1,"1D","",403563178,403565518,403563178,NA,"Pair_129"
"TraesCS1D02G322400",-1,"1D","",415413265,415422096,415422096,156,"Pair_130"
"TraesCS1D02G322500",1,"1D","",415422253,415424143,415422253,NA,"Pair_130"
"TraesCS1D02G361600",-1,"1D","",444341361,444343845,444343845,140,"Pair_131"
"TraesCS1D02G361700",1,"1D","",444343986,444348657,444343986,NA,"Pair_131"
"TraesCS1D02G364400",-1,"1D","Histone H4 variant TH011 [Source:UniProtKB/Swiss-Prot;Acc:P62785]",445366148,445366879,445366879,529,"Pair_132"
"TraesCS1D02G364500",1,"1D","",445367409,445368033,445367409,NA,"Pair_132"
"TraesCS1D02G365600",-1,"1D","Flap endonuclease 1 [Source:UniProtKB/TrEMBL;Acc:A0A1D5SY92]",446267407,446271677,446271677,109,"Pair_133"
