"Gene_ID","Strand","Chromosome","Gene_Description","Gene_Start","Gene_End","TSS","Distance","PairID"
"AT1G03103",1,"1","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:2745739]",747197,748057,747197,NA,"Pair_25"
"AT1G03106",-1,"1","",748101,749034,749034,211,"Pair_26"
"AT1G03110",1,"1","Transducin/WD40 repeat-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:839572]",749246,751976,749246,NA,"Pair_26"
"AT1G03140",-1,"1","splicing factor Prp18 family protein [Source:NCBI gene (formerly Entrezgene);Acc:839567]",754261,756303,756303,110,"Pair_27"
"AT1G03150",1,"1","Acyl-CoA N-acyltransferases (NAT) superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:839562]",756414,758678,756414,NA,"Pair_27"
"AT1G03260",-1,"1","SNARE associated Golgi protein family [Source:NCBI gene (formerly Entrezgene);Acc:839546]",795449,798491,798491,623,"Pair_28"
"AT1G03270",1,"1","CBS domain protein with a domain protein (DUF21) [Source:NCBI gene (formerly Entrezgene);Acc:838595]",799115,802625,799115,NA,"Pair_28"
"AT1G03300",-1,"1","at domain protein (DOMAIN OF UNKNOWN FUNCTION 724 1) [Source:NCBI gene (formerly Entrezgene);Acc:838627]",811033,813086,813086,326,"Pair_29"
"AT1G03310",1,"1","debranching enzyme 1 [Source:NCBI gene (formerly Entrezgene);Acc:839531]",813413,816812,813413,NA,"Pair_29"
"AT1G03350",-1,"1","BSD domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:838679]",822582,824410,824410,106,"Pair_30"
"AT1G03360",1,"1","ribosomal RNA processing 4 [Source:NCBI gene (formerly Entrezgene);Acc:839521]",824517,826399,824517,NA,"Pair_30"
"AT1G03410",-1,"1","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:838763]",844436,847683,847683,109,"Pair_31"
"AT1G03430",1,"1","histidine-containing phosphotransfer factor 5 [Source:NCBI gene (formerly Entrezgene);Acc:839506]",847793,849621,847793,NA,"Pair_31"
"AT1G03475",-1,"1","Coproporphyrinogen III oxidase [Source:NCBI gene (formerly Entrezgene);Acc:839489]",868853,871308,871308,565,"Pair_32"
"AT1G03490",1,"1","NAC domain containing protein 6 [Source:NCBI gene (formerly Entrezgene);Acc:839487]",871874,872906,871874,NA,"Pair_32"
"AT1G03590",-1,"1","Protein phosphatase 2C family protein [Source:NCBI gene (formerly Entrezgene);Acc:839447]",894238,897718,897718,761,"Pair_33"
"AT1G03600",1,"1","photosystem II family protein [Source:NCBI gene (formerly Entrezgene);Acc:839449]",898480,899794,898480,NA,"Pair_33"
"AT1G03680",-1,"1","thioredoxin M-type 1 [Source:NCBI gene (formerly Entrezgene);Acc:839436]",916772,918064,918064,220,"Pair_34"
"AT1G03687",1,"1","DTW domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:839052]",918285,920592,918285,NA,"Pair_34"
"AT1G03800",-1,"1","ERF domain protein 10 [Source:NCBI gene (formerly Entrezgene);Acc:839173]",957104,958383,958383,375,"Pair_35"
"AT1G03810",1,"1","Nucleic acid-binding, OB-fold-like protein [Source:NCBI gene (formerly Entrezgene);Acc:839403]",958759,959609,958759,NA,"Pair_35"
"AT1G03950",-1,"1","vacuolar protein sorting-associated protein 2.3 [Source:NCBI gene (formerly Entrezgene);Acc:839362]",1011151,1013365,1013365,277,"Pair_36"
"AT1G03960",1,"1","Calcium-binding EF hand family protein [Source:NCBI gene (formerly Entrezgene);Acc:839361]",1013643,1017957,1013643,NA,"Pair_36"
"AT1G04010",-1,"1","phospholipid sterol acyl transferase 1 [Source:NCBI gene (formerly Entrezgene);Acc:839335]",1030957,1036264,1036264,228,"Pair_37"
"AT1G04020",1,"1","breast cancer associated RING 1 [Source:NCBI gene (formerly Entrezgene);Acc:839329]",1036493,1040262,1036493,NA,"Pair_37"
"AT1G04070",-1,"1","translocase of outer membrane 22-I [Source:NCBI gene (formerly Entrezgene);Acc:839317]",1050505,1051194,1051194,117,"Pair_38"
"AT1G04080",1,"1","Tetratricopeptide repeat (TPR)-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:839314]",1051312,1056827,1051312,NA,"Pair_38"
"AT1G04190",-1,"1","Tetratricopeptide repeat (TPR)-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:839442]",1106354,1108725,1108725,669,"Pair_39"
"AT1G04200",1,"1","dyggve-melchior-clausen syndrome protein [Source:NCBI gene (formerly Entrezgene);Acc:839439]",1109395,1114155,1109395,NA,"Pair_39"
"AT1G04530",-1,"1","Tetratricopeptide repeat (TPR)-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:839500]",1234176,1236206,1236206,547,"Pair_40"
"AT1G04540",1,"1","Calcium-dependent lipid-binding (CaLB domain) family protein [Source:NCBI gene (formerly Entrezgene);Acc:839498]",1236754,1239199,1236754,NA,"Pair_40"
"AT1G04590",-1,"1","PPR containing-like protein [Source:NCBI gene (formerly Entrezgene);Acc:839484]",1258556,1261470,1261470,291,"Pair_41"
"AT1G04600",1,"1","myosin XI A [Source:NCBI gene (formerly Entrezgene);Acc:839480]",1261762,1272588,1261762,NA,"Pair_41"
"AT1G04630",-1,"1","GRIM-19 protein [Source:NCBI gene (formerly Entrezgene);Acc:839465]",1289734,1291112,1291112,187,"Pair_42"
"AT1G04635",1,"1","ribonuclease P family protein / Rpp14 family protein [Source:NCBI gene (formerly Entrezgene);Acc:839460]",1291300,1292024,1291300,NA,"Pair_42"
"AT1G04750",-1,"1","vesicle-associated membrane protein 721 [Source:NCBI gene (formerly Entrezgene);Acc:839419]",1331466,1333651,1333651,881,"Pair_43"
"AT1G04760",1,"1","vesicle-associated membrane protein 726 [Source:NCBI gene (formerly Entrezgene);Acc:839424]",1334533,1336704,1334533,NA,"Pair_43"
"AT1G04800",-1,"1","glycine-rich protein [Source:NCBI gene (formerly Entrezgene);Acc:839406]",1348452,1349478,1349478,601,"Pair_44"
"AT1G04810",1,"1","26S proteasome regulatory complex, non-ATPase subcomplex, Rpn2/Psmd1 subunit [Source:NCBI gene (formerly Entrezgene);Acc:839409]",1350080,1355466,1350080,NA,"Pair_44"
"AT1G04895",-1,"1","",1383008,1383422,1383422,418,"Pair_45"
"AT1G04900",1,"1","NADH dehydrogenase ubiquinone complex I, assembly factor-like protein (DUF185) [Source:NCBI gene (formerly Entrezgene);Acc:839386]",1383841,1387895,1383841,NA,"Pair_45"
"AT1G04960",-1,"1","golgin family A protein (DUF1664) [Source:NCBI gene (formerly Entrezgene);Acc:839346]",1407772,1410933,1410933,154,"Pair_46"
"AT1G04970",1,"1","lipid-binding serum glycoprotein family protein [Source:NCBI gene (formerly Entrezgene);Acc:839357]",1411088,1413627,1411088,NA,"Pair_46"
"AT1G05070",-1,"1","transmembrane protein, putative (DUF1068) [Source:NCBI gene (formerly Entrezgene);Acc:839330]",1457007,1458802,1458802,288,"Pair_47"
"AT1G05080",1,"1","F-box/RNI-like/FBD-like domains-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:839328]",1459091,1460579,1459091,NA,"Pair_47"
"AT1G05310",-1,"1","Pectin lyase-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:837030]",1550503,1552587,1552587,980,"Pair_48"
"AT1G05320",1,"1","myosin heavy chain, embryonic smooth protein [Source:NCBI gene (formerly Entrezgene);Acc:837031]",1553568,1557848,1553568,NA,"Pair_48"
"AT1G05385",-1,"1","photosystem II 11 kDa protein-like protein [Source:NCBI gene (formerly Entrezgene);Acc:837040]",1582671,1583760,1583760,312,"Pair_49"
"AT1G05400",1,"1","",1584073,1585421,1584073,NA,"Pair_49"
"AT1G05580",-1,"1","cation/H+ exchanger 23 [Source:NCBI gene (formerly Entrezgene);Acc:837063]",1665356,1668924,1668924,425,"Pair_50"
"AT1G05590",1,"1","beta-hexosaminidase 2 [Source:NCBI gene (formerly Entrezgene);Acc:837064]",1669350,1671902,1669350,NA,"Pair_50"
"AT1G05615",-1,"1","B3 domain protein (DUF313) [Source:NCBI gene (formerly Entrezgene);Acc:837067]",1677507,1678270,1678270,610,"Pair_51"
"AT1G05620",1,"1","uridine-ribohydrolase 2 [Source:NCBI gene (formerly Entrezgene);Acc:837068]",1678881,1681710,1678881,NA,"Pair_51"
"AT1G05720",-1,"1","selenoprotein family protein [Source:NCBI gene (formerly Entrezgene);Acc:837079]",1717389,1718909,1718909,817,"Pair_52"
"AT1G05730",1,"1","FAM136A-like protein (DUF842) [Source:NCBI gene (formerly Entrezgene);Acc:837080]",1718555,1720587,1719727,NA,"Pair_52"
"AT1G05770",-1,"1","Mannose-binding lectin superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:837085]",1725388,1726321,1726321,236,"Pair_53"
"AT1G05780",1,"1","Vacuolar ATPase assembly integral membrane protein VMA21-like domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:837086]",1726558,1728520,1726558,NA,"Pair_53"
"AT1G05783",-1,"1","",1728658,1729789,1729789,452,"Pair_54"
"AT1G05785",1,"1","Got1/Sft2-like vescicle transport protein family [Source:NCBI gene (formerly Entrezgene);Acc:837087]",1730242,1732657,1730242,NA,"Pair_54"
"AT1G05850",-1,"1","Chitinase family protein [Source:NCBI gene (formerly Entrezgene);Acc:837095]",1766503,1768837,1768837,148,"Pair_55"
"AT1G05860",1,"1","INO80 complex subunit D-like protein [Source:NCBI gene (formerly Entrezgene);Acc:837096]",1768986,1771286,1768986,NA,"Pair_55"
"AT1G06000",-1,"1","UDP-Glycosyltransferase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:837109]",1820308,1821894,1821894,688,"Pair_56"
"AT1G06010",1,"1","basic leucine zipper/W2 domain protein [Source:NCBI gene (formerly Entrezgene);Acc:837110]",1822583,1824236,1822583,NA,"Pair_56"
"AT1G06050",-1,"1","ENHANCED DISEASE RESISTANCE-like protein (DUF1336) [Source:NCBI gene (formerly Entrezgene);Acc:837114]",1830471,1832555,1832555,385,"Pair_57"
"AT1G06060",1,"1","LisH and RanBPM domains containing protein [Source:NCBI gene (formerly Entrezgene);Acc:837115]",1832941,1834861,1832941,NA,"Pair_57"
"AT1G06110",-1,"1","SKP1/ASK-interacting protein 16 [Source:NCBI gene (formerly Entrezgene);Acc:837120]",1853059,1855378,1855378,531,"Pair_58"
"AT1G06120",1,"1","Fatty acid desaturase family protein [Source:NCBI gene (formerly Entrezgene);Acc:837121]",1855910,1857718,1855910,NA,"Pair_58"
"AT1G06137",-1,"1","transmembrane protein [Source:NCBI gene (formerly Entrezgene);Acc:6240721]",1863425,1863840,1863840,933,"Pair_59"
"AT1G06140",1,"1","Pentatricopeptide repeat (PPR) superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:837123]",1864774,1866999,1864774,NA,"Pair_59"
"AT1G06200",-1,"1","Peptidase S24/S26A/S26B/S26C family protein [Source:NCBI gene (formerly Entrezgene);Acc:837129]",1894289,1897027,1897027,101,"Pair_60"
"AT1G06210",1,"1","ENTH/VHS/GAT family protein [Source:NCBI gene (formerly Entrezgene);Acc:837130]",1897129,1899237,1897129,NA,"Pair_60"
"AT1G06440",-1,"1","Ubiquitin carboxyl-terminal hydrolase family protein [Source:NCBI gene (formerly Entrezgene);Acc:837156]",1963301,1965209,1965209,630,"Pair_61"
"AT1G06450",1,"1","Polynucleotidyl transferase, ribonuclease H-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:837157]",1965840,1967219,1965840,NA,"Pair_61"
"AT1G06550",-1,"1","ATP-dependent caseinolytic (Clp) protease/crotonase family protein [Source:NCBI gene (formerly Entrezgene);Acc:837166]",2003627,2007212,2007212,402,"Pair_62"
"AT1G06560",1,"1","NOL1/NOP2/sun family protein [Source:NCBI gene (formerly Entrezgene);Acc:837167]",2007615,2012006,2007615,NA,"Pair_62"
"AT1G06590",-1,"1","anaphase-promoting complex subunit [Source:NCBI gene (formerly Entrezgene);Acc:837170]",2016306,2024749,2024749,794,"Pair_63"
"AT1G06620",1,"1","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:837171]",2025544,2027413,2025544,NA,"Pair_63"
"AT1G06820",-1,"1","carotenoid isomerase [Source:NCBI gene (formerly Entrezgene);Acc:837193]",2092946,2096784,2096784,321,"Pair_64"
"AT1G06830",1,"1","Glutaredoxin family protein [Source:NCBI gene (formerly Entrezgene);Acc:837195]",2097106,2097655,2097106,NA,"Pair_64"
"AT1G06900",-1,"1","Insulinase (Peptidase family M16) family protein [Source:NCBI gene (formerly Entrezgene);Acc:837200]",2114765,2120745,2120745,245,"Pair_65"
"AT1G06910",1,"1","TRF-like 7 [Source:NCBI gene (formerly Entrezgene);Acc:837201]",2120991,2123801,2120991,NA,"Pair_65"
"AT1G06920",-1,"1","ovate family protein 4 [Source:NCBI gene (formerly Entrezgene);Acc:837202]",2124676,2125902,2125902,767,"Pair_66"
"AT1G06923",1,"1","transcription repressor OFP17-like protein [Source:NCBI gene (formerly Entrezgene);Acc:3766672]",2126670,2127570,2126670,NA,"Pair_66"
"AT1G06925",-1,"1","endonuclease/glycosyl hydrolase [Source:NCBI gene (formerly Entrezgene);Acc:837203]",2127704,2128611,2128611,231,"Pair_67"
"AT1G06930",1,"1","TPRXL [Source:NCBI gene (formerly Entrezgene);Acc:837204]",2128843,2129883,2128843,NA,"Pair_67"
"AT1G06950",-1,"1","translocon at the inner envelope membrane of chloroplasts 110 [Source:NCBI gene (formerly Entrezgene);Acc:837205]",2130053,2135703,2135703,106,"Pair_68"
"AT1G06960",1,"1","RNA-binding (RRM/RBD/RNP motifs) family protein [Source:NCBI gene (formerly Entrezgene);Acc:837206]",2135810,2137838,2135810,NA,"Pair_68"
"AT1G07000",-1,"1","exocyst subunit exo70 family protein B2 [Source:NCBI gene (formerly Entrezgene);Acc:837210]",2150158,2152541,2152541,256,"Pair_69"
"AT1G07010",1,"1","Calcineurin-like metallo-phosphoesterase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:837211]",2152798,2155269,2152798,NA,"Pair_69"
"AT1G07060",-1,"1","",2166348,2168397,2168397,163,"Pair_70"
"AT1G07070",1,"1","Ribosomal protein L35Ae family protein [Source:NCBI gene (formerly Entrezgene);Acc:837218]",2168561,2169957,2168561,NA,"Pair_70"
"AT1G07160",-1,"1","Protein phosphatase 2C family protein [Source:NCBI gene (formerly Entrezgene);Acc:837227]",2197854,2199773,2199773,223,"Pair_71"
"AT1G07170",1,"1","PHF5-like protein [Source:NCBI gene (formerly Entrezgene);Acc:837228]",2199997,2201272,2199997,NA,"Pair_71"
"AT1G07230",-1,"1","non-specific phospholipase C1 [Source:NCBI gene (formerly Entrezgene);Acc:837234]",2220181,2223018,2223018,606,"Pair_72"
"AT1G07240",1,"1","UDP-glucosyl transferase 71C5 [Source:NCBI gene (formerly Entrezgene);Acc:837235]",2223625,2225524,2223625,NA,"Pair_72"
"AT1G07360",-1,"1","CCCH-type zinc fingerfamily protein with RNA-binding domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:837248]",2260317,2262923,2262923,113,"Pair_73"
"AT1G07370",1,"1","proliferating cellular nuclear antigen 1 [Source:NCBI gene (formerly Entrezgene);Acc:837249]",2263037,2264553,2263037,NA,"Pair_73"
"AT1G07380",-1,"1","Neutral/alkaline non-lysosomal ceramidase [Source:NCBI gene (formerly Entrezgene);Acc:837250]",2264634,2269121,2269121,500,"Pair_74"
"AT1G07390",1,"1","receptor like protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:837251]",2269622,2274901,2269622,NA,"Pair_74"
"AT1G07450",-1,"1","NAD(P)-binding Rossmann-fold superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:837257]",2287926,2289336,2289336,622,"Pair_75"
"AT1G07460",1,"1","Concanavalin A-like lectin family protein [Source:NCBI gene (formerly Entrezgene);Acc:837258]",2289959,2291101,2289959,NA,"Pair_75"
"AT1G07550",-1,"1","Leucine-rich repeat protein kinase family protein [Source:NCBI gene (formerly Entrezgene);Acc:837269]",2322543,2326570,2326570,744,"Pair_76"
"AT1G07560",1,"1","Leucine-rich repeat protein kinase family protein [Source:NCBI gene (formerly Entrezgene);Acc:837270]",2327315,2331148,2327315,NA,"Pair_76"
"AT1G07645",-1,"1","dessication-induced 1VOC superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:2745745]",2367437,2368436,2368436,396,"Pair_77"
"AT1G07660",1,"1","Histone superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:837279]",2368833,2369735,2368833,NA,"Pair_77"
"AT1G07745",-1,"1","DNA repair RAD51-like protein [Source:NCBI gene (formerly Entrezgene);Acc:837289]",2400589,2402942,2402942,615,"Pair_78"
"AT1G07747",1,"1","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:5007672]",2403558,2403845,2403558,NA,"Pair_78"
"AT1G07780",-1,"1","phosphoribosylanthranilate isomerase 1 [Source:NCBI gene (formerly Entrezgene);Acc:837292]",2409865,2412777,2412777,160,"Pair_79"
"AT1G07790",1,"1","Histone superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:837293]",2412938,2413790,2412938,NA,"Pair_79"
"AT1G07885",-1,"1","",2435858,2436861,2436861,419,"Pair_80"
"AT1G07890",1,"1","ascorbate peroxidase 1 [Source:NCBI gene (formerly Entrezgene);Acc:837304]",2437281,2439665,2437281,NA,"Pair_80"
"AT1G08000",-1,"1","GATA transcription factor 10 [Source:NCBI gene (formerly Entrezgene);Acc:837315]",2483240,2485726,2484910,370,"Pair_81"
"AT1G08005",1,"1","serine/threonine-protein phosphatase 6 regulatory subunit [Source:NCBI gene (formerly Entrezgene);Acc:28716759]",2485281,2485724,2485281,NA,"Pair_81"
"AT1G08270",-1,"1","vacuolar protein sorting-associated protein [Source:NCBI gene (formerly Entrezgene);Acc:837347]",2606269,2607507,2607507,369,"Pair_82"
"AT1G08280",1,"1","Glycosyltransferase family 29 (sialyltransferase) family protein [Source:NCBI gene (formerly Entrezgene);Acc:837348]",2607877,2609971,2607877,NA,"Pair_82"
"AT1G08380",-1,"1","photosystem I subunit O [Source:NCBI gene (formerly Entrezgene);Acc:837358]",2640803,2641934,2641934,137,"Pair_83"
"AT1G08390",1,"1","recQ-mediated instability-like protein [Source:NCBI gene (formerly Entrezgene);Acc:837359]",2642072,2643285,2642072,NA,"Pair_83"
"AT1G08450",-1,"1","calreticulin 3 [Source:NCBI gene (formerly Entrezgene);Acc:837365]",2667798,2671957,2671957,240,"Pair_84"
"AT1G08460",1,"1","histone deacetylase 8 [Source:NCBI gene (formerly Entrezgene);Acc:837366]",2672198,2674721,2672198,NA,"Pair_84"
"AT1G08490",-1,"1","chloroplastic NIFS-like cysteine desulfurase [Source:NCBI gene (formerly Entrezgene);Acc:837370]",2685659,2688658,2688658,221,"Pair_85"
"AT1G08500",1,"1","early nodulin-like protein 18 [Source:NCBI gene (formerly Entrezgene);Acc:837371]",2688880,2690250,2688880,NA,"Pair_85"
"AT1G08610",-1,"1","Pentatricopeptide repeat (PPR) superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:837383]",2733596,2735819,2735819,836,"Pair_86"
"AT1G08620",1,"1","Transcription factor jumonji (jmj) family protein / zinc finger (C5HC2 type) family protein [Source:NCBI gene (formerly Entrezgene);Acc:837384]",2736656,2743881,2736656,NA,"Pair_86"
"AT1G08640",-1,"1","Chloroplast J-like domain 1 [Source:NCBI gene (formerly Entrezgene);Acc:837386]",2748361,2751620,2751620,503,"Pair_87"
"AT1G08650",1,"1","phosphoenolpyruvate carboxylase kinase 1 [Source:NCBI gene (formerly Entrezgene);Acc:837387]",2752124,2753809,2752124,NA,"Pair_87"
"AT1G08670",-1,"1","ENTH/VHS family protein [Source:NCBI gene (formerly Entrezgene);Acc:837389]",2760183,2761599,2761599,984,"Pair_88"
"AT1G08680",1,"1","ARF GAP-like zinc finger-containing protein ZIGA4 [Source:NCBI gene (formerly Entrezgene);Acc:837390]",2762584,2768967,2762584,NA,"Pair_88"
"AT1G08700",-1,"1","Presenilin-1 [Source:NCBI gene (formerly Entrezgene);Acc:837391]",2769615,2771477,2771477,142,"Pair_89"
