"Gene_ID","Strand","Chromosome","Gene_Description","Gene_Start","Gene_End","TSS","Distance","PairID"
"AVESA.00001b.r3.1Ag0001083",1,"1A","",288553679,288569499,288566363,NA,"Pair_11"
"AVESA.00001b.r3.1Ag0001146",-1,"1A","",293974534,293977841,293977841,908,"Pair_12"
"AVESA.00001b.r3.1Ag0001147",1,"1A","",293978750,293987571,293978750,NA,"Pair_12"
"AVESA.00001b.r3.1Ag0001182",-1,"1A","",297890897,297895836,297895836,155,"Pair_13"
"AVESA.00001b.r3.1Ag0001183",1,"1A","",297895992,297898475,297895992,NA,"Pair_13"
"AVESA.00001b.r3.1Ag0001294",-1,"1A","",311275688,311291474,311278390,331,"Pair_14"
"AVESA.00001b.r3.1Ag0001295",1,"1A","",311278722,311283487,311278722,NA,"Pair_14"
"AVESA.00001b.r3.1Ag0001296",-1,"1A","",311347116,311351266,311351266,859,"Pair_15"
"AVESA.00001b.r3.1Ag0001297",1,"1A","",311352126,311355366,311352126,NA,"Pair_15"
"AVESA.00001b.r3.1Ag0001319",-1,"1A","",313549235,313554583,313554583,114,"Pair_16"
"AVESA.00001b.r3.1Ag0001320",1,"1A","",313554698,313558085,313554698,NA,"Pair_16"
"AVESA.00001b.r3.1Ag0001382",-1,"1A","",320210657,320235244,320224630,175,"Pair_17"
"AVESA.00001b.r3.1Ag0001383",1,"1A","",320224806,320228450,320224806,NA,"Pair_17"
"AVESA.00001b.r3.1Ag0001393",-1,"1A","",321217400,321220012,321220012,519,"Pair_18"
"AVESA.00001b.r3.1Ag0001394",1,"1A","",321220532,321224611,321220532,NA,"Pair_18"
"AVESA.00001b.r3.1Ag0001430",-1,"1A","",325191747,325194669,325194669,231,"Pair_19"
"AVESA.00001b.r3.1Ag0001431",1,"1A","",325194901,325196830,325194901,NA,"Pair_19"
"AVESA.00001b.r3.1Ag0001433",-1,"1A","",325429912,325434925,325434925,104,"Pair_20"
"AVESA.00001b.r3.1Ag0001434",1,"1A","",325435030,325443126,325435030,NA,"Pair_20"
"AVESA.00001b.r3.1Ag0001484",-1,"1A","",329576552,329580391,329580391,104,"Pair_21"
"AVESA.00001b.r3.1Ag0001485",1,"1A","",329580496,329598016,329580496,NA,"Pair_21"
"AVESA.00001b.r3.1Ag0001621",-1,"1A","",343031263,343037987,343037987,864,"Pair_22"
"AVESA.00001b.r3.1Ag0001622",1,"1A","",343038852,343040375,343038852,NA,"Pair_22"
"AVESA.00001b.r3.1Ag0001682",-1,"1A","",351598319,351604992,351604992,516,"Pair_23"
"AVESA.00001b.r3.1Ag0001683",1,"1A","",351605509,351607260,351605509,NA,"Pair_23"
"AVESA.00001b.r3.1Ag0001731",-1,"1A","",355191644,355196743,355196743,158,"Pair_24"
"AVESA.00001b.r3.1Ag0001732",1,"1A","",355196902,355206127,355196902,NA,"Pair_24"
"AVESA.00001b.r3.1Ag0001841",-1,"1A","",362291402,362297641,362297641,627,"Pair_25"
"AVESA.00001b.r3.1Ag0001842",1,"1A","",362298269,362301202,362298269,NA,"Pair_25"
"AVESA.00001b.r3.1Ag0002014",-1,"1A","",373038686,373042603,373042603,137,"Pair_26"
"AVESA.00001b.r3.1Ag0002015",1,"1A","",373042741,373045291,373042741,NA,"Pair_26"
"AVESA.00001b.r3.1Ag0002023",-1,"1A","",373358378,373362509,373362509,117,"Pair_27"
"AVESA.00001b.r3.1Ag0002024",1,"1A","",373362627,373364793,373362627,NA,"Pair_27"
"AVESA.00001b.r3.1Ag0002110",-1,"1A","",377949133,377956144,377956144,178,"Pair_28"
"AVESA.00001b.r3.1Ag0002111",1,"1A","",377956323,377961532,377956323,NA,"Pair_28"
"AVESA.00001b.r3.1Ag0002114",-1,"1A","",378296897,378297763,378297763,805,"Pair_29"
"AVESA.00001b.r3.1Ag0002115",1,"1A","",378298569,378304437,378298569,NA,"Pair_29"
"AVESA.00001b.r3.1Ag0002306",-1,"1A","",395179863,395185096,395185096,271,"Pair_30"
"AVESA.00001b.r3.1Ag0002307",1,"1A","",395185368,395187178,395185368,NA,"Pair_30"
"AVESA.00001b.r3.1Ag0002397",-1,"1A","",402370882,402377603,402377603,238,"Pair_31"
"AVESA.00001b.r3.1Ag0002398",1,"1A","",402377842,402380984,402377842,NA,"Pair_31"
"AVESA.00001b.r3.1Ag0002470",-1,"1A","",406874418,406881395,406881395,270,"Pair_32"
"AVESA.00001b.r3.1Ag0002471",1,"1A","",406881666,406884865,406881666,NA,"Pair_32"
"AVESA.00001b.r3.1Ag0002493",-1,"1A","",408145924,408148143,408148143,324,"Pair_33"
"AVESA.00001b.r3.1Ag0002494",1,"1A","",408148468,408160838,408148468,NA,"Pair_33"
"AVESA.00001b.r3.1Ag0002643",-1,"1A","",420451111,420455007,420455007,213,"Pair_34"
"AVESA.00001b.r3.1Ag0002644",1,"1A","",420455221,420460887,420455221,NA,"Pair_34"
"AVESA.00001b.r3.1Ag0002693",-1,"1A","",425418737,425422936,425422936,154,"Pair_35"
"AVESA.00001b.r3.1Ag0002694",1,"1A","",425423091,425425788,425423091,NA,"Pair_35"
"AVESA.00001b.r3.1Ag0002831",-1,"1A","",448087287,448092521,448092521,146,"Pair_36"
"AVESA.00001b.r3.1Ag0002832",1,"1A","",448092668,448095947,448092668,NA,"Pair_36"
"AVESA.00001b.r3.1Ag0002950",-1,"1A","",463749470,463752609,463752609,173,"Pair_37"
"AVESA.00001b.r3.1Ag0002951",1,"1A","",463752783,463754601,463752783,NA,"Pair_37"
"AVESA.00001b.r3.1Ag0003086",-1,"1A","",479624778,479628299,479628299,537,"Pair_38"
"AVESA.00001b.r3.1Ag0003087",1,"1A","",479628837,479635100,479628837,NA,"Pair_38"
"AVESA.00001b.r3.1Ag0003143",-1,"1A","",485324980,485331708,485331708,450,"Pair_39"
"AVESA.00001b.r3.1Ag0003144",1,"1A","",485332159,485335845,485332159,NA,"Pair_39"
"AVESA.00001b.r3.1Ag0003328",-1,"1A","",506321748,506325119,506325119,254,"Pair_40"
"AVESA.00001b.r3.1Ag0003329",1,"1A","",506325374,506328150,506325374,NA,"Pair_40"
"AVESA.00001b.r3.1Ag0003408",-1,"1A","",513687859,513691968,513691968,249,"Pair_41"
"AVESA.00001b.r3.1Ag0003409",1,"1A","",513692218,513700047,513692218,NA,"Pair_41"
"AVESA.00001b.r3.1Ag0003428",-1,"1A","",515424509,515427403,515427403,175,"Pair_42"
"AVESA.00001b.r3.1Ag0003429",1,"1A","",515427579,515428543,515427579,NA,"Pair_42"
"AVESA.00001b.r3.1Ag0003460",-1,"1A","",517352229,517357641,517357641,483,"Pair_43"
"AVESA.00001b.r3.1Ag0003461",1,"1A","",517358125,517361181,517358125,NA,"Pair_43"
"AVESA.00001b.r3.1Ag0003528",-1,"1A","",522443522,522447484,522447484,121,"Pair_44"
"AVESA.00001b.r3.1Ag0003529",1,"1A","",522447606,522450375,522447606,NA,"Pair_44"
"AVESA.00001b.r3.1Ag0003532",-1,"1A","",522591892,522593472,522593472,231,"Pair_45"
"AVESA.00001b.r3.1Ag0003533",1,"1A","",522593704,522595828,522593704,NA,"Pair_45"
"AVESA.00001b.r3.1Ag0003573",-1,"1A","",525167494,525170760,525170760,150,"Pair_46"
"AVESA.00001b.r3.1Ag0003574",1,"1A","",525170911,525175718,525170911,NA,"Pair_46"
"AVESA.00001b.r3.1Ag0003613",-1,"1A","",527032959,527036865,527036865,136,"Pair_47"
"AVESA.00001b.r3.1Ag0003614",1,"1A","",527037002,527043053,527037002,NA,"Pair_47"
"AVESA.00001b.r3.1Ag0003749",-1,"1A","",540494994,540497196,540497196,132,"Pair_48"
"AVESA.00001b.r3.1Ag0003750",1,"1A","",540497329,540503747,540497329,NA,"Pair_48"
"AVESA.00001b.r3.1Cg0000028",-1,"1C","",5107888,5111718,5111718,126,"Pair_49"
"AVESA.00001b.r3.1Cg0000029",1,"1C","",5111845,5116604,5111845,NA,"Pair_49"
"AVESA.00001b.r3.1Cg0000072",-1,"1C","",7643517,7651073,7651073,490,"Pair_50"
"AVESA.00001b.r3.1Cg0000073",1,"1C","",7651564,7653503,7651564,NA,"Pair_50"
"AVESA.00001b.r3.1Cg0000110",-1,"1C","",9730884,9739706,9739706,329,"Pair_51"
"AVESA.00001b.r3.1Cg0000111",1,"1C","",9740036,9743587,9740036,NA,"Pair_51"
"AVESA.00001b.r3.1Cg0000140",-1,"1C","",11983988,11991019,11986863,164,"Pair_52"
"AVESA.00001b.r3.1Cg0000141",1,"1C","",11987028,11989954,11987028,NA,"Pair_52"
"AVESA.00001b.r3.1Cg0000158",-1,"1C","",12934378,12938064,12938064,117,"Pair_53"
"AVESA.00001b.r3.1Cg0000159",1,"1C","",12938182,12944020,12938182,NA,"Pair_53"
"AVESA.00001b.r3.1Cg0000161",-1,"1C","",13138439,13143214,13143214,492,"Pair_54"
"AVESA.00001b.r3.1Cg0000163",1,"1C","",13143707,13147503,13143707,NA,"Pair_54"
"AVESA.00001b.r3.1Cg0000213",-1,"1C","",17292818,17300845,17300845,486,"Pair_55"
"AVESA.00001b.r3.1Cg0000214",1,"1C","",17301332,17310197,17301332,NA,"Pair_55"
"AVESA.00001b.r3.1Cg0000218",-1,"1C","",17737260,17738302,17738302,663,"Pair_56"
"AVESA.00001b.r3.1Cg0000219",1,"1C","",17738966,17739958,17738966,NA,"Pair_56"
"AVESA.00001b.r3.1Cg0000223",-1,"1C","",17850174,17856487,17852646,232,"Pair_57"
"AVESA.00001b.r3.1Cg0000224",1,"1C","",17852879,17855852,17852879,NA,"Pair_57"
"AVESA.00001b.r3.1Cg0000273",-1,"1C","",20522427,20531736,20526595,717,"Pair_58"
"AVESA.00001b.r3.1Cg0000274",1,"1C","",20527313,20530725,20527313,NA,"Pair_58"
"AVESA.00001b.r3.1Cg0000413",-1,"1C","",34914130,34936407,34924378,976,"Pair_59"
"AVESA.00001b.r3.1Cg0000414",1,"1C","",34925355,34927689,34925355,NA,"Pair_59"
"AVESA.00001b.r3.1Cg0000592",-1,"1C","",61451052,61453573,61453573,533,"Pair_60"
"AVESA.00001b.r3.1Cg0000593",1,"1C","",61454107,61456235,61454107,NA,"Pair_60"
"AVESA.00001b.r3.1Cg0000634",-1,"1C","",69688285,69693601,69692349,505,"Pair_61"
"AVESA.00001b.r3.1Cg0000635",1,"1C","",69692855,69695859,69692855,NA,"Pair_61"
"AVESA.00001b.r3.1Cg0000838",-1,"1C","",168449564,168456540,168456540,360,"Pair_62"
"AVESA.00001b.r3.1Cg0000839",1,"1C","",168456901,168464744,168456901,NA,"Pair_62"
"AVESA.00001b.r3.1Cg0000932",-1,"1C","",226373830,226380729,226380729,345,"Pair_63"
"AVESA.00001b.r3.1Cg0000933",1,"1C","",226381075,226386656,226381075,NA,"Pair_63"
"AVESA.00001b.r3.1Cg0000947",-1,"1C","",231390075,231425092,231425092,792,"Pair_64"
"AVESA.00001b.r3.1Cg0000949",1,"1C","",231425885,231436084,231425885,NA,"Pair_64"
"AVESA.00001b.r3.1Cg0000994",-1,"1C","",255098200,255108330,255108330,379,"Pair_65"
"AVESA.00001b.r3.1Cg0000995",1,"1C","",255108710,255112623,255108710,NA,"Pair_65"
"AVESA.00001b.r3.1Cg0001200",-1,"1C","",328580459,328585791,328585791,161,"Pair_66"
"AVESA.00001b.r3.1Cg0001201",1,"1C","",328585953,328589334,328585953,NA,"Pair_66"
"AVESA.00001b.r3.1Cg0001224",-1,"1C","",332048909,332052197,332052197,960,"Pair_67"
"AVESA.00001b.r3.1Cg0001225",1,"1C","",332053158,332056270,332053158,NA,"Pair_67"
"AVESA.00001b.r3.1Cg0001275",-1,"1C","",343779653,343782578,343782578,323,"Pair_68"
"AVESA.00001b.r3.1Cg0001276",1,"1C","",343782902,343786015,343782902,NA,"Pair_68"
"AVESA.00001b.r3.1Cg0001322",-1,"1C","",351916330,351928165,351923577,400,"Pair_69"
"AVESA.00001b.r3.1Cg0001323",1,"1C","",351923978,351928459,351923978,NA,"Pair_69"
"AVESA.00001b.r3.1Cg0001381",-1,"1C","",368655912,368658211,368658211,218,"Pair_70"
"AVESA.00001b.r3.1Cg0001382",1,"1C","",368658430,368664829,368658430,NA,"Pair_70"
"AVESA.00001b.r3.1Cg0001604",-1,"1C","",414584208,414588306,414587532,193,"Pair_71"
"AVESA.00001b.r3.1Cg0001605",1,"1C","",414587726,414589484,414587726,NA,"Pair_71"
"AVESA.00001b.r3.1Dg0000002",-1,"1D","",941925,944683,944683,317,"Pair_72"
"AVESA.00001b.r3.1Dg0000003",1,"1D","",943834,946488,945001,NA,"Pair_72"
"AVESA.00001b.r3.1Dg0000176",-1,"1D","",21589472,21594863,21594863,275,"Pair_73"
"AVESA.00001b.r3.1Dg0000177",1,"1D","",21595139,21597687,21595139,NA,"Pair_73"
"AVESA.00001b.r3.1Dg0000304",-1,"1D","",82902626,82905919,82905919,477,"Pair_74"
"AVESA.00001b.r3.1Dg0000305",1,"1D","",82906397,82909911,82906397,NA,"Pair_74"
"AVESA.00001b.r3.1Dg0000562",-1,"1D","",204591131,204594577,204594577,533,"Pair_75"
"AVESA.00001b.r3.1Dg0000563",1,"1D","",204595111,204599934,204595111,NA,"Pair_75"
"AVESA.00001b.r3.1Dg0000575",-1,"1D","",206935497,206940444,206940444,156,"Pair_76"
"AVESA.00001b.r3.1Dg0000576",1,"1D","",206940601,206943905,206940601,NA,"Pair_76"
"AVESA.00001b.r3.1Dg0000662",-1,"1D","",222623202,222628410,222628410,122,"Pair_77"
"AVESA.00001b.r3.1Dg0000663",1,"1D","",222628533,222630981,222628533,NA,"Pair_77"
"AVESA.00001b.r3.1Dg0000668",-1,"1D","",223898909,223904021,223904021,142,"Pair_78"
"AVESA.00001b.r3.1Dg0000669",1,"1D","",223904164,223906370,223904164,NA,"Pair_78"
"AVESA.00001b.r3.1Dg0000719",-1,"1D","",231555558,231557588,231557588,265,"Pair_79"
"AVESA.00001b.r3.1Dg0000720",1,"1D","",231557854,231567375,231557854,NA,"Pair_79"
"AVESA.00001b.r3.1Dg0000838",-1,"1D","",249665026,249668641,249668641,451,"Pair_80"
"AVESA.00001b.r3.1Dg0000839",1,"1D","",249669093,249672699,249669093,NA,"Pair_80"
"AVESA.00001b.r3.1Dg0000935",-1,"1D","",266831300,266835086,266834386,412,"Pair_81"
"AVESA.00001b.r3.1Dg0000936",1,"1D","",266834799,266840720,266834799,NA,"Pair_81"
"AVESA.00001b.r3.1Dg0000935",-1,"1D","",266831300,266835086,266835086,117,"Pair_82"
"AVESA.00001b.r3.1Dg0000936",1,"1D","",266834799,266840720,266835204,NA,"Pair_82"
"AVESA.00001b.r3.1Dg0000964",-1,"1D","",269105818,269108820,269108820,109,"Pair_83"
"AVESA.00001b.r3.1Dg0000965",1,"1D","",269108930,269111071,269108930,NA,"Pair_83"
"AVESA.00001b.r3.1Dg0000970",-1,"1D","",270300455,270304134,270304134,221,"Pair_84"
"AVESA.00001b.r3.1Dg0000971",1,"1D","",270304356,270311716,270304356,NA,"Pair_84"
"AVESA.00001b.r3.1Dg0001310",-1,"1D","",306337160,306338450,306338450,775,"Pair_85"
"AVESA.00001b.r3.1Dg0001311",1,"1D","",306339226,306342452,306339226,NA,"Pair_85"
"AVESA.00001b.r3.1Dg0001332",-1,"1D","",308064180,308069581,308069581,116,"Pair_86"
"AVESA.00001b.r3.1Dg0001333",1,"1D","",308069698,308073051,308069698,NA,"Pair_86"
"AVESA.00001b.r3.1Dg0001441",-1,"1D","",319592826,319596428,319596428,186,"Pair_87"
"AVESA.00001b.r3.1Dg0001442",1,"1D","",319596615,319598660,319596615,NA,"Pair_87"
"AVESA.00001b.r3.1Dg0001831",-1,"1D","",346375601,346378641,346378641,234,"Pair_88"
"AVESA.00001b.r3.1Dg0001832",1,"1D","",346378876,346381752,346378876,NA,"Pair_88"
"AVESA.00001b.r3.1Dg0001892",-1,"1D","",350065617,350070334,350070334,484,"Pair_89"
"AVESA.00001b.r3.1Dg0001893",1,"1D","",350070819,350074301,350070819,NA,"Pair_89"
"AVESA.00001b.r3.1Dg0001896",-1,"1D","",350200363,350206366,350206366,491,"Pair_90"
"AVESA.00001b.r3.1Dg0001897",1,"1D","",350206858,350214416,350206858,NA,"Pair_90"
"AVESA.00001b.r3.1Dg0001941",-1,"1D","",352305486,352308140,352308140,171,"Pair_91"
"AVESA.00001b.r3.1Dg0001942",1,"1D","",352308312,352309273,352308312,NA,"Pair_91"
"AVESA.00001b.r3.1Dg0001962",-1,"1D","",353414860,353418863,353418863,411,"Pair_92"
"AVESA.00001b.r3.1Dg0001961",1,"1D","",353402151,353422223,353419275,NA,"Pair_92"
"AVESA.00001b.r3.1Dg0002034",-1,"1D","",357177018,357179070,357179070,247,"Pair_93"
"AVESA.00001b.r3.1Dg0002035",1,"1D","",357179318,357183274,357179318,NA,"Pair_93"
"AVESA.00001b.r3.1Dg0002040",-1,"1D","",357327104,357331167,357331167,119,"Pair_94"
"AVESA.00001b.r3.1Dg0002041",1,"1D","",357331287,357333789,357331287,NA,"Pair_94"
"AVESA.00001b.r3.1Dg0002083",-1,"1D","",359363319,359369547,359369547,115,"Pair_95"
"AVESA.00001b.r3.1Dg0002084",1,"1D","",359369663,359374642,359369663,NA,"Pair_95"
"AVESA.00001b.r3.1Dg0002388",-1,"1D","",381169943,381178358,381172998,443,"Pair_96"
"AVESA.00001b.r3.1Dg0002389",1,"1D","",381173442,381177642,381173442,NA,"Pair_96"
"AVESA.00001b.r3.1Dg0002459",-1,"1D","",387133149,387139385,387139385,187,"Pair_97"
"AVESA.00001b.r3.1Dg0002460",1,"1D","",387139573,387149441,387139573,NA,"Pair_97"
"AVESA.00001b.r3.1Dg0002523",-1,"1D","",391884981,391888411,391888411,534,"Pair_98"
"AVESA.00001b.r3.1Dg0002524",1,"1D","",391888946,391892778,391888946,NA,"Pair_98"
"AVESA.00001b.r3.1Dg0002548",-1,"1D","",393880988,393883908,393883908,560,"Pair_99"
"AVESA.00001b.r3.1Dg0002549",1,"1D","",393884469,393888519,393884469,NA,"Pair_99"
"AVESA.00001b.r3.1Dg0002623",-1,"1D","",399609117,399615098,399615098,290,"Pair_100"
"AVESA.00001b.r3.1Dg0002624",1,"1D","",399615389,399624059,399615389,NA,"Pair_100"
"AVESA.00001b.r3.1Dg0002785",-1,"1D","",421555094,421559146,421559146,333,"Pair_101"
"AVESA.00001b.r3.1Dg0002786",1,"1D","",421559480,421564949,421559480,NA,"Pair_101"
"AVESA.00001b.r3.1Dg0002890",-1,"1D","",430060165,430064682,430064682,227,"Pair_102"
"AVESA.00001b.r3.1Dg0002891",1,"1D","",430064910,430068012,430064910,NA,"Pair_102"
"AVESA.00001b.r3.1Dg0003047",-1,"1D","",439924261,439928413,439928413,561,"Pair_103"
"AVESA.00001b.r3.1Dg0003048",1,"1D","",439928975,439932869,439928975,NA,"Pair_103"
"AVESA.00001b.r3.1Dg0003379",-1,"1D","",461438487,461441729,461441729,106,"Pair_104"
"AVESA.00001b.r3.1Dg0003380",1,"1D","",461441836,461447705,461441836,NA,"Pair_104"
"AVESA.00001b.r3.1Dg0003517",-1,"1D","",469867921,469875723,469871226,565,"Pair_105"
"AVESA.00001b.r3.1Dg0003518",1,"1D","",469871792,469875159,469871792,NA,"Pair_105"
"AVESA.00001b.r3.1Dg0003614",-1,"1D","",475986180,475988956,475988956,217,"Pair_106"
"AVESA.00001b.r3.1Dg0003615",1,"1D","",475989174,475993018,475989174,NA,"Pair_106"
"AVESA.00001b.r3.1Dg0003636",-1,"1D","",477376745,477381893,477381893,186,"Pair_107"
"AVESA.00001b.r3.1Dg0003637",1,"1D","",477382080,477387609,477382080,NA,"Pair_107"
"AVESA.00001b.r3.1Dg0003692",-1,"1D","",483257543,483263278,483261781,647,"Pair_108"
"AVESA.00001b.r3.1Dg0003693",1,"1D","",483262429,483266553,483262429,NA,"Pair_108"
"AVESA.00001b.r3.1Dg0003705",-1,"1D","",484117024,484118821,484118821,198,"Pair_109"
"AVESA.00001b.r3.1Dg0003706",1,"1D","",484119020,484121650,484119020,NA,"Pair_109"
"AVESA.00001b.r3.2Ag0000044",-1,"2A","",6137818,6140743,6140743,189,"Pair_110"
"AVESA.00001b.r3.2Ag0000045",1,"2A","",6140933,6145145,6140933,NA,"Pair_110"
"AVESA.00001b.r3.2Ag0000111",-1,"2A","",18205569,18210816,18210816,103,"Pair_111"
"AVESA.00001b.r3.2Ag0000112",1,"2A","",18210791,18220493,18210920,NA,"Pair_111"
"AVESA.00001b.r3.2Ag0000130",-1,"2A","",22697800,22704409,22704409,115,"Pair_112"
"AVESA.00001b.r3.2Ag0000131",1,"2A","",22704525,22709684,22704525,NA,"Pair_112"
"AVESA.00001b.r3.2Ag0000164",-1,"2A","",35661577,35665445,35665445,137,"Pair_113"
"AVESA.00001b.r3.2Ag0000165",1,"2A","",35665583,35668345,35665583,NA,"Pair_113"
"AVESA.00001b.r3.2Ag0000169",-1,"2A","",36850136,36855860,36855860,198,"Pair_114"
"AVESA.00001b.r3.2Ag0000170",1,"2A","",36856059,36861807,36856059,NA,"Pair_114"
"AVESA.00001b.r3.2Ag0000210",-1,"2A","",52832537,52835797,52835797,157,"Pair_115"
"AVESA.00001b.r3.2Ag0000211",1,"2A","",52835955,52843849,52835955,NA,"Pair_115"
"AVESA.00001b.r3.2Ag0000213",-1,"2A","",53260723,53264260,53264260,183,"Pair_116"
"AVESA.00001b.r3.2Ag0000214",1,"2A","",53264444,53273825,53264444,NA,"Pair_116"
"AVESA.00001b.r3.2Ag0000228",-1,"2A","",57162701,57167885,57167885,418,"Pair_117"
"AVESA.00001b.r3.2Ag0000229",1,"2A","",57168304,57170605,57168304,NA,"Pair_117"
"AVESA.00001b.r3.2Ag0000256",-1,"2A","",66747307,66751122,66751122,441,"Pair_118"
"AVESA.00001b.r3.2Ag0000257",1,"2A","",66751564,66755222,66751564,NA,"Pair_118"
"AVESA.00001b.r3.2Ag0000262",-1,"2A","",68021488,68025621,68025621,939,"Pair_119"
"AVESA.00001b.r3.2Ag0000263",1,"2A","",68026561,68033624,68026561,NA,"Pair_119"
"AVESA.00001b.r3.2Ag0000307",-1,"2A","",94202955,94212143,94212143,320,"Pair_120"
"AVESA.00001b.r3.2Ag0000308",1,"2A","",94212464,94218772,94212464,NA,"Pair_120"
"AVESA.00001b.r3.2Ag0000484",-1,"2A","",180441704,180445975,180445975,889,"Pair_121"
"AVESA.00001b.r3.2Ag0000485",1,"2A","",180446865,180450374,180446865,NA,"Pair_121"
"AVESA.00001b.r3.2Ag0000573",-1,"2A","",216283860,216289640,216285699,421,"Pair_122"
"AVESA.00001b.r3.2Ag0000574",1,"2A","",216286121,216289938,216286121,NA,"Pair_122"
"AVESA.00001b.r3.2Ag0000954",-1,"2A","",283965556,283968018,283968018,113,"Pair_123"
"AVESA.00001b.r3.2Ag0000955",1,"2A","",283968132,283974296,283968132,NA,"Pair_123"
"AVESA.00001b.r3.2Ag0001115",-1,"2A","",306402574,306405935,306405935,395,"Pair_124"
"AVESA.00001b.r3.2Ag0001116",1,"2A","",306406331,306412925,306406331,NA,"Pair_124"
"AVESA.00001b.r3.2Ag0001380",-1,"2A","",336064443,336066602,336066602,360,"Pair_125"
"AVESA.00001b.r3.2Ag0001381",1,"2A","",336066963,336070592,336066963,NA,"Pair_125"
"AVESA.00001b.r3.2Ag0001525",-1,"2A","",348114327,348127549,348127549,118,"Pair_126"
"AVESA.00001b.r3.2Ag0001526",1,"2A","",348127668,348131422,348127668,NA,"Pair_126"
"AVESA.00001b.r3.2Ag0001579",-1,"2A","",351546519,351553875,351553040,302,"Pair_127"
"AVESA.00001b.r3.2Ag0001580",1,"2A","",351553343,351560204,351553343,NA,"Pair_127"
"AVESA.00001b.r3.2Ag0001591",-1,"2A","",352775500,352780111,352780111,122,"Pair_128"
"AVESA.00001b.r3.2Ag0001592",1,"2A","",352780234,352785915,352780234,NA,"Pair_128"
"AVESA.00001b.r3.2Ag0001630",-1,"2A","",355784988,355787816,355787816,172,"Pair_129"
"AVESA.00001b.r3.2Ag0001631",1,"2A","",355787989,355791191,355787989,NA,"Pair_129"
"AVESA.00001b.r3.2Ag0001726",-1,"2A","",361409585,361412812,361412812,210,"Pair_130"
"AVESA.00001b.r3.2Ag0001727",1,"2A","",361413023,361429090,361413023,NA,"Pair_130"
"AVESA.00001b.r3.2Ag0001742",-1,"2A","",362912163,362914034,362914034,154,"Pair_131"
"AVESA.00001b.r3.2Ag0001743",1,"2A","",362914189,362920346,362914189,NA,"Pair_131"
"AVESA.00001b.r3.2Ag0001784",-1,"2A","",365622557,365626811,365626811,163,"Pair_132"
"AVESA.00001b.r3.2Ag0001785",1,"2A","",365626975,365631826,365626975,NA,"Pair_132"
"AVESA.00001b.r3.2Ag0001885",-1,"2A","",373356596,373359461,373359461,154,"Pair_133"
"AVESA.00001b.r3.2Ag0001884",1,"2A","",373352884,373365038,373359616,NA,"Pair_133"
"AVESA.00001b.r3.2Ag0002194",-1,"2A","",392689616,392692878,392692878,132,"Pair_134"
"AVESA.00001b.r3.2Ag0002195",1,"2A","",392693011,392699203,392693011,NA,"Pair_134"
"AVESA.00001b.r3.2Ag0002208",-1,"2A","",393785306,393787714,393787714,233,"Pair_135"
"AVESA.00001b.r3.2Ag0002209",1,"2A","",393787948,393799848,393787948,NA,"Pair_135"
"AVESA.00001b.r3.2Ag0002332",-1,"2A","",402300807,402303544,402303544,504,"Pair_136"
"AVESA.00001b.r3.2Ag0002333",1,"2A","",402304049,402308198,402304049,NA,"Pair_136"
