"Gene_ID","Strand","Chromosome","Gene_Description","Gene_Start","Gene_End","TSS","Distance","PairID"
"A01p005370.1_BraROA",1,"A01","",2299064,2300356,2299064,NA,"Pair_33"
"A01p005400.1_BraROA",-1,"A01","",2314609,2315068,2315068,770,"Pair_34"
"A01p005410.1_BraROA",1,"A01","",2315839,2320143,2315839,NA,"Pair_34"
"A01p005430.1_BraROA",-1,"A01","Peptidyl-prolyl cis-trans isomerase CYP57 [Source:Projected from Arabidopsis thaliana (AT4G33060) UniProtKB/Swiss-Prot;Acc:Q6Q152]",2327411,2330323,2330323,700,"Pair_35"
"A01p005440.1_BraROA",1,"A01","",2331024,2333431,2331024,NA,"Pair_35"
"A01p005580.1_BraROA",-1,"A01","Nuclear pore complex protein NUP85 [Source:Projected from Arabidopsis thaliana (AT4G32910) UniProtKB/Swiss-Prot;Acc:Q8RXH2]",2407507,2411275,2411275,497,"Pair_36"
"A01p005590.1_BraROA",1,"A01","",2411773,2413595,2411773,NA,"Pair_36"
"A01p005750.1_BraROA",-1,"A01","",2996550,3000597,3000597,846,"Pair_37"
"A01p005770.1_BraROA",1,"A01","",3001444,3008422,3001444,NA,"Pair_37"
"A01p006150.1_BraROA",-1,"A01","Pentatricopeptide repeat-containing protein At4g32430, mitochondrial [Source:Projected from Arabidopsis thaliana (AT4G32430) UniProtKB/Swiss-Prot;Acc:Q84MA3]",3164485,3166803,3166803,604,"Pair_38"
"A01p006160.1_BraROA",1,"A01","Peptidyl-prolyl cis-trans isomerase CYP95 [Source:Projected from Arabidopsis thaliana (AT4G32420) UniProtKB/Swiss-Prot;Acc:Q8RWY7]",3167408,3171642,3167408,NA,"Pair_38"
"A01p006320.1_BraROA",-1,"A01","",3225147,3226379,3226379,472,"Pair_39"
"A01g500830.1_BraROA",1,"A01","",3226852,3227409,3226852,NA,"Pair_39"
"A01p006640.1_BraROA",-1,"A01","",3376595,3377233,3377233,660,"Pair_40"
"A01p006650.1_BraROA",1,"A01","",3377894,3378196,3377894,NA,"Pair_40"
"A01p006970.1_BraROA",-1,"A01","",3509900,3513112,3513112,794,"Pair_41"
"A01p006980.1_BraROA",1,"A01","",3513907,3515214,3513907,NA,"Pair_41"
"A01p007350.1_BraROA",-1,"A01","",3644860,3645980,3645980,389,"Pair_42"
"A01p007360.1_BraROA",1,"A01","",3646370,3648217,3646370,NA,"Pair_42"
"A01p007750.1_BraROA",-1,"A01","",3769537,3774242,3774242,636,"Pair_43"
"A01p007760.1_BraROA",1,"A01","",3774879,3775205,3774879,NA,"Pair_43"
"A01p007910.1_BraROA",-1,"A01","AT4G30480 protein [Source:Projected from Arabidopsis thaliana (AT4G30480) UniProtKB/TrEMBL;Acc:Q9M0B2]",3834868,3835429,3835429,717,"Pair_44"
"A01p007920.1_BraROA",1,"A01","",3836147,3836641,3836147,NA,"Pair_44"
"A01p008630.1_BraROA",-1,"A01","",4178430,4179577,4179577,377,"Pair_45"
"A01p008650.1_BraROA",1,"A01","MAP kinase kinase 2 [Source:Projected from Arabidopsis thaliana (AT4G29810) TAIR;Acc:AT4G29810]",4179955,4184645,4179955,NA,"Pair_45"
"A01p008830.1_BraROA",-1,"A01","",4278363,4279435,4279435,473,"Pair_46"
"A01g501150.1_BraROA",1,"A01","",4279909,4281431,4279909,NA,"Pair_46"
"A01p008860.1_BraROA",-1,"A01","",4281692,4287380,4287380,717,"Pair_47"
"A01p008880.1_BraROA",1,"A01","",4288098,4288736,4288098,NA,"Pair_47"
"A01p008950.1_BraROA",-1,"A01","40S ribosomal protein S15a-5 [Source:Projected from Arabidopsis thaliana (AT4G29430) UniProtKB/Swiss-Prot;Acc:Q9M0E0]",4303863,4304727,4304727,235,"Pair_48"
"A01p008960.1_BraROA",1,"A01","",4304963,4306847,4304963,NA,"Pair_48"
"A01p009340.1_BraROA",-1,"A01","",4516334,4524470,4524470,700,"Pair_49"
"A01p009350.1_BraROA",1,"A01","",4525171,4527422,4525171,NA,"Pair_49"
"A01p009550.1_BraROA",-1,"A01","",4610627,4611933,4611933,259,"Pair_50"
"A01p009560.1_BraROA",1,"A01","",4612193,4613458,4612193,NA,"Pair_50"
"A01p009910.1_BraROA",-1,"A01","",4805889,4807550,4807550,471,"Pair_51"
"A01p009920.1_BraROA",1,"A01","",4808022,4813262,4808022,NA,"Pair_51"
"A01p010050.1_BraROA",-1,"A01","",4902693,4904141,4904141,555,"Pair_52"
"A01p010060.1_BraROA",1,"A01","",4904697,4906363,4904697,NA,"Pair_52"
"A01p010270.1_BraROA",-1,"A01","",5010129,5011678,5011678,930,"Pair_53"
"A01p010280.1_BraROA",1,"A01","",5012609,5013939,5012609,NA,"Pair_53"
"A01p010630.1_BraROA",-1,"A01","Phytochrome E [Source:Projected from Arabidopsis thaliana (AT4G18130) UniProtKB/Swiss-Prot;Acc:P42498]",5202542,5206064,5206064,545,"Pair_54"
"A01p010640.1_BraROA",1,"A01","",5206610,5206904,5206610,NA,"Pair_54"
"A01p010750.1_BraROA",-1,"A01","",5239810,5240895,5240895,625,"Pair_55"
"A01g501360.1_BraROA",1,"A01","",5241521,5241838,5241521,NA,"Pair_55"
"A01p011050.1_BraROA",-1,"A01","",5379649,5380826,5380826,302,"Pair_56"
"A01p011060.1_BraROA",1,"A01","",5381129,5385615,5381129,NA,"Pair_56"
"A01g501460.1_BraROA",-1,"A01","",5488787,5489998,5489998,381,"Pair_57"
"A01g501470.1_BraROA",1,"A01","",5490380,5493988,5490380,NA,"Pair_57"
"A01g501480.1_BraROA",-1,"A01","",5495680,5496540,5496540,121,"Pair_58"
"A01p011290.1_BraROA",1,"A01","RCAR7 [Source:Projected from Arabidopsis thaliana (AT4G18620) UniProtKB/TrEMBL;Acc:A0A178V4P0]",5496662,5497162,5496662,NA,"Pair_58"
"A01p011410.1_BraROA",-1,"A01","",5542427,5543420,5543420,183,"Pair_59"
"A01p011420.1_BraROA",1,"A01","Pentatricopeptide repeat-containing protein DOT4, chloroplastic [Source:Projected from Arabidopsis thaliana (AT4G18750) UniProtKB/Swiss-Prot;Acc:Q9SN39]",5543604,5546210,5543604,NA,"Pair_59"
"A01p011840.1_BraROA",-1,"A01","",5737104,5739566,5739566,362,"Pair_60"
"A01p011850.1_BraROA",1,"A01","",5739929,5742447,5739929,NA,"Pair_60"
"A01p011920.1_BraROA",-1,"A01","At4g19350 [Source:Projected from Arabidopsis thaliana (AT4G19350) UniProtKB/TrEMBL;Acc:Q8LAF5]",5802587,5804156,5804156,347,"Pair_61"
"A01p011930.1_BraROA",1,"A01","",5804504,5805762,5804504,NA,"Pair_61"
"A01g501590.1_BraROA",-1,"A01","",5880882,5881545,5881545,193,"Pair_62"
"A01g501600.1_BraROA",1,"A01","Ethylene-responsive transcription factor 4 [Source:Projected from Arabidopsis thaliana (AT3G15210) UniProtKB/Swiss-Prot;Acc:O80340]",5881739,5882326,5881739,NA,"Pair_62"
"A01p012500.1_BraROA",-1,"A01","",6138361,6139546,6139546,326,"Pair_63"
"A01g501700.1_BraROA",1,"A01","",6139873,6140400,6139873,NA,"Pair_63"
"A01p012840.1_BraROA",-1,"A01","gamma-soluble NSF attachment protein [Source:Projected from Arabidopsis thaliana (AT4G20410) TAIR;Acc:AT4G20410]",6303929,6306246,6306246,529,"Pair_64"
"A01p012850.1_BraROA",1,"A01","",6306776,6307180,6306776,NA,"Pair_64"
"A01p013320.1_BraROA",-1,"A01","",6511150,6512865,6512865,801,"Pair_65"
"A01p013330.1_BraROA",1,"A01","DnaJ protein ERDJ2B [Source:Projected from Arabidopsis thaliana (AT4G21180) UniProtKB/Swiss-Prot;Acc:F4JIN3]",6513667,6516398,6513667,NA,"Pair_65"
"A01p013620.1_BraROA",-1,"A01","",6648087,6650907,6650907,242,"Pair_66"
"A01p013630.1_BraROA",1,"A01","VP1/ABI3-like 3 [Source:Projected from Arabidopsis thaliana (AT4G21550) TAIR;Acc:AT4G21550]",6651150,6663254,6651150,NA,"Pair_66"
"A01p013680.1_BraROA",-1,"A01","",6672891,6674612,6674612,609,"Pair_67"
"A01g501870.1_BraROA",1,"A01","",6675222,6675924,6675222,NA,"Pair_67"
"A01p013810.1_BraROA",-1,"A01","",6738502,6738998,6738998,652,"Pair_68"
"A01p013800.1_BraROA",1,"A01","",6739651,6740752,6739651,NA,"Pair_68"
"A01p013820.1_BraROA",-1,"A01","",6741147,6747370,6747370,181,"Pair_69"
"A01g501920.1_BraROA",1,"A01","",6747552,6749118,6747552,NA,"Pair_69"
"A01p013980.1_BraROA",-1,"A01","",6828396,6829853,6829853,237,"Pair_70"
"A01p014000.1_BraROA",1,"A01","",6830091,6836849,6830091,NA,"Pair_70"
"A01p014650.1_BraROA",-1,"A01","",7087898,7088449,7088449,269,"Pair_71"
"A01p014660.1_BraROA",1,"A01","",7088719,7090334,7088719,NA,"Pair_71"
"A01p015420.1_BraROA",-1,"A01","",7537262,7539941,7539941,720,"Pair_72"
"A01g502120.1_BraROA",1,"A01","",7540662,7545086,7540662,NA,"Pair_72"
"A01p016200.1_BraROA",-1,"A01","",8016783,8017505,8017505,662,"Pair_73"
"A01p016230.1_BraROA",1,"A01","Probable inactive ATP-dependent zinc metalloprotease FTSHI 1, chloroplastic [Source:Projected from Arabidopsis thaliana (AT4G23940) UniProtKB/Swiss-Prot;Acc:O22993]",8018168,8022749,8018168,NA,"Pair_73"
"A01g502330.1_BraROA",-1,"A01","",8099706,8100652,8100652,607,"Pair_74"
"A01p016370.1_BraROA",1,"A01","",8101260,8102670,8101260,NA,"Pair_74"
"A01p016650.1_BraROA",-1,"A01","EMBRYO DEFECTIVE 140 [Source:Projected from Arabidopsis thaliana (AT4G24270) UniProtKB/TrEMBL;Acc:F4JQ75]",8218910,8223841,8223841,730,"Pair_75"
"A01p016660.1_BraROA",1,"A01","",8224572,8224901,8224572,NA,"Pair_75"
"A01p016750.1_BraROA",-1,"A01","",8261962,8262924,8262924,461,"Pair_76"
"A01p016760.1_BraROA",1,"A01","",8263386,8264409,8263386,NA,"Pair_76"
"A01p016840.1_BraROA",-1,"A01","",8329532,8332886,8332886,674,"Pair_77"
"A01g502400.1_BraROA",1,"A01","",8333561,8335104,8333561,NA,"Pair_77"
"A01p018030.1_BraROA",-1,"A01","nudix hydrolase homolog 10 [Source:Projected from Arabidopsis thaliana (AT4G25434) TAIR;Acc:AT4G25434]",8784007,8785919,8785919,116,"Pair_78"
"A01g502590.1_BraROA",1,"A01","",8786036,8786959,8786036,NA,"Pair_78"
"A01p018070.1_BraROA",-1,"A01","",8805222,8807702,8807702,930,"Pair_79"
"A01p018080.1_BraROA",1,"A01","",8808633,8810836,8808633,NA,"Pair_79"
"A01p018730.1_BraROA",-1,"A01","CKL1 [Source:Projected from Arabidopsis thaliana (AT4G26100) UniProtKB/TrEMBL;Acc:A0A178UYM7]",9114943,9119479,9119479,630,"Pair_80"
"A01p018750.1_BraROA",1,"A01","Regulatory protein NPR1 [Source:Projected from Arabidopsis thaliana (AT1G64280) UniProtKB/Swiss-Prot;Acc:P93002]",9120110,9122935,9120110,NA,"Pair_80"
"A01p019040.1_BraROA",-1,"A01","",9252041,9253743,9253743,158,"Pair_81"
"A01p019050.1_BraROA",1,"A01","",9253902,9255736,9253902,NA,"Pair_81"
"A01p019450.1_BraROA",-1,"A01","",9430815,9431054,9431054,755,"Pair_82"
"A01g502840.1_BraROA",1,"A01","",9431810,9433849,9431810,NA,"Pair_82"
"A01g502970.1_BraROA",-1,"A01","",9586667,9589295,9589295,820,"Pair_83"
"A01p019540.1_BraROA",1,"A01","Phosphatidate cytidylyltransferase 3 [Source:Projected from Arabidopsis thaliana (AT4G26770) UniProtKB/Swiss-Prot;Acc:Q1PE48]",9590116,9592115,9590116,NA,"Pair_83"
"A01p019580.1_BraROA",-1,"A01","",9606662,9607062,9607062,668,"Pair_84"
"A01p019590.1_BraROA",1,"A01","",9607731,9608728,9607731,NA,"Pair_84"
"A01p019700.1_BraROA",-1,"A01","",9657009,9660593,9660593,530,"Pair_85"
"A01p019710.1_BraROA",1,"A01","",9661124,9663248,9661124,NA,"Pair_85"
"A01p019730.1_BraROA",-1,"A01","",9666856,9669658,9669658,400,"Pair_86"
"A01p019740.1_BraROA",1,"A01","",9670059,9679535,9670059,NA,"Pair_86"
"A01p019750.1_BraROA",-1,"A01","",9679903,9682288,9682288,370,"Pair_87"
"A01p019760.1_BraROA",1,"A01","",9682659,9683558,9682659,NA,"Pair_87"
"A01p019780.1_BraROA",-1,"A01","Microtubule-associated protein TORTIFOLIA1 [Source:Projected from Arabidopsis thaliana (AT4G27060) UniProtKB/Swiss-Prot;Acc:Q9T041]",9685739,9689215,9689215,269,"Pair_88"
"A01p019790.1_BraROA",1,"A01","",9689485,9689957,9689485,NA,"Pair_88"
"A01p020130.1_BraROA",-1,"A01","P-loop containing nucleoside triphosphate hydrolases superfamily protein [Source:Projected from Arabidopsis thaliana (AT4G27370) TAIR;Acc:AT4G27370]",9885414,9890813,9890813,499,"Pair_89"
"A01p020140.1_BraROA",1,"A01","",9891313,9891909,9891313,NA,"Pair_89"
"A01g503130.1_BraROA",-1,"A01","",10125001,10126922,10126922,403,"Pair_90"
"A01p020680.1_BraROA",1,"A01","",10127326,10134097,10127326,NA,"Pair_90"
"A01p020740.1_BraROA",-1,"A01","HSP21 [Source:Projected from Arabidopsis thaliana (AT4G27670) UniProtKB/TrEMBL;Acc:A0A178UVU5]",10149990,10150757,10150757,482,"Pair_91"
"A01p020750.1_BraROA",1,"A01","",10151240,10155569,10151240,NA,"Pair_91"
"A01p021250.1_BraROA",-1,"A01","",10336663,10336923,10336923,165,"Pair_92"
"A01g503230.1_BraROA",1,"A01","",10337089,10338484,10337089,NA,"Pair_92"
"A01g503340.1_BraROA",-1,"A01","",10664355,10666690,10666690,356,"Pair_93"
"A01g503350.1_BraROA",1,"A01","",10667047,10670055,10667047,NA,"Pair_93"
"A01p021950.1_BraROA",-1,"A01","",10846156,10849002,10849002,799,"Pair_94"
"A01g503450.1_BraROA",1,"A01","",10849802,10850428,10849802,NA,"Pair_94"
"A01p021930.1_BraROA",-1,"A01","",10861854,10864862,10864862,356,"Pair_95"
"A01p021920.1_BraROA",1,"A01","",10865219,10867554,10865219,NA,"Pair_95"
"A01g503480.1_BraROA",-1,"A01","",10946369,10947906,10947906,696,"Pair_96"
"A01p022210.1_BraROA",1,"A01","Ethylene-responsive transcription factor ERF039 [Source:Projected from Arabidopsis thaliana (AT4G16750) UniProtKB/Swiss-Prot;Acc:Q9SUK8]",10948603,10949148,10948603,NA,"Pair_96"
"A01p022300.1_BraROA",-1,"A01","terpene synthase 02 [Source:Projected from Arabidopsis thaliana (AT4G16730) TAIR;Acc:AT4G16730]",10987810,10991341,10991341,964,"Pair_97"
"A01g503510.1_BraROA",1,"A01","",10992306,10993378,10992306,NA,"Pair_97"
"A01p022330.1_BraROA",-1,"A01","",11008219,11008887,11008887,528,"Pair_98"
"A01p022340.1_BraROA",1,"A01","",11009416,11011626,11009416,NA,"Pair_98"
"A01p022560.1_BraROA",-1,"A01","",11109920,11110456,11110456,864,"Pair_99"
"A01g503590.1_BraROA",1,"A01","",11111321,11112033,11111321,NA,"Pair_99"
"A01p022570.1_BraROA",-1,"A01","",11114171,11114341,11114341,661,"Pair_100"
"A01g503600.1_BraROA",1,"A01","",11115003,11120982,11115003,NA,"Pair_100"
"A01p023020.1_BraROA",-1,"A01","",11365233,11367173,11367173,320,"Pair_101"
"A01p023030.1_BraROA",1,"A01","",11367494,11372335,11367494,NA,"Pair_101"
"A01p023060.1_BraROA",-1,"A01","",11384019,11385342,11385342,393,"Pair_102"
"A01p023070.1_BraROA",1,"A01","",11385736,11388809,11385736,NA,"Pair_102"
"A01g503810.1_BraROA",-1,"A01","",11548851,11550004,11550004,474,"Pair_103"
"A01g503820.1_BraROA",1,"A01","",11550479,11550724,11550479,NA,"Pair_103"
"A01g503850.1_BraROA",-1,"A01","",11599211,11603300,11603300,778,"Pair_104"
"A01g503860.1_BraROA",1,"A01","",11604079,11604700,11604079,NA,"Pair_104"
"A01g503900.1_BraROA",-1,"A01","",11752604,11753794,11753794,488,"Pair_105"
"A01p023780.1_BraROA",1,"A01","",11754283,11760668,11754283,NA,"Pair_105"
"A01g503960.1_BraROA",-1,"A01","",12007296,12009162,12009162,933,"Pair_106"
"A01p024310.1_BraROA",1,"A01","",12010096,12016356,12010096,NA,"Pair_106"
"A01g504040.1_BraROA",-1,"A01","",12184328,12185536,12185536,232,"Pair_107"
"A01p024530.1_BraROA",1,"A01","",12185769,12188247,12185769,NA,"Pair_107"
"A01p024550.1_BraROA",-1,"A01","",12201084,12203646,12203646,920,"Pair_108"
"A01p024570.1_BraROA",1,"A01","",12204567,12206768,12204567,NA,"Pair_108"
"A01p024800.1_BraROA",-1,"A01","",12352050,12354437,12354437,377,"Pair_109"
"A01p024810.1_BraROA",1,"A01","EDA15 [Source:Projected from Arabidopsis thaliana (AT4G14790) UniProtKB/TrEMBL;Acc:A0A178V2P1]",12354815,12358400,12354815,NA,"Pair_109"
"A01g504410.1_BraROA",-1,"A01","",13539539,13540808,13540808,389,"Pair_110"
"A01g504420.1_BraROA",1,"A01","",13541198,13564301,13541198,NA,"Pair_110"
"A01p030730.1_BraROA",-1,"A01","",13738796,13745128,13745128,915,"Pair_111"
"A01p030720.1_BraROA",1,"A01","",13746044,13748097,13746044,NA,"Pair_111"
"A01p039760.1_BraROA",-1,"A01","",14160393,14162238,14162238,492,"Pair_112"
"A01g504740.1_BraROA",1,"A01","",14162731,14163711,14162731,NA,"Pair_112"
"A01p038390.1_BraROA",-1,"A01","",14587900,14588391,14588391,150,"Pair_113"
"A01p038410.1_BraROA",1,"A01","",14588542,14590522,14588542,NA,"Pair_113"
"A01g504970.1_BraROA",-1,"A01","",14885575,14886449,14886449,492,"Pair_114"
"A01g504980.1_BraROA",1,"A01","",14886942,14888016,14886942,NA,"Pair_114"
"A01g505410.1_BraROA",-1,"A01","",16199820,16201720,16201720,318,"Pair_115"
"A01g505420.1_BraROA",1,"A01","",16202039,16202935,16202039,NA,"Pair_115"
"A01p036550.1_BraROA",-1,"A01","",16350434,16352209,16352209,910,"Pair_116"
"A01p036540.1_BraROA",1,"A01","TPR5 [Source:Projected from Arabidopsis thaliana (AT1G56440) UniProtKB/TrEMBL;Acc:A0A178WG02]",16353120,16355434,16353120,NA,"Pair_116"
"A01g505820.1_BraROA",-1,"A01","",17441448,17442435,17442435,552,"Pair_117"
"A01g505830.1_BraROA",1,"A01","",17442988,17446043,17442988,NA,"Pair_117"
"A01p028020.1_BraROA",-1,"A01","",18570742,18574806,18574806,997,"Pair_118"
"A01p028010.1_BraROA",1,"A01","",18575804,18576794,18575804,NA,"Pair_118"
"A01g506390.1_BraROA",-1,"A01","",18583760,18585311,18585311,676,"Pair_119"
"A01p027980.1_BraROA",1,"A01","Flap endonuclease GEN-like 2 [Source:Projected from Arabidopsis thaliana (AT3G48900) UniProtKB/Swiss-Prot;Acc:Q9M2Z3]",18585988,18589998,18585988,NA,"Pair_119"
"A01p027950.1_BraROA",-1,"A01","",18597489,18609245,18609245,371,"Pair_120"
"A01g506400.1_BraROA",1,"A01","",18609617,18610071,18609617,NA,"Pair_120"
"A01p027740.1_BraROA",-1,"A01","",18712829,18713303,18713303,787,"Pair_121"
"A01p027730.1_BraROA",1,"A01","",18714091,18714726,18714091,NA,"Pair_121"
"A01g506700.1_BraROA",-1,"A01","",19709140,19714195,19714195,111,"Pair_122"
"A01p026190.1_BraROA",1,"A01","",19714307,19716310,19714307,NA,"Pair_122"
"A01p025180.1_BraROA",-1,"A01","Alpha-amylase 1 [Source:Projected from Arabidopsis thaliana (AT4G25000) UniProtKB/Swiss-Prot;Acc:Q8VZ56]",20242985,20246161,20246161,927,"Pair_123"
"A01g506890.1_BraROA",1,"A01","",20247089,20249896,20247089,NA,"Pair_123"
"A01p029380.1_BraROA",-1,"A01","",20850628,20851569,20851569,245,"Pair_124"
"A01p029390.1_BraROA",1,"A01","",20851815,20852281,20851815,NA,"Pair_124"
"A01p041170.1_BraROA",-1,"A01","",22002297,22005906,22005906,301,"Pair_125"
"A01p041180.1_BraROA",1,"A01","DNA-directed RNA polymerase subunit 10-like protein [Source:Projected from Arabidopsis thaliana (AT1G61700) UniProtKB/Swiss-Prot;Acc:Q9SYA6]",22006208,22006958,22006208,NA,"Pair_125"
"A01p041460.1_BraROA",-1,"A01","",22250656,22254021,22254021,822,"Pair_126"
"A01g507830.1_BraROA",1,"A01","",22254844,22255779,22254844,NA,"Pair_126"
